iter	MultiClass
0	0.8948472893
1	0.772130259
2	0.6924258961
3	0.6347855917
4	0.5920663562
5	0.5578994085
6	0.530714651
7	0.5095688301
8	0.4904425199
9	0.4738553187
10	0.4604169755
11	0.4492092067
12	0.4387834755
13	0.4287576346
14	0.4193325557
15	0.4131333758
16	0.406396577
17	0.4008337842
18	0.395158696
19	0.3896470477
20	0.3853419729
21	0.3804468376
22	0.3748495084
23	0.370565628
24	0.3664715009
25	0.3626504453
26	0.3595830986
27	0.3572791894
28	0.354135265
29	0.3507400426
30	0.3480509054
31	0.3444259962
32	0.3409210495
33	0.3375318958
34	0.3342574928
35	0.3310569807
36	0.3285423091
37	0.3262976051
38	0.3243883281
39	0.3215634312
40	0.319201915
41	0.3167524247
42	0.3142604531
43	0.3119164715
44	0.308157007
45	0.3049681922
46	0.3025999124
47	0.3002569962
48	0.2985930644
49	0.2969083087
50	0.2952191058
51	0.2932197006
52	0.2912023903
53	0.2887796999
54	0.2857693812
55	0.2839950764
56	0.2815124859
57	0.2796656107
58	0.2779522948
59	0.2765084138
60	0.2746723559
61	0.2730328612
62	0.2708273958
63	0.2698273921
64	0.2677507838
65	0.2655653315
66	0.2630212657
67	0.2607431835
68	0.2583744867
69	0.2565353249
70	0.2543340752
71	0.2524627628
72	0.25151256
73	0.2500892017
74	0.2481395512
75	0.2465506914
76	0.2448766835
77	0.2436763177
78	0.2416036704
79	0.240423086
80	0.2382986224
81	0.2366026558
82	0.2348604785
83	0.2335161531
84	0.2326772266
85	0.2304167253
86	0.228877018
87	0.2269156469
88	0.2251549158
89	0.224108076
90	0.2229474583
91	0.2218171382
92	0.2203679528
93	0.2195574476
94	0.2188014224
95	0.2170161846
96	0.2145679915
97	0.2122931059
98	0.2108914978
99	0.2099267485
100	0.2082109079
101	0.2073077728
102	0.2065647885
103	0.2052990329
104	0.2036755209
105	0.2017485704
106	0.2003264628
107	0.1993466806
108	0.1987235198
109	0.1969980432
110	0.1965520117
111	0.1951398643
112	0.1941470644
113	0.1933673084
114	0.192091442
115	0.1907612346
116	0.1897197224
117	0.188533104
118	0.187633096
119	0.1872406411
120	0.1861176985
121	0.1851833394
122	0.1837655055
123	0.1827940273
124	0.1815598432
125	0.1798622899
126	0.1781440981
127	0.1769335521
128	0.176332709
129	0.1755644536
130	0.1749318769
131	0.1742986979
132	0.1729733664
133	0.1716974885
134	0.1709227126
135	0.1700088762
136	0.1686769547
137	0.1671121152
138	0.1663893177
139	0.1652537047
140	0.1646853018
141	0.1637101291
142	0.1622280056
143	0.1613543226
144	0.1603693982
145	0.1596798283
146	0.159312216
147	0.1583912106
148	0.157568591
149	0.1565417179
150	0.1556463426
151	0.1550771985
152	0.1536825857
153	0.1524624501
154	0.151851751
155	0.1508837937
156	0.1497947389
157	0.1492045741
158	0.148792303
159	0.1478665028
160	0.1473836649
161	0.1465739357
162	0.1457232539
163	0.1446321607
164	0.1440235116
165	0.1428811119
166	0.1422048956
167	0.141594463
168	0.1408945391
169	0.140034812
170	0.1391850915
171	0.1384135121
172	0.1379034922
173	0.1369291302
174	0.1362024412
175	0.1357783801
176	0.1356051653
177	0.1348088824
178	0.1344144238
179	0.1338978603
180	0.1333830455
181	0.1329293238
182	0.1323869564
183	0.1319076046
184	0.1311650835
185	0.1303967934
186	0.1297592829
187	0.1291885868
188	0.1288339575
189	0.1279099524
190	0.1269799133
191	0.1265075684
192	0.126159888
193	0.1256767374
194	0.1252799394
195	0.1246347619
196	0.1241410952
197	0.1237800149
198	0.1233077395
199	0.1225887523
200	0.1215420862
201	0.1208312988
202	0.1203390798
203	0.1195904089
204	0.1190100074
205	0.1188884931
206	0.118140575
207	0.1174942046
208	0.11669769
209	0.1164869623
210	0.1160296272
211	0.1157907099
212	0.1153265647
213	0.1146612468
214	0.1141563691
215	0.1136898497
216	0.1130817913
217	0.1128571425
218	0.1127157425
219	0.1120405454
220	0.111197519
221	0.1109673111
222	0.1103454474
223	0.1098466153
224	0.109070357
225	0.1089340992
226	0.108553666
227	0.1078247997
228	0.107149869
229	0.1065619974
230	0.1060427932
231	0.1056932482
232	0.1054175013
233	0.1047113234
234	0.1039958802
235	0.1032804833
236	0.1027022823
237	0.1020474457
238	0.1015775909
239	0.1014185636
240	0.1012954973
241	0.1004203203
242	0.1000135505
243	0.09969721003
244	0.09926081446
245	0.09896214755
246	0.09862934959
247	0.09830130011
248	0.09787500371
249	0.09779229933
250	0.09749928426
251	0.09707707617
252	0.09683545455
253	0.09635022505
254	0.0958202847
255	0.09555767718
256	0.09544061013
257	0.09495283847
258	0.09455767927
259	0.09447100239
260	0.0940705388
261	0.09373291711
262	0.09339764648
263	0.09306400306
264	0.0927250958
265	0.09214047282
266	0.09195688092
267	0.09140787722
268	0.0908583176
269	0.09046908818
270	0.09018354904
271	0.08997068459
272	0.08957395608
273	0.08928799421
274	0.08895112532
275	0.08864092311
276	0.08823686343
277	0.08757994795
278	0.08734203245
279	0.08677534939
280	0.08600965351
281	0.08565633292
282	0.08546655065
283	0.08525951176
284	0.08490335367
285	0.08444982887
286	0.08398376696
287	0.08364890748
288	0.08329540159
289	0.08284994339
290	0.08261890737
291	0.08227058425
292	0.08195166108
293	0.08158828764
294	0.08112816132
295	0.08080536989
296	0.08038907422
297	0.08013404687
298	0.07988014873
