iter	MultiClass
0	1.042077412
1	0.993593335
2	0.9515519581
3	0.9138317452
4	0.8807828582
5	0.8509025653
6	0.8238585835
7	0.7996553592
8	0.778011466
9	0.7584995768
10	0.7400403501
11	0.7232822801
12	0.7082107304
13	0.6941601155
14	0.6812540111
15	0.6688680546
16	0.6573747328
17	0.6474272182
18	0.6378301433
19	0.6290858237
20	0.620926821
21	0.6131743951
22	0.6062071005
23	0.5995448081
24	0.593426054
25	0.5877691337
26	0.5825199481
27	0.577770438
28	0.5733500151
29	0.5690649326
30	0.5652860563
31	0.5614414088
32	0.5579305268
33	0.5548261752
34	0.5515981554
35	0.5487904687
36	0.545937437
37	0.5432385043
38	0.5408197011
39	0.5386103929
40	0.5360284124
41	0.534046802
42	0.5321438854
43	0.5303249428
44	0.5287670931
45	0.5268699199
46	0.525067698
47	0.5236119788
48	0.5221858566
49	0.5208998456
50	0.5192317134
51	0.518075994
52	0.5169037392
53	0.5158615908
54	0.5144658994
55	0.5134636769
56	0.5124954516
57	0.5115646973
58	0.5107207424
59	0.5099395943
60	0.5091226426
61	0.5078516848
62	0.5071339919
63	0.5063453867
64	0.5056152344
65	0.5044375141
66	0.5037991171
67	0.5032242218
68	0.5026150976
69	0.501677442
70	0.5010288552
71	0.5003966185
72	0.4996794815
73	0.4989012514
74	0.4984477084
75	0.4979493299
76	0.4974280241
77	0.4967710075
78	0.4963484511
79	0.4957744821
80	0.4952343713
81	0.4949113053
82	0.4945609582
83	0.4941922229
84	0.4935076936
85	0.4929092688
86	0.4924756424
87	0.4922138085
88	0.4918483618
89	0.4914291402
90	0.4909651294
91	0.490525806
92	0.4901202019
93	0.4896717538
94	0.4891372475
95	0.4886965809
96	0.4883304857
97	0.4879288649
98	0.4876385918
99	0.4869539235
100	0.4865994541
101	0.4862858833
102	0.4860116361
103	0.485442901
104	0.4850993626
105	0.4845818549
106	0.4843446619
107	0.4838762046
108	0.4835035324
109	0.4831286832
110	0.4828696283
111	0.4825855155
112	0.4822757426
113	0.4820574936
114	0.4817204397
115	0.4813119175
116	0.4810092776
117	0.4806479532
118	0.4802669438
119	0.4800927892
120	0.4797162262
121	0.4794893621
122	0.4791601822
123	0.4788111783
124	0.4784852869
125	0.4782591639
126	0.4780457319
127	0.4777485112
128	0.4774131247
129	0.4772222494
130	0.4770286877
131	0.4767508278
132	0.4763785724
133	0.4760569886
134	0.4757993695
135	0.4754035384
136	0.4751886705
137	0.4749297546
138	0.474710996
139	0.4742816309
140	0.4740328585
141	0.4738219277
142	0.4734260966
143	0.4731925164
144	0.4730065045
145	0.472756991
146	0.4725471718
147	0.4722999742
148	0.4720750554
149	0.4718816327
150	0.4717761673
151	0.4713981222
152	0.4712113229
153	0.4709408275
154	0.4707680624
155	0.4705946026
156	0.4704034494
157	0.4701603278
158	0.4698254045
159	0.4693291566
160	0.4690919173
161	0.468958337
162	0.4687027096
163	0.4684518529
164	0.4682715381
165	0.4680301765
166	0.4678317515
167	0.4674563002
168	0.4672795518
169	0.4670154483
170	0.4667737161
171	0.4665336515
172	0.466340553
173	0.4661373572
174	0.465850558
175	0.4657476863
176	0.4655168852
177	0.465331707
178	0.4651048892
179	0.4649726985
