iter	MultiClass
0	1.042429973
1	0.994224198
2	0.9512441443
3	0.9137248725
4	0.8802964154
5	0.849895858
6	0.8224030294
7	0.7981009843
8	0.7758713087
9	0.7560333773
10	0.7379344962
11	0.7208333951
12	0.7053815635
13	0.691137649
14	0.677768286
15	0.6659124096
16	0.6542667628
17	0.6437588947
18	0.6340642882
19	0.6248313252
20	0.6164265873
21	0.6086374359
22	0.601429543
23	0.5947627435
24	0.5886031265
25	0.5827253135
26	0.5772574437
27	0.5722667368
28	0.5676770321
29	0.5633403626
30	0.5593000901
31	0.5553036887
32	0.5515113092
33	0.5480915337
34	0.5444371146
35	0.5412508246
36	0.5384794347
37	0.5357965285
38	0.5330334311
39	0.5305330512
40	0.5283950835
41	0.5262291809
42	0.5241497698
43	0.5222079022
44	0.5205307904
45	0.5184193215
46	0.5162917772
47	0.5147914011
48	0.5133465704
49	0.5120420626
50	0.5102312063
51	0.5090705886
52	0.5078421026
53	0.5066447017
54	0.5051793021
55	0.5039505381
56	0.5027208477
57	0.5015936777
58	0.5006603378
59	0.4998203459
60	0.4986331831
61	0.4979070616
62	0.4970505774
63	0.4963068982
64	0.4955805914
65	0.4949684331
66	0.4941899164
67	0.4931223223
68	0.4922461493
69	0.4916368633
70	0.4909210726
71	0.4903196621
72	0.4897678209
73	0.4889897211
74	0.4881972601
75	0.4876523215
76	0.4869301378
77	0.4861465715
78	0.4853033366
79	0.4847646985
80	0.4842267552
81	0.483713643
82	0.4831173283
83	0.4826188089
84	0.4818435814
85	0.4814045452
86	0.4810079904
87	0.480545513
88	0.4801091638
89	0.4796313523
90	0.4792362799
91	0.4788626104
92	0.478256243
93	0.4776350973
94	0.4772487807
95	0.4769386711
96	0.4765334996
97	0.4763403181
98	0.476008991
99	0.4754883276
100	0.475006532
101	0.4746856747
102	0.4743845062
103	0.4739953173
104	0.4736339707
105	0.4733183019
106	0.4729992514
107	0.4727041516
108	0.4722732225
109	0.472001425
110	0.4716124214
111	0.4712129944
112	0.4709544462
113	0.4706290026
114	0.4702762264
115	0.4700911983
116	0.4697313341
117	0.4693781409
118	0.4690395406
119	0.4688643338
120	0.4685691877
121	0.4681725866
122	0.4678689164
123	0.467623108
124	0.4673143883
125	0.4670601485
126	0.4668177682
127	0.4665361032
128	0.4662489252
129	0.4660626001
130	0.4658315698
131	0.4655750137
132	0.4653336527
133	0.4647229768
134	0.464457804
135	0.4640885818
136	0.4638317477
137	0.4635902477
138	0.4632287158
139	0.4629466337
140	0.4624973131
141	0.4622688771
142	0.4620531346
143	0.4618256715
144	0.4615893601
145	0.4613499448
146	0.4610194516
147	0.4607194875
148	0.4603949704
149	0.4601939598
150	0.4598986747
151	0.459609829
152	0.4593951057
153	0.4592087342
154	0.4589721911
155	0.4587861439
156	0.4586531406
157	0.4582790078
158	0.4580058205
159	0.457882175
160	0.4577881786
161	0.4576149175
162	0.4574252105
163	0.4571851466
164	0.4569253476
165	0.4565282833
166	0.4563441354
167	0.4561095381
168	0.4559639339
169	0.4557255841
170	0.4553501542
171	0.4552058471
172	0.4550410638
173	0.4548394972
174	0.4546512727
175	0.4543232348
176	0.4541694771
177	0.4539329341
178	0.4537305799
179	0.4535866898
180	0.4534155598
181	0.453314985
182	0.4531911542
183	0.4529831019
184	0.4528505155
185	0.4526411198
186	0.4523602422
187	0.4521649761
188	0.452020808
189	0.4517712472
190	0.4514459889
191	0.4511863752
192	0.4509452921
193	0.4507831031
194	0.4505747728
195	0.4503172438
196	0.4501599654
197	0.4498707491
198	0.4495143594
199	0.449363474
200	0.4491298495
201	0.4489446825
202	0.448832665
203	0.4486565317
204	0.4484069708
205	0.4482519161
206	0.4481642663
207	0.4480170407
208	0.4478687496
209	0.4477181885
210	0.4475393219
211	0.4473574441
212	0.4471737132
213	0.4470311203
214	0.4467590911
215	0.4465853204
216	0.4463351574
217	0.4462087324
218	0.4459995219
219	0.4458394175
220	0.4457382868
221	0.4455631263
222	0.4453385818
223	0.4452565376
224	0.4451055132
225	0.4448857867
226	0.4446705074
227	0.4445382453
228	0.4443894909
229	0.4442492143
230	0.4441014791
231	0.4439506864
232	0.443813004
233	0.4437027006
234	0.4435845218
235	0.4433040148
236	0.4430233226
237	0.4428895317
238	0.4427433253
239	0.4425191977
240	0.4424532288
241	0.4421549325
242	0.4419056959
243	0.4417987744
244	0.4416814294
245	0.4415773337
246	0.4414163028
247	0.4413144772
248	0.4412459603
249	0.4411250019
250	0.4410035338
251	0.4408540382
252	0.4407138079
253	0.4406618759
254	0.4404080067
255	0.4402380348
256	0.4401220333
257	0.4400259521
258	0.4399666542
259	0.4398487996
260	0.4397448429
261	0.4396461675
262	0.439511589
263	0.4392854694
264	0.4391259673
265	0.4390192311
266	0.4389174054
267	0.4386955942
268	0.4385958532
269	0.4384027644
270	0.4383213224
271	0.4382773122
272	0.4382300592
273	0.4381152158
274	0.4379193938
275	0.4377617447
276	0.4376976752
277	0.4375835267
278	0.4375229779
279	0.4373875193
280	0.4372119419
281	0.437048502
282	0.4368943737
283	0.4367786502
284	0.4366701998
285	0.4365247346
286	0.4364030349
287	0.4362024412
288	0.4361045533
289	0.4359297171
290	0.4358368789
291	0.4357652581
292	0.4356867347
293	0.4355098601
294	0.4354393975
295	0.4353332172
296	0.4351966004
297	0.4350053183
298	0.4348775961
299	0.4347547846
300	0.4345754547
301	0.4344795589
302	0.4343946424
303	0.4342296738
304	0.4341252539
305	0.4340033225
306	0.4338831516
307	0.4337696517
308	0.4336760722
309	0.4335567815
310	0.4333354335
311	0.4332420393
312	0.4331540189
313	0.4329609764
314	0.4328566955
315	0.4327810906
316	0.4325888357
317	0.432512397
318	0.4324357266
319	0.432286648
320	0.4322194282
321	0.4321696272
322	0.432003871
323	0.4318403385
324	0.4316364556
325	0.4315417643
326	0.4314114942
327	0.4312254006
328	0.4311442829
329	0.4310400483
330	0.4309299303
331	0.4307685287
332	0.4306440031
333	0.4305257779
334	0.4304633298
335	0.4303189301
336	0.4302069127
337	0.4301243125
338	0.4299306214
339	0.4298484382
340	0.4297745475
341	0.4297221522
342	0.429611015
343	0.4295207246
344	0.4293780853
345	0.4292809387
346	0.4292414222
347	0.4292024153
348	0.429054958
349	0.4289979765
350	0.4289024512
351	0.428741235
352	0.4285958162
353	0.4285280868
354	0.4284447918
355	0.4283354149
356	0.428217375
357	0.4280668602
358	0.4279282514
359	0.4277853805
360	0.4277276577
361	0.427648393
362	0.4275217364
363	0.4274465485
364	0.4272904745
365	0.4272293236
366	0.4270965518
367	0.4269980154
368	0.4268531524
369	0.4267552645
370	0.4266894346
371	0.4266352789
372	0.4265126527
373	0.426354911
374	0.4262323774
375	0.4260892285
376	0.4259606725
377	0.4258278545
378	0.4256986962
379	0.4256494511
380	0.4254602537
381	0.4254149464
382	0.4253071447
383	0.425243909
384	0.4251811829
385	0.4251026132
386	0.4249492262
387	0.4249009076
388	0.4248144624
389	0.4247630863
390	0.4246910949
391	0.4245623536
392	0.4244720169
393	0.4244017397
394	0.4243710252
395	0.4242953277
396	0.4241572747
397	0.4241018219
398	0.4240433579
399	0.4239164696
400	0.4238409574
401	0.4237439961
402	0.4236897941
403	0.4236197021
404	0.4235566981
405	0.423441901
406	0.4233210815
407	0.4232388057
408	0.4231768208
409	0.4231046441
410	0.4230429372
411	0.422986141
412	0.4229192455
413	0.4227491809
414	0.4226255819
415	0.422541175
416	0.4224702028
417	0.4223380333
418	0.4222696554
419	0.4221260896
420	0.4220659115
421	0.4219552838
422	0.4219050659
423	0.4218414596
424	0.4217406995
425	0.4215948637
426	0.4215305625
427	0.4214792791
428	0.4213598494
429	0.4212547346
430	0.4211440142
431	0.42110283
432	0.4210711427
433	0.4209142812
434	0.4208386763
435	0.4207891996
436	0.4206563816
437	0.4205703533
438	0.4204701954
439	0.4204267411
440	0.420393803
441	0.4203291775
442	0.4202763653
443	0.4201587424
