iter	Passed	Remaining
0	4	5411
1	7	4211
2	10	3851
3	12	3646
4	15	3557
5	18	3559
6	22	3596
7	24	3508
8	27	3449
9	30	3464
10	33	3433
11	35	3392
12	41	3643
13	46	3729
14	48	3677
15	51	3637
16	53	3594
17	56	3550
18	59	3547
19	62	3524
20	66	3550
21	68	3527
22	71	3510
23	74	3485
24	77	3495
25	81	3510
26	84	3495
27	86	3471
28	89	3446
29	93	3480
30	96	3465
31	98	3451
32	101	3446
33	104	3429
34	107	3419
35	109	3398
36	113	3414
37	118	3460
38	122	3482
39	125	3473
40	127	3455
41	130	3439
42	134	3461
43	138	3469
44	141	3469
45	143	3451
46	146	3440
47	149	3427
48	153	3439
49	158	3476
50	162	3490
51	165	3483
52	169	3499
53	172	3491
54	175	3498
55	179	3510
56	182	3505
57	186	3505
58	189	3503
59	192	3502
60	197	3519
61	200	3508
62	202	3494
63	205	3480
64	208	3478
65	211	3473
66	215	3472
67	218	3471
68	221	3461
69	223	3448
70	226	3435
71	229	3428
72	231	3416
73	235	3416
74	237	3406
75	241	3403
76	243	3394
77	246	3384
78	249	3375
79	251	3365
80	255	3365
81	258	3365
82	261	3359
83	264	3357
84	267	3350
85	270	3349
86	273	3343
87	276	3336
88	279	3326
89	282	3318
90	284	3310
91	287	3304
92	291	3315
93	296	3329
94	299	3320
95	302	3322
96	305	3314
97	308	3305
98	311	3308
99	316	3316
100	319	3310
101	322	3305
102	325	3307
103	328	3299
104	332	3306
105	335	3300
106	338	3296
107	341	3288
108	343	3280
109	346	3271
110	351	3282
111	353	3276
112	357	3275
113	359	3268
114	363	3265
115	366	3262
116	369	3255
117	372	3253
118	374	3245
119	377	3241
120	380	3234
121	383	3229
122	387	3235
123	391	3234
124	394	3232
125	397	3227
126	400	3219
127	402	3211
128	405	3209
129	408	3204
130	412	3204
131	415	3197
132	417	3191
133	420	3184
134	423	3178
135	427	3184
136	430	3178
137	433	3177
138	436	3171
139	439	3164
140	442	3161
141	445	3155
142	450	3167
143	454	3170
144	457	3168
145	460	3164
146	463	3161
147	467	3158
148	469	3152
149	472	3148
150	475	3141
151	477	3135
152	481	3132
153	483	3126
154	488	3131
155	491	3126
156	493	3120
157	496	3113
158	500	3114
159	503	3109
160	506	3108
161	509	3104
162	512	3099
163	515	3098
164	519	3095
165	524	3105
166	529	3115
167	533	3114
168	535	3108
169	538	3101
170	541	3094
171	543	3088
172	548	3092
173	550	3087
174	554	3086
175	557	3080
176	560	3077
177	563	3071
178	565	3065
179	569	3063
180	571	3058
181	574	3053
182	577	3050
183	581	3048
184	584	3043
185	586	3038
186	589	3032
187	592	3028
188	595	3023
189	597	3017
190	600	3013
191	606	3022
192	609	3020
193	612	3015
194	616	3017
195	619	3013
196	624	3015
197	627	3011
198	630	3010
199	633	3004
200	635	2998
201	638	2995
202	643	2998
203	646	2993
204	649	2990
205	652	2985
206	655	2982
207	658	2978
208	662	2980
209	665	2974
210	668	2970
211	671	2969
212	674	2964
213	677	2962
214	680	2957
215	684	2954
216	688	2957
217	691	2951
218	693	2946
219	697	2944
220	700	2940
221	703	2938
222	706	2932
223	709	2927
224	711	2922
225	714	2917
226	717	2914
227	720	2910
228	723	2905
229	727	2906
230	730	2903
231	733	2900
232	737	2898
233	740	2894
234	743	2892
235	746	2888
236	750	2887
