iter	Passed	Remaining
727	2642	816
728	2649	814
729	2653	810
730	2657	806
731	2660	803
732	2663	799
733	2666	795
734	2669	791
735	2672	788
736	2675	784
737	2679	780
738	2682	776
739	2685	773
740	2689	769
741	2692	765
742	2695	761
743	2699	758
744	2702	754
745	2705	750
746	2708	747
747	2712	743
748	2715	739
749	2718	735
750	2722	732
751	2725	728
752	2728	724
753	2732	721
754	2735	717
755	2739	713
756	2742	710
757	2746	706
758	2749	702
759	2754	699
760	2759	696
761	2762	692
762	2766	688
763	2769	685
764	2773	681
765	2778	678
766	2782	674
767	2785	671
768	2789	667
769	2793	663
770	2796	660
771	2799	656
772	2802	652
773	2805	648
774	2809	645
775	2812	641
776	2815	637
777	2819	634
778	2824	630
779	2828	627
780	2831	623
781	2835	619
782	2838	616
783	2841	612
784	2844	608
785	2848	605
786	2851	601
787	2855	598
788	2860	594
789	2863	590
790	2866	587
791	2869	583
792	2874	579
793	2877	576
794	2880	572
795	2883	568
796	2886	565
797	2889	561
798	2892	557
799	2896	553
800	2899	550
801	2903	546
802	2906	542
803	2909	539
804	2912	535
805	2915	531
806	2920	528
807	2923	524
808	2926	520
809	2929	517
810	2932	513
811	2935	509
812	2939	506
813	2942	502
814	2945	498
815	2948	495
816	2952	491
817	2954	487
818	2958	484
819	2961	480
820	2966	476
821	2971	473
822	2977	470
823	2980	466
824	2983	462
825	2986	459
826	2990	455
827	2994	452
828	2998	448
829	3003	445
830	3006	441
831	3009	437
832	3013	434
833	3018	430
834	3020	426
835	3024	423
836	3027	419
837	3030	415
838	3033	412
839	3037	408
840	3041	405
841	3044	401
842	3048	397
843	3052	394
844	3058	390
845	3061	387
846	3066	383
847	3069	380
848	3073	376
849	3076	372
850	3080	369
851	3083	365
852	3087	361
853	3091	358
854	3094	354
855	3098	351
856	3101	347
857	3105	343
858	3112	340
859	3115	336
860	3119	333
861	3123	329
862	3129	326
863	3134	322
864	3137	319
865	3141	315
866	3146	312
867	3150	308
868	3154	304
869	3158	301
870	3161	297
871	3164	293
872	3168	290
873	3171	286
874	3175	283
875	3179	279
876	3181	275
877	3185	272
878	3189	268
879	3192	264
880	3195	261
881	3198	257
882	3201	253
883	3204	250
884	3208	246
885	3211	242
886	3215	239
887	3218	235
888	3221	231
889	3223	228
890	3226	224
891	3231	220
892	3235	217
893	3238	213
894	3241	210
895	3244	206
896	3248	202
897	3251	199
898	3254	195
899	3258	191
900	3261	188
901	3264	184
902	3270	181
903	3273	177
904	3276	173
905	3280	170
906	3284	166
907	3287	162
908	3290	159
909	3294	155
910	3297	152
911	3300	148
912	3306	144
913	3310	141
914	3313	137
915	3316	133
916	3318	130
917	3322	126
918	3326	123
919	3330	119
920	3333	115
921	3337	112
922	3340	108
923	3343	104
924	3346	101
925	3350	97
926	3353	94
927	3356	90
928	3359	86
929	3362	83
930	3366	79
931	3370	75
932	3373	72
933	3376	68
934	3380	65
935	3384	61
936	3387	57
937	3390	54
938	3393	50
939	3396	46
940	3399	43
941	3402	39
942	3405	36
943	3408	32
944	3412	28
945	3415	25
946	3419	21
947	3425	18
948	3428	14
949	3432	10
950	3435	7
951	3439	3
952	3441	0
