iter	Passed	Remaining
0	4	3937
1	7	3681
2	10	3460
3	14	3502
4	18	3588
5	22	3517
6	25	3506
7	29	3526
8	33	3508
9	37	3523
10	41	3594
11	45	3567
12	48	3502
13	51	3469
14	54	3418
15	57	3371
16	60	3356
17	63	3313
18	67	3305
19	70	3273
20	73	3242
21	75	3207
22	78	3183
23	82	3188
24	86	3210
25	89	3192
26	92	3183
27	96	3178
28	99	3164
29	102	3155
30	105	3132
31	109	3138
32	112	3123
33	115	3131
34	118	3115
35	122	3111
36	125	3096
37	128	3082
38	132	3106
39	136	3112
40	139	3096
41	142	3090
42	147	3130
43	151	3128
44	155	3128
45	158	3116
46	163	3147
47	167	3158
48	174	3225
49	178	3230
50	182	3226
51	185	3211
52	188	3200
53	191	3190
54	194	3180
55	198	3172
56	201	3170
57	204	3158
58	208	3153
59	211	3149
60	215	3146
61	218	3141
62	222	3139
63	225	3134
64	229	3132
65	232	3122
66	236	3120
67	239	3111
68	242	3110
69	248	3137
70	252	3130
71	255	3120
72	258	3116
73	262	3112
74	265	3105
75	268	3096
76	272	3098
77	275	3091
78	279	3093
79	282	3086
80	286	3089
81	291	3098
82	294	3087
83	298	3086
84	301	3077
85	305	3078
86	308	3068
87	314	3086
88	318	3094
89	321	3085
90	325	3081
91	328	3072
92	331	3069
93	334	3060
94	339	3063
95	344	3077
96	347	3070
97	351	3065
98	354	3056
99	357	3051
100	360	3045
101	365	3052
102	368	3043
103	372	3038
104	375	3029
105	379	3029
106	382	3025
107	386	3022
108	389	3016
109	393	3016
110	396	3008
111	402	3020
112	407	3028
113	411	3026
114	414	3023
115	418	3019
116	421	3012
117	424	3004
118	427	2996
119	430	2989
120	436	2998
121	441	3007
122	447	3020
123	454	3036
124	457	3027
125	461	3025
126	463	3017
127	467	3012
128	470	3008
129	474	3002
130	477	2995
131	481	2991
132	483	2984
133	487	2976
134	490	2971
135	494	2967
136	498	2967
137	502	2964
138	505	2958
139	509	2957
140	512	2950
141	515	2946
142	518	2939
143	521	2931
144	524	2924
145	527	2917
146	531	2912
147	534	2909
148	538	2904
149	543	2909
150	547	2906
151	551	2904
152	555	2902
153	558	2895
154	561	2890
155	564	2882
156	567	2876
157	572	2881
158	577	2882
159	582	2885
160	585	2878
161	588	2871
162	592	2872
163	597	2872
164	600	2867
165	604	2867
166	607	2860
167	611	2857
168	614	2850
169	617	2844
170	620	2838
171	624	2833
172	626	2826
173	630	2821
174	633	2816
175	640	2827
176	645	2829
177	648	2823
178	652	2821
179	655	2815
180	659	2810
181	662	2804
182	665	2800
183	669	2796
184	673	2794
185	677	2792
186	680	2785
187	683	2781
188	687	2778
189	691	2776
190	694	2769
191	698	2767
192	701	2762
193	705	2759
194	708	2752
195	711	2749
196	715	2745
197	718	2739
198	721	2733
199	724	2727
200	730	2734
201	734	2731
202	737	2725
203	741	2721
204	745	2719
205	748	2713
206	751	2709
207	755	2704
208	758	2699
209	762	2696
210	765	2693
211	768	2687
212	771	2681
213	774	2675
214	778	2670
215	781	2667
216	784	2662
217	789	2660
218	793	2658
219	796	2653
220	800	2650
221	803	2645
222	807	2641
223	810	2636
224	813	2630
225	816	2625
226	819	2620
227	825	2623
228	829	2622
229	834	2622
230	837	2616
231	840	2612
232	843	2607
233	847	2603
234	850	2597
235	853	2592
236	856	2587
237	859	2581
238	863	2579
239	868	2579
240	872	2577
241	877	2576
242	880	2571
243	885	2573
244	889	2570
245	892	2564
246	895	2560
247	898	2554
248	902	2552
249	905	2547
250	909	2543
251	912	2538
252	916	2535
253	919	2531
254	923	2527
255	926	2522
256	929	2517
257	932	2513
258	936	2508
259	939	2503
260	943	2500
261	946	2495
262	949	2490
263	952	2485
264	955	2480
265	958	2476
266	962	2472
267	966	2469
268	970	2466
269	973	2461
270	976	2457
271	979	2452
272	983	2449
273	986	2444
274	990	2441
275	993	2435
276	996	2432
277	999	2427
278	1003	2423
279	1006	2418
280	1010	2415
281	1013	2412
282	1017	2409
283	1020	2404
284	1024	2400
285	1027	2395
286	1030	2390
287	1033	2386
288	1036	2381
289	1042	2383
290	1045	2379
291	1048	2374
292	1051	2369
293	1054	2364
294	1059	2362
295	1062	2357
296	1065	2353
297	1068	2349
298	1072	2345
299	1075	2340
300	1078	2337
301	1082	2332
302	1085	2328
303	1088	2323
304	1092	2320
305	1095	2315
306	1099	2312
307	1105	2315
308	1112	2318
309	1115	2313
310	1119	2311
311	1124	2310
312	1127	2305
313	1130	2300
314	1134	2297
315	1137	2292
316	1140	2288
317	1143	2283
318	1146	2279
319	1150	2275
320	1155	2274
321	1158	2269
322	1162	2266
323	1165	2262
324	1168	2257
325	1171	2253
326	1175	2249
327	1178	2245
328	1182	2242
329	1186	2240
330	1189	2236
331	1194	2233
332	1198	2231
333	1202	2227
334	1205	2223
335	1210	2223
336	1214	2220
337	1218	2216
338	1221	2213
339	1225	2208
340	1228	2205
341	1232	2201
342	1235	2197
343	1238	2193
344	1243	2191
345	1248	2189
346	1251	2185
347	1254	2181
348	1257	2176
349	1260	2172
350	1263	2167
351	1266	2162
352	1269	2158
353	1272	2153
354	1278	2153
355	1282	2150
356	1285	2145
357	1289	2143
358	1333	2206
359	1348	2220
360	1351	2216
361	1354	2211
362	1358	2207
363	1361	2202
364	1364	2197
365	1367	2192
366	1370	2187
367	1373	2183
368	1376	2178
369	1380	2175
370	1384	2171
371	1387	2167
372	1391	2163
373	1394	2159
374	1398	2155
375	1401	2150
376	1405	2147
377	1408	2141
378	1411	2137
379	1414	2132
380	1417	2127
381	1420	2122
382	1423	2118
383	1426	2113
384	1429	2109
385	1433	2106
386	1436	2101
387	1441	2098
388	1445	2095
389	1448	2090
390	1451	2085
391	1454	2081
392	1457	2076
393	1461	2074
394	1464	2069
395	1468	2064
396	1470	2059
397	1476	2059
398	1481	2056
399	1484	2051
400	1487	2048
401	1491	2043
402	1495	2040
403	1498	2035
404	1500	2030
405	1503	2026
406	1507	2022
407	1510	2017
408	1513	2013
409	1516	2008
410	1519	2003
411	1523	2000
412	1527	1997
413	1530	1993
414	1535	1989
415	1537	1985
416	1540	1980
417	1544	1976
418	1547	1972
419	1550	1967
420	1553	1963
421	1556	1958
422	1559	1953
423	1562	1949
424	1565	1945
425	1569	1941
426	1573	1938
427	1577	1935
428	1581	1931
429	1584	1927
430	1588	1923
431	1591	1919
432	1594	1914
433	1597	1910
434	1600	1906
435	1606	1905
436	1610	1901
437	1613	1896
438	1617	1893
439	1620	1889
440	1624	1886
441	1627	1882
442	1631	1878
443	1634	1873
444	1637	1869
445	1640	1864
446	1643	1860
447	1646	1856
448	1650	1852
449	1653	1848
450	1656	1843
451	1659	1839
452	1663	1836
453	1666	1831
454	1670	1828
455	1673	1823
456	1677	1820
457	1680	1816
458	1684	1812
459	1686	1808
460	1690	1804
461	1693	1799
462	1696	1795
463	1699	1791
464	1702	1786
465	1707	1784
466	1711	1781
467	1714	1776
468	1717	1772
469	1721	1768
470	1725	1765
471	1731	1764
472	1734	1760
473	1737	1756
474	1741	1752
475	1744	1747
476	1747	1743
477	1750	1739
478	1754	1736
479	1759	1733
480	1762	1729
481	1766	1726
482	1769	1722
483	1773	1718
484	1776	1714
485	1780	1710
486	1783	1707
487	1787	1703
488	1790	1698
489	1793	1694
490	1796	1690
491	1800	1686
492	1803	1682
493	1807	1679
494	1810	1674
495	1814	1671
496	1816	1667
497	1820	1663
498	1823	1659
499	1826	1655
500	1830	1651
501	1833	1646
502	1836	1642
503	1839	1638
504	1842	1634
505	1845	1630
506	1849	1626
507	1852	1622
508	1856	1619
509	1860	1616
510	1863	1612
511	1866	1607
512	1870	1604
513	1873	1600
514	1876	1596
515	1879	1592
516	1883	1588
517	1886	1584
518	1889	1579
519	1892	1575
520	1895	1571
521	1899	1568
522	1903	1564
523	1905	1560
524	1909	1556
525	1913	1553
526	1917	1549
527	1919	1545
528	1925	1543
529	1928	1538
530	1931	1534
531	1933	1530
532	1937	1526
533	1940	1522
534	1944	1519
535	1947	1515
536	1951	1511
537	1954	1507
538	1957	1503
539	1960	1499
540	1964	1495
541	1967	1491
542	1971	1488
543	1974	1484
544	1977	1480
545	1980	1476
546	1984	1472
547	1988	1469
548	1991	1465
549	1994	1461
550	2000	1459
551	2004	1456
552	2008	1452
553	2011	1448
554	2015	1445
555	2018	1441
556	2021	1437
557	2025	1433
558	2028	1429
559	2031	1425
560	2035	1422
561	2038	1418
562	2041	1414
563	2044	1410
564	2047	1406
565	2050	1402
566	2054	1398
567	2058	1395
568	2064	1393
569	2067	1389
570	2071	1385
571	2074	1381
572	2078	1378
573	2082	1374
574	2085	1371
575	2088	1367
576	2091	1363
577	2095	1359
578	2098	1355
579	2101	1351
580	2104	1347
581	2107	1343
582	2111	1339
583	2114	1335
584	2117	1331
585	2120	1328
586	2123	1324
587	2127	1320
588	2130	1316
589	2134	1312
590	2136	1308
591	2141	1305
592	2144	1301
593	2147	1297
594	2150	1293
595	2153	1290
596	2156	1286
597	2160	1282
598	2163	1278
599	2167	1275
600	2170	1271
601	2175	1268
602	2180	1265
603	2183	1261
604	2187	1258
605	2190	1254
606	2194	1250
607	2198	1247
608	2201	1243
609	2204	1239
610	2208	1236
611	2211	1232
612	2215	1228
613	2220	1225
614	2223	1221
615	2226	1217
616	2229	1214
617	2233	1210
618	2236	1206
619	2239	1202
620	2242	1198
621	2245	1194
622	2249	1191
623	2255	1189
624	2258	1185
625	2262	1181
626	2266	1178
627	2270	1175
628	2273	1171
629	2278	1167
630	2284	1165
631	2289	1162
632	2292	1158
633	2295	1155
634	2298	1151
635	2301	1147
636	2307	1144
637	2311	1141
638	2315	1137
639	2318	1133
640	2321	1130
641	2324	1126
642	2327	1122
643	2331	1118
644	2333	1114
645	2337	1110
646	2340	1106
647	2343	1103
648	2347	1099
649	2351	1096
650	2354	1092
651	2360	1089
652	2364	1086
653	2368	1082
654	2371	1079
655	2375	1075
656	2378	1071
657	2382	1067
658	2385	1064
659	2388	1060
660	2392	1056
661	2396	1053
662	2399	1049
663	2402	1045
664	2406	1042
665	2411	1039
666	2414	1035
667	2417	1031
668	2420	1027
669	2424	1023
670	2427	1020
671	2430	1016
672	2433	1012
673	2436	1008
674	2439	1004
675	2442	1000
676	2446	997
677	2448	993
678	2453	990
679	2458	987
680	2462	983
681	2465	979
682	2471	977
683	2477	974
684	2480	970
685	2483	966
686	2487	963
687	2490	959
688	2493	955
689	2497	951
690	2503	949
691	2507	945
692	2510	942
693	2514	938
694	2517	934
695	2520	930
696	2523	926
697	2527	923
698	2530	919
699	2533	915
700	2536	911
701	2540	908
702	2543	904
703	2548	901
704	2551	897
705	2555	894
706	2558	890
707	2562	886
708	2565	882
709	2568	879
710	2571	875
711	2574	871
712	2577	867
713	2581	864
714	2587	861
715	2592	858
716	2596	854
717	2599	850
718	2603	847
719	2606	843
720	2611	840
721	2617	837
722	2620	833
723	2624	830
724	2630	827
725	2633	823
726	2638	820
