A;129;20011203 12:34;CDIXON;
B;129;1283808;1;20011203 12:34;;;4078;HILL END RD;HILL END;2850;5811;M;19990829;20011030;11950;R;V;VACANT LAND;;NA;;;8071796;
C;129;1283808;1;20011203 12:34;31//756873;
D;129;1283808;1;20011203 12:34;P;;;;;;
D;129;1283808;1;20011203 12:34;V;;;;;;
B;129;1283898;2;20011203 12:34;;;;BATHURST ST;SUNNY CORNER;2795;1012;M;20010918;20011015;80000;R;R;RESIDENCE;;ZC;;;8059744;
C;129;1283898;2;20011203 12:34;10/6/758935;
D;129;1283898;2;20011203 12:34;P;;;;;;
D;129;1283898;2;20011203 12:34;V;;;;;;
B;129;1284211;3;20011203 12:34;;;;;BATHURST;2795;2.141;H;20010907;20011016;158000;R;V;VACANT LAND;;CA;;;8048010;
C;129;1284211;3;20011203 12:34;25//270159;
D;129;1284211;3;20011203 12:34;P;;;;;;
D;129;1284211;3;20011203 12:34;P;;;;;;
D;129;1284211;3;20011203 12:34;V;;;;;;
B;129;1284212;4;20011203 12:34;;;;;BATHURST;2795;1.945;H;20010907;20011016;158000;R;V;VACANT LAND;;CA;;;8048010;
C;129;1284212;4;20011203 12:34;26//270159;
D;129;1284212;4;20011203 12:34;P;;;;;;
D;129;1284212;4;20011203 12:34;P;;;;;;
D;129;1284212;4;20011203 12:34;V;;;;;;
B;129;1284690;5;20011203 12:34;;;;PH JEREMY;BURRAGA;2795;101.6;H;20010625;20010925;10000;R;V;VACANT LAND;;ST;;;7971904;
C;129;1284690;5;20011203 12:34;48//605585;
D;129;1284690;5;20011203 12:34;P;;;;;;
D;129;1284690;5;20011203 12:34;P;;;;;;
D;129;1284690;5;20011203 12:34;V;;;;;;
B;129;1285094;6;20011203 12:34;"WOOD GRANGE";;633;TARANA RD;BREWONGLE;2795;9996;M;20010926;20011031;240000;R;R;RESIDENCE;;CA;;;8099897;
C;129;1285094;6;20011203 12:34;14//700125;
D;129;1285094;6;20011203 12:34;P;;;;;;
D;129;1285094;6;20011203 12:34;V;;;;;;
D;129;1285094;6;20011203 12:34;V;;;;;;
B;129;1285948;7;20011203 12:34;"HILLVIEW";;10;CRAWFORD LANE;WATTLE FLAT;2795;1.164;H;20010730;20010910;130000;R;R;RESIDENCE;;NA;;;7975105;
C;129;1285948;7;20011203 12:34;2//845001;
D;129;1285948;7;20011203 12:34;P;;;;;;
D;129;1285948;7;20011203 12:34;V;;;;;;
D;129;1285948;7;20011203 12:34;V;;;;;;
B;129;1286440;8;20011203 12:34;;;;PH THOMPSON;BURRAGA;2795;89.15;H;20010625;20010925;10000;R;V;VACANT LAND;;ST;;;7971905;
C;129;1286440;8;20011203 12:34;35//591077;
D;129;1286440;8;20011203 12:34;P;;;;;;
D;129;1286440;8;20011203 12:34;P;;;;;;
D;129;1286440;8;20011203 12:34;V;;;;;;
B;129;2840252;9;20011203 12:34;;;;;THE LAGOON;2795;;;20010921;20011029;94500;;V;VACANT LAND;;;;;8115695;
C;129;2840252;9;20011203 12:34;1//1030335;
D;129;2840252;9;20011203 12:34;P;;;;;;
D;129;2840252;9;20011203 12:34;P;;;;;;
D;129;2840252;9;20011203 12:34;V;;;;;;
B;129;2853336;10;20011203 12:34;;;3045;SOFALA RD;WIAGDON;2795;259.72;H;20000912;20001024;350000;R;3;;;NG;RV;;7198283;
C;129;2853336;10;20011203 12:34;450, 451//1003652;
D;129;2853336;10;20011203 12:34;P;;;;;;
B;129;2855206;11;20011203 12:34;;;;GREAT WESTERN HWY;VITTORIA;2799;4401;M;20010924;20010924;2500;R;V;VACANT LAND;;CA;;;8075588;
C;129;2855206;11;20011203 12:34;11//1030887;
D;129;2855206;11;20011203 12:34;P;;;;;;
D;129;2855206;11;20011203 12:34;P;;;;;;
D;129;2855206;11;20011203 12:34;V;;;;;;
B;129;2858259;12;20011203 12:34;;;;;MOUNT RANKIN;2795;;;20010618;20011029;346000;;R;RESIDENCE;;;;;8121385;
C;129;2858259;12;20011203 12:34;100//1033819;
D;129;2858259;12;20011203 12:34;P;;;;;;
D;129;2858259;12;20011203 12:34;P;;;;;;
D;129;2858259;12;20011203 12:34;P;;;;;;
D;129;2858259;12;20011203 12:34;V;;;;;;
D;129;2858259;12;20011203 12:34;V;;;;;;
B;129;2860270;13;20011203 12:34;;;;;RAGLAN;2795;;;20010925;20010925;429457;;3;;;;;;8127459;
C;129;2860270;13;20011203 12:34;10//1033911;
D;129;2860270;13;20011203 12:34;P;;;;;;
D;129;2860270;13;20011203 12:34;P;;;;;;
Z;64;13;13;36;
