A;100;20031216 12:05;PDANN;
B;100;1031034;1;20031216 12:05;;;33;ACACIA AVE;ALBION PARK RAIL;2527;559.5;M;20031021;20031126;280000;A;R;RESIDENCE;;CA;;0;AA237753;
C;100;1031034;1;20031216 12:05;380//245087;
D;100;1031034;1;20031216 12:05;P;;;;;;
D;100;1031034;1;20031216 12:05;P;;;;;;
D;100;1031034;1;20031216 12:05;V;;;;;;
D;100;1031034;1;20031216 12:05;V;;;;;;
B;100;1031108;2;20031216 12:05;;;42;ADDISON AVE;LAKE ILLAWARRA;2528;670.3;M;20030929;20031112;295000;A;R;RESIDENCE;;FD;;0;AA218877;
C;100;1031108;2;20031216 12:05;77//24325;
D;100;1031108;2;20031216 12:05;P;;;;;;
D;100;1031108;2;20031216 12:05;P;;;;;;
D;100;1031108;2;20031216 12:05;V;;;;;;
D;100;1031108;2;20031216 12:05;V;;;;;;
B;100;1031191;3;20031216 12:05;;;89;ADDISON AVE;LAKE ILLAWARRA;2528;695.6;M;20030922;20031119;397000;A;R;RESIDENCE;;FD;;0;AA229091;
C;100;1031191;3;20031216 12:05;115//24325;
D;100;1031191;3;20031216 12:05;P;;;;;;
D;100;1031191;3;20031216 12:05;P;;;;;;
D;100;1031191;3;20031216 12:05;V;;;;;;
D;100;1031191;3;20031216 12:05;V;;;;;;
B;100;1031945;4;20031216 12:05;;;;BANKS DR;SHELLHARBOUR;2529;697.5;M;20031016;20031106;700000;A;R;RESIDENCE;;DD;;0;AA237629;
C;100;1031945;4;20031216 12:05;4076//1010513;
D;100;1031945;4;20031216 12:05;P;;;;;;
D;100;1031945;4;20031216 12:05;V;;;;;;
B;100;1031954;5;20031216 12:05;;;;BANKS DR;SHELLHARBOUR;2529;504.2;M;20031022;20031126;302500;A;V;VACANT LAND;;DD;;0;AA203191;
C;100;1031954;5;20031216 12:05;4055//1010513;
D;100;1031954;5;20031216 12:05;P;;;;;;
D;100;1031954;5;20031216 12:05;V;;;;;;
D;100;1031954;5;20031216 12:05;V;;;;;;
B;100;1032151;6;20031216 12:05;;;27;BARRACK AVE;BARRACK HEIGHTS;2528;1328;M;20031007;20031118;530000;A;R;RESIDENCE;;ET;;0;AA233601;
C;100;1032151;6;20031216 12:05;262//25803;
D;100;1032151;6;20031216 12:05;P;;;;;;
D;100;1032151;6;20031216 12:05;P;;;;;;
D;100;1032151;6;20031216 12:05;V;;;;;;
B;100;1032205;7;20031216 12:05;;;130;BARTON ST;OAK FLATS;2529;537.5;M;20030820;20031015;425000;A;R;RESIDENCE;;EA;;0;AA168785;
C;100;1032205;7;20031216 12:05;319//15987;
D;100;1032205;7;20031216 12:05;P;;;;;;
D;100;1032205;7;20031216 12:05;P;;;;;;
D;100;1032205;7;20031216 12:05;V;;;;;;
B;100;1032301;8;20031216 12:05;;;59;BARTON ST;OAK FLATS;2529;;;20030812;20030923;330000;A;R;RESIDENCE;;EA;;0;AA207811;
C;100;1032301;8;20031216 12:05;90/B/13638;
D;100;1032301;8;20031216 12:05;P;;;;;;
