A;219;20030501 12:50;PBARBER;
B;219;2347772;1;20030501 12:50;;;23;ANDREW THOMPSON PL;MCGRATHS HILL;2756;550.4;M;20030313;20030404;312000;A;R;RESIDENCE;;AG;;;9530350;
C;219;2347772;1;20030501 12:50;210//258377;
D;219;2347772;1;20030501 12:50;P;;;;;;
D;219;2347772;1;20030501 12:50;P;;;;;;
D;219;2347772;1;20030501 12:50;V;;;;;;
B;219;2348236;2;20030501 12:50;;;17;BALMAIN RD;MCGRATHS HILL;2756;555.2;M;20020717;20020717;71700;A;R;RESIDENCE;;AG;;;9538578;
C;219;2348236;2;20030501 12:50;44//260521;
D;219;2348236;2;20030501 12:50;P;;;;;;
D;219;2348236;2;20030501 12:50;P;;;;;;
D;219;2348236;2;20030501 12:50;V;;;;;;
D;219;2348236;2;20030501 12:50;V;;;;;;
B;219;2348562;3;20030501 12:50;;;104;BATHURST ST;PITT TOWN;2756;1.467;H;20021130;20030212;610000;A;R;RESIDENCE;;EU;;;9373542;
C;219;2348562;3;20030501 12:50;2//515997 HERITAGE VALUATION;
D;219;2348562;3;20030501 12:50;P;;;;;;
D;219;2348562;3;20030501 12:50;V;;;;;;
B;219;2348602;4;20030501 12:50;;;66;BATTEN CCT;SOUTH WINDSOR;2756;451.3;M;20030219;20030404;292500;A;V;VACANT LAND;;AV;;;9522364;
C;219;2348602;4;20030501 12:50;5003//859530;
D;219;2348602;4;20030501 12:50;P;;;;;;
D;219;2348602;4;20030501 12:50;P;;;;;;
D;219;2348602;4;20030501 12:50;V;;;;;;
D;219;2348602;4;20030501 12:50;V;;;;;;
B;219;2348945;5;20030501 12:50;;;432;BELLS LINE OF RD;KURMOND;2757;5678;M;20030205;20030401;410000;R;3;CHILD CARE CE;;HJ;;;9542531;
C;219;2348945;5;20030501 12:50;20//656913;
D;219;2348945;5;20030501 12:50;P;;;;;;
D;219;2348945;5;20030501 12:50;V;;;;;;
B;219;2349028;6;20030501 12:50;;;1204;BELLS LINE OF RD;KURRAJONG HEIGHTS;2758;1758;M;20021009;20021213;335000;P;R;RESIDENCE;;QC;;;9295653;
C;219;2349028;6;20030501 12:50;5, 6//37646;
D;219;2349028;6;20030501 12:50;P;;;;;;
D;219;2349028;6;20030501 12:50;P;;;;;;
D;219;2349028;6;20030501 12:50;V;;;;;;
B;219;2349253;7;20030501 12:50;;;2175;BELLS LINE OF RD;KURRAJONG HEIGHTS;2758;11.2;H;20021101;20021213;630000;P;R;RESIDENCE;;PK;;;9225553;
C;219;2349253;7;20030501 12:50;50//789345 SUBJ TO E`MENT;
D;219;2349253;7;20030501 12:50;P;;;;;;
D;219;2349253;7;20030501 12:50;P;;;;;;
D;219;2349253;7;20030501 12:50;V;;;;;;
D;219;2349253;7;20030501 12:50;V;;;;;;
B;219;2351545;8;20030501 12:50;;;43;CHESTNUT DR;GLOSSODIA;2756;556.4;M;20030128;20030402;245000;A;R;RESIDENCE;;AB;;;9540733;
C;219;2351545;8;20030501 12:50;217//214758;
D;219;2351545;8;20030501 12:50;P;;;;;;
