A;RTSALEDATA;252;20250210 01:03;VALNET;
B;252;4592744;1;20250210 01:03;FAIRY CREEK;;2553;CAMPFIRE RD;WALCHA;2354;535.903;H;20240924;20250130;1800000;RU1;R;RESIDENCE;;RWC;;0;AU791231;
C;252;4592744;1;20250210 01:03;59, 67, 69, 70/755345 1, 2, 3/1208089 2, 3/1312232;
D;252;4592744;1;20250210 01:03;P;;;;;;
D;252;4592744;1;20250210 01:03;V;;;;;;
D;252;4592744;1;20250210 01:03;V;;;;;;
B;252;2677299;2;20250210 01:03;;;9 W;FITZROY ST;WALCHA;2354;657.6;M;20250108;20250130;260000;E1;3;SHOP;;ELC;;0;AU791276;
C;252;2677299;2;20250210 01:03;1/719327;
D;252;2677299;2;20250210 01:03;P;;;;;;
D;252;2677299;2;20250210 01:03;V;;;;;;
D;252;2677299;2;20250210 01:03;V;;;;;;
D;252;2677299;2;20250210 01:03;V;;;;;;
Z;13;2;2;7;
