A;656;20030619 09:38;PDANN;
B;656;2718054;1;20030619 09:39;;;427;BLACKMANS POINT RD;BLACKMANS POINT;2444;12.3;H;20030205;20030305;480000;R;R;RESIDENCE;;MU;RR;0;9453685;
C;656;2718054;1;20030619 09:39;9//247821;
D;656;2718054;1;20030619 09:39;P;;;;;;
D;656;2718054;1;20030619 09:39;V;;;;;;
B;656;2718095;2;20030619 09:39;;;1483;ROLLANDS PLAINS RD;ROLLANDS PLAINS;2441;12.8;H;20030120;20030212;421800;R;R;RESIDENCE;;MW;RR;0;9403050;
C;656;2718095;2;20030619 09:39;2//632128;
D;656;2718095;2;20030619 09:39;P;;;;;;
D;656;2718095;2;20030619 09:39;V;;;;;;
D;656;2718095;2;20030619 09:39;V;;;;;;
B;656;2718271;3;20030619 09:39;;;3;BEACH ST;DUNBOGAN;2443;1533;M;20030303;20030303;375000;R;R;RESIDENCE;;TD;ACI;0;9417799;
C;656;2718271;3;20030619 09:39;3//616181;
D;656;2718271;3;20030619 09:39;P;;;;;;
D;656;2718271;3;20030619 09:39;V;;;;;;
B;656;2718723;4;20030619 09:39;;;27;BAY ST;DUNBOGAN;2443;1309;M;20030206;20030228;170000;A;V;VACANT LAND;;DJ;AV;0;9430630;
C;656;2718723;4;20030619 09:39;PT 13//23201;
D;656;2718723;4;20030619 09:39;P;;;;;;
D;656;2718723;4;20030619 09:39;P;;;;;;
D;656;2718723;4;20030619 09:39;V;;;;;;
D;656;2718723;4;20030619 09:39;V;;;;;;
B;656;2718812;5;20030619 09:39;;;1;PINDARI DR;DUNBOGAN;2443;880.5;M;20030123;20030306;285000;A;R;RESIDENCE;;DX;AC;0;9455735;
C;656;2718812;5;20030619 09:39;2//285493;
D;656;2718812;5;20030619 09:39;P;;;;;;
D;656;2718812;5;20030619 09:39;P;;;;;;
D;656;2718812;5;20030619 09:39;V;;;;;;
D;656;2718812;5;20030619 09:39;V;;;;;;
B;656;2718882;6;20030619 09:39;;;126;CAMDEN HEAD RD;DUNBOGAN;2443;1672;M;20030203;20030317;870000;A;R;RESIDENCE;;DK;;0;9480380;
C;656;2718882;6;20030619 09:39;7//734429;
D;656;2718882;6;20030619 09:39;P;;;;;;
D;656;2718882;6;20030619 09:39;P;;;;;;
D;656;2718882;6;20030619 09:39;V;;;;;;
D;656;2718882;6;20030619 09:39;V;;;;;;
B;656;2719255;7;20030619 09:39;;;8;GLEN HAVEN DR;KEW;2439;2.379;H;20030221;20030313;530000;R;R;RESIDENCE;;MN;RR;0;9457751;
C;656;2719255;7;20030619 09:39;12//828282;
D;656;2719255;7;20030619 09:39;P;;;;;;
D;656;2719255;7;20030619 09:39;P;;;;;;
D;656;2719255;7;20030619 09:39;V;;;;;;
D;656;2719255;7;20030619 09:39;V;;;;;;
B;656;2719618;8;20030619 09:39;;;79;SIRIUS DR;LAKEWOOD VILLAGE;2443;659.9;M;20030211;20030321;254000;A;R;RESIDENCE;;DA;;0;9479916;
C;656;2719618;8;20030619 09:39;171//262465;
D;656;2719618;8;20030619 09:39;P;;;;;;
D;656;2719618;8;20030619 09:39;P;;;;;;
D;656;2719618;8;20030619 09:39;V;;;;;;
D;656;2719618;8;20030619 09:39;V;;;;;;
B;656;2719732;9;20030619 09:39;;;;TEATREE CL;LAKEWOOD;2443;657;M;20030214;20030313;207000;A;R;RESIDENCE;;DA;;0;9487309;
C;656;2719732;9;20030619 09:39;157//262465;
D;656;2719732;9;20030619 09:39;P;;;;;;
D;656;2719732;9;20030619 09:39;P;;;;;;
D;656;2719732;9;20030619 09:39;V;;;;;;
B;656;2719869;10;20030619 09:39;;;71;BOLD ST;LAURIETON;2443;619.7;M;20020723;20020809;409000;B;3;SHOP;;CH;;0;9482082;
C;656;2719869;10;20030619 09:39;9//537944;
D;656;2719869;10;20030619 09:39;P;;;;;;
D;656;2719869;10;20030619 09:39;V;;;;;;
B;656;2719950;11;20030619 09:39;;;66;BOLD ST;LAURIETON;2443;1013;M;20021227;20030207;550000;B;3;COMMERCIAL SH;;CH;;0;9484236;
C;656;2719950;11;20030619 09:39;1//786471;
D;656;2719950;11;20030619 09:39;P;;;;;;
D;656;2719950;11;20030619 09:39;P;;;;;;
D;656;2719950;11;20030619 09:39;V;;;;;;
D;656;2719950;11;20030619 09:39;V;;;;;;
B;656;2720138;12;20030619 09:39;;;6;FLINDERS DR;LAURIETON;2443;740;M;20030204;20030217;285000;A;R;RESIDENCE;;DF;AC;0;9459012;
C;656;2720138;12;20030619 09:39;10//729815;
D;656;2720138;12;20030619 09:39;P;;;;;;
D;656;2720138;12;20030619 09:39;P;;;;;;
D;656;2720138;12;20030619 09:39;V;;;;;;
B;656;2720419;13;20030619 09:39;;;35;LORD ST;LAURIETON;2443;2023;M;20030120;20030307;465000;B;R;RESIDENCE;;CH;AD;0;9455929;
C;656;2720419;13;20030619 09:39;5/17/758603;
D;656;2720419;13;20030619 09:39;P;;;;;;
D;656;2720419;13;20030619 09:39;P;;;;;;
D;656;2720419;13;20030619 09:39;P;;;;;;
D;656;2720419;13;20030619 09:39;V;;;;;;
D;656;2720419;13;20030619 09:39;V;;;;;;
B;656;2720525;14;20030619 09:39;;;7;MILL ST;LAURIETON;2443;669.4;M;20030206;20030306;245000;A;R;RESIDENCE;;DG;;0;9477204;
C;656;2720525;14;20030619 09:39;14/17/758603;
