A;124;20020301 13:27;CDIXON;
B;124;1265757;1;20020301 13:27;;;7;ALAN RIDLEY PL;ORANGE;2800;938.9;M;20020206;20020206;85000;A;R;RESIDENCE;;AG;;;8350334;
C;124;1265757;1;20020301 13:27;15//830947;
D;124;1265757;1;20020301 13:27;P;;;;;;
D;124;1265757;1;20020301 13:27;V;;;;;;
D;124;1265757;1;20020301 13:27;V;;;;;;
B;124;1266444;2;20020301 13:27;;;262;ANSON ST;ORANGE;2800;543.8;M;20011214;20020117;235000;A;R;RESIDENCE;;AB;;;8332154;
C;124;1266444;2;20020301 13:27;1//799607;
D;124;1266444;2;20020301 13:27;P;;;;;;
D;124;1266444;2;20020301 13:27;V;;;;;;
D;124;1266444;2;20020301 13:27;V;;;;;;
B;124;1266938;3;20020301 13:27;;4;2;BARRETT ST;ORANGE;2800;;;20011113;20011219;192500;;3;COMMERCIAL PR;4;;;;8253677;
C;124;1266938;3;20020301 13:27;4//32331;
D;124;1266938;3;20020301 13:27;P;;;;;;
D;124;1266938;3;20020301 13:27;V;;;;;;
D;124;1266938;3;20020301 13:27;V;;;;;;
B;124;1267020;4;20020301 13:27;;;81;BATHURST RD;ORANGE;2800;1429;M;20020111;20020201;152000;A;R;RESIDENCE;;AP;;;8359921;
C;124;1267020;4;20020301 13:27;8/4/9684;
D;124;1267020;4;20020301 13:27;P;;;;;;
D;124;1267020;4;20020301 13:27;P;;;;;;
D;124;1267020;4;20020301 13:27;V;;;;;;
B;124;1267186;5;20020301 13:27;;;48;BERRILEE RD;BENEREE;2798;63.47;H;20011205;20020207;300000;R;V;VACANT LAND;;RF;;;8366208;
C;124;1267186;5;20020301 13:27;297//1018781;
D;124;1267186;5;20020301 13:27;P;;;;;;
D;124;1267186;5;20020301 13:27;P;;;;;;
D;124;1267186;5;20020301 13:27;V;;;;;;
D;124;1267186;5;20020301 13:27;V;;;;;;
B;124;1267244;6;20020301 13:27;;;36;BILL MARSHALL DR;ORANGE;2800;1012;M;20011204;20020115;225000;A;R;RESIDENCE;;AR;;;8330501;
C;124;1267244;6;20020301 13:27;60//790829;
D;124;1267244;6;20020301 13:27;P;;;;;;
D;124;1267244;6;20020301 13:27;P;;;;;;
D;124;1267244;6;20020301 13:27;V;;;;;;
B;124;1267276;7;20020301 13:27;;;9;BIRCHGROVE DR;ORANGE;2800;982;M;20020116;20020207;77500;A;R;RESIDENCE;;AR;;;8354384;
C;124;1267276;7;20020301 13:27;21//1009040;
D;124;1267276;7;20020301 13:27;P;;;;;;
D;124;1267276;7;20020301 13:27;P;;;;;;
D;124;1267276;7;20020301 13:27;V;;;;;;
D;124;1267276;7;20020301 13:27;V;;;;;;
B;124;1267321;8;20020301 13:27;;;10;BLANCHE AVE;ORANGE;2800;805.2;M;20011214;20020206;48500;A;V;VACANT LAND;;EA;;;8365490;
C;124;1267321;8;20020301 13:27;213//880999;
D;124;1267321;8;20020301 13:27;P;;;;;;
D;124;1267321;8;20020301 13:27;P;;;;;;
D;124;1267321;8;20020301 13:27;V;;;;;;
B;124;1268361;9;20020301 13:27;;;43;CASEY ST;ORANGE;2800;657.6;M;20010123;20010125;217000;A;R;RESIDENCE;;AD;;;8345801;
C;124;1268361;9;20020301 13:27;4//15702;
D;124;1268361;9;20020301 13:27;P;;;;;;
D;124;1268361;9;20020301 13:27;P;;;;;;
D;124;1268361;9;20020301 13:27;V;;;;;;
B;124;1268389;10;20020301 13:27;;;18;CASSEY CRES;ORANGE;2800;499.5;M;20011221;20020118;105000;A;R;RESIDENCE;;AE;;;8370305;
C;124;1268389;10;20020301 13:27;25//218093;
D;124;1268389;10;20020301 13:27;P;;;;;;
D;124;1268389;10;20020301 13:27;V;;;;;;
B;124;1268425;11;20020301 13:27;;;12;CASUARINA DR;ORANGE;2800;1164;M;20020103;20020131;310000;A;R;RESIDENCE;;AX;;;8328986;
C;124;1268425;11;20020301 13:27;26//832832;
D;124;1268425;11;20020301 13:27;P;;;;;;
D;124;1268425;11;20020301 13:27;P;;;;;;
D;124;1268425;11;20020301 13:27;V;;;;;;
D;124;1268425;11;20020301 13:27;V;;;;;;
B;124;1268436;12;20020301 13:27;;;26;CASUARINA DR;ORANGE;2800;950.6;M;20011221;20020201;240000;A;R;RESIDENCE;;AX;AC;;8353120;
C;124;1268436;12;20020301 13:27;38//843190;
D;124;1268436;12;20020301 13:27;P;;;;;;
D;124;1268436;12;20020301 13:27;P;;;;;;
D;124;1268436;12;20020301 13:27;V;;;;;;
D;124;1268436;12;20020301 13:27;V;;;;;;
B;124;1268715;13;20020301 13:27;;;51;CLINTON ST;ORANGE;2800;961;M;20011205;20020201;300000;A;R;RESIDENCE;;AB;;;8359513;
C;124;1268715;13;20020301 13:27;2//150654;
D;124;1268715;13;20020301 13:27;P;;;;;;
D;124;1268715;13;20020301 13:27;P;;;;;;
D;124;1268715;13;20020301 13:27;V;;;;;;
D;124;1268715;13;20020301 13:27;V;;;;;;
B;124;1268770;14;20020301 13:27;;;175;CLINTON ST;ORANGE;2800;1328;M;20011129;20020108;120000;A;R;RESIDENCE;;AF;AC;;8343338;
C;124;1268770;14;20020301 13:27;B//396425;
D;124;1268770;14;20020301 13:27;P;;;;;;
D;124;1268770;14;20020301 13:27;P;;;;;;
D;124;1268770;14;20020301 13:27;V;;;;;;
D;124;1268770;14;20020301 13:27;V;;;;;;
B;124;1269279;15;20020301 13:27;;;9;CURRAN ST;ORANGE;2800;663.9;M;20020110;20020206;142000;A;R;RESIDENCE;;AC;;;8355682;
C;124;1269279;15;20020301 13:27;C//18925;
D;124;1269279;15;20020301 13:27;P;;;;;;
D;124;1269279;15;20020301 13:27;P;;;;;;
D;124;1269279;15;20020301 13:27;V;;;;;;
D;124;1269279;15;20020301 13:27;V;;;;;;
B;124;1269481;16;20020301 13:27;;;;DALTON ST;ORANGE;2800;5475;M;20020110;20020205;225000;R;R;RESIDENCE;;HA;AC;;8343516;
C;124;1269481;16;20020301 13:27;2//263721;
D;124;1269481;16;20020301 13:27;P;;;;;;
D;124;1269481;16;20020301 13:27;V;;;;;;
D;124;1269481;16;20020301 13:27;V;;;;;;
B;124;1269483;17;20020301 13:27;;;;DALTON ST;ORANGE;2800;1142;M;20011213;20020125;45000;A;V;VACANT LAND;;SH;AV;;8318140;
C;124;1269483;17;20020301 13:27;63//862856;
D;124;1269483;17;20020301 13:27;P;;;;;;
D;124;1269483;17;20020301 13:27;V;;;;;;
D;124;1269483;17;20020301 13:27;V;;;;;;
B;124;1269721;18;20020301 13:27;;;;EDWARD ST;ORANGE;2800;10.619;H;20010223;20010223;5404676;I;3;WAREHOUSE & F;;FF;;;8372084;
C;124;1269721;18;20020301 13:27;2//544083 11//575694;
D;124;1269721;18;20020301 13:27;P;;;;;;
B;124;1269799;19;20020301 13:27;;;161;EDWARD ST;ORANGE;2800;411.8;M;20011217;20020125;118000;A;R;RESIDENCE;;AJ;;;8352943;
C;124;1269799;19;20020301 13:27;21//708682;
D;124;1269799;19;20020301 13:27;P;;;;;;
D;124;1269799;19;20020301 13:27;P;;;;;;
D;124;1269799;19;20020301 13:27;V;;;;;;
B;124;1269862;20;20020301 13:27;;;;EDWARD ST;ORANGE;2800;5.127;H;20010223;20010223;5404676;I;3;WAREHOUSE & F;;FE;;;8372084;
C;124;1269862;20;20020301 13:27;50//580286;
D;124;1269862;20;20020301 13:27;P;;;;;;
B;124;1270261;21;20020301 13:27;;;;FORBES RD;ORANGE;2800;1.984;H;20011218;20020129;170000;R;V;VACANT LAND;;HB;RV;;8340955;
C;124;1270261;21;20020301 13:27;103//1003106;
D;124;1270261;21;20020301 13:27;P;;;;;;
D;124;1270261;21;20020301 13:27;P;;;;;;
D;124;1270261;21;20020301 13:27;V;;;;;;
D;124;1270261;21;20020301 13:27;V;;;;;;
B;124;1270468;22;20020301 13:27;;11;10;FRANKLIN RD;ORANGE;2800;;;20011127;20020108;93500;;R;RESIDENCE;11;;XA;;8325415;
C;124;1270468;22;20020301 13:27;11//15248;
D;124;1270468;22;20020301 13:27;P;;;;;;
D;124;1270468;22;20020301 13:27;P;;;;;;
D;124;1270468;22;20020301 13:27;V;;;;;;
D;124;1270468;22;20020301 13:27;V;;;;;;
