A;136;20020301 13:05;CDIXON;
B;136;1328570;1;20020301 13:05;;9;1;ADEPT LANE;BANKSTOWN;2200;;;20011220;20020131;176000;;3;FACTORY;9;;;;8333024;
C;136;1328570;1;20020301 13:05;9//SP 53634;
D;136;1328570;1;20020301 13:05;P;;;;;;
D;136;1328570;1;20020301 13:05;V;;;;;;
D;136;1328570;1;20020301 13:05;V;;;;;;
B;136;1328710;2;20020301 13:05;;;53;ALAN ST;YAGOONA;2199;518.5;M;20020109;20020109;200000;A;R;RESIDENCE;;ZR;;;8343587;
C;136;1328710;2;20020301 13:05;130//12782;
D;136;1328710;2;20020301 13:05;P;;;;;;
D;136;1328710;2;20020301 13:05;V;;;;;;
D;136;1328710;2;20020301 13:05;V;;;;;;
B;136;1328834;3;20020301 13:05;;;72;ALBERT ST;REVESBY;2212;;;20011210;20020204;338000;A;R;RESIDENCE;;ZG;;;8371543;
C;136;1328834;3;20020301 13:05;43/8/2343;
D;136;1328834;3;20020301 13:05;P;;;;;;
D;136;1328834;3;20020301 13:05;V;;;;;;
B;136;1328876;4;20020301 13:05;;;25;ALBURY ST;YAGOONA;2199;600.7;M;20011117;20020118;400000;A;R;RESIDENCE;;ZR;;;8348268;
C;136;1328876;4;20020301 13:05;204//12782;
D;136;1328876;4;20020301 13:05;P;;;;;;
D;136;1328876;4;20020301 13:05;P;;;;;;
D;136;1328876;4;20020301 13:05;V;;;;;;
B;136;1329158;5;20020301 13:05;;;47;ALLIANCE AVE;REVESBY;2212;556.4;M;20011128;20020204;360000;A;R;RESIDENCE;;ZG;;;8363430;
C;136;1329158;5;20020301 13:05;97//31292;
D;136;1329158;5;20020301 13:05;P;;;;;;
D;136;1329158;5;20020301 13:05;P;;;;;;
D;136;1329158;5;20020301 13:05;V;;;;;;
B;136;1329290;6;20020301 13:05;;;23;ALLUM ST;BANKSTOWN;2200;;;20011203;20020118;325000;A;R;RESIDENCE;;ZW;;;8342613;
C;136;1329290;6;20020301 13:05;12//7945;
D;136;1329290;6;20020301 13:05;P;;;;;;
D;136;1329290;6;20020301 13:05;P;;;;;;
D;136;1329290;6;20020301 13:05;V;;;;;;
B;136;1329525;7;20020301 13:05;;;43;ALMA RD;PADSTOW HEIGHTS;2211;916.9;M;20010304;20010529;390000;A;R;RESIDENCE;;ZB;;;7663725;
C;136;1329525;7;20020301 13:05;12//553589;
D;136;1329525;7;20020301 13:05;P;;;;;;
D;136;1329525;7;20020301 13:05;P;;;;;;
D;136;1329525;7;20020301 13:05;V;;;;;;
B;136;1329619;8;20020301 13:05;;;13;ALTONA PL;GREENACRE;2190;569.1;M;20011211;20020129;326000;A;R;RESIDENCE;;ZP;;;8348031;
C;136;1329619;8;20020301 13:05;9//240016;
D;136;1329619;8;20020301 13:05;P;;;;;;
D;136;1329619;8;20020301 13:05;V;;;;;;
D;136;1329619;8;20020301 13:05;V;;;;;;
B;136;1330155;9;20020301 13:05;;;42;ANTWERP ST;BANKSTOWN;2200;;;20011103;20020215;350000;A;R;RESIDENCE;;ZX;;;8378844;
C;136;1330155;9;20020301 13:05;21//8958;
D;136;1330155;9;20020301 13:05;P;;;;;;
D;136;1330155;9;20020301 13:05;P;;;;;;
D;136;1330155;9;20020301 13:05;V;;;;;;
D;136;1330155;9;20020301 13:05;V;;;;;;
B;136;1330724;10;20020301 13:05;;;36;ARTHUR ST;BANKSTOWN;2200;;;20011214;20020129;342500;A;R;RESIDENCE;;ZX;;;8330801;
C;136;1330724;10;20020301 13:05;5//16351;
D;136;1330724;10;20020301 13:05;P;;;;;;
D;136;1330724;10;20020301 13:05;P;;;;;;
D;136;1330724;10;20020301 13:05;V;;;;;;
D;136;1330724;10;20020301 13:05;V;;;;;;
B;136;1330983;11;20020301 13:05;;10;66;ASHFORD AVE;MILPERRA;2214;;;20010623;20011023;340000;;R;RESIDENCE;10;;;;8322270;
C;136;1330983;11;20020301 13:05;10//46655;
D;136;1330983;11;20020301 13:05;P;;;;;;
D;136;1330983;11;20020301 13:05;V;;;;;;
D;136;1330983;11;20020301 13:05;V;;;;;;
B;136;1331252;12;20020301 13:05;;;99;AUBURN RD;BIRRONG;2143;;;20011024;20011217;274000;A;R;RESIDENCE;;ZR;;;8330703;
C;136;1331252;12;20020301 13:05;20//16361;
D;136;1331252;12;20020301 13:05;P;;;;;;
D;136;1331252;12;20020301 13:05;V;;;;;;
B;136;1331377;13;20020301 13:05;;;222;AUBURN RD;YAGOONA;2199;486.9;M;20011221;20020215;270000;A;R;RESIDENCE;;ZR;;;8372840;
C;136;1331377;13;20020301 13:05;41//15768;
D;136;1331377;13;20020301 13:05;P;;;;;;
D;136;1331377;13;20020301 13:05;P;;;;;;
D;136;1331377;13;20020301 13:05;V;;;;;;
B;136;1331446;14;20020301 13:05;;;21;AUGUSTA ST;BANKSTOWN;2200;;;20011124;20020125;290000;A;R;RESIDENCE;;ZX;;;8356968;
C;136;1331446;14;20020301 13:05;132//11099;
D;136;1331446;14;20020301 13:05;P;;;;;;
D;136;1331446;14;20020301 13:05;P;;;;;;
D;136;1331446;14;20020301 13:05;V;;;;;;
D;136;1331446;14;20020301 13:05;V;;;;;;
B;136;1331447;15;20020301 13:05;;;23;AUGUSTA ST;BANKSTOWN;2200;;;20011010;20011203;265000;A;R;RESIDENCE;;ZX;;;8313867;
C;136;1331447;15;20020301 13:05;131//11099;
D;136;1331447;15;20020301 13:05;P;;;;;;
D;136;1331447;15;20020301 13:05;P;;;;;;
D;136;1331447;15;20020301 13:05;V;;;;;;
D;136;1331447;15;20020301 13:05;V;;;;;;
B;136;1331503;16;20020301 13:05;;;7;AULD AVE;MILPERRA;2214;695.6;M;20011128;20011214;264000;A;R;RESIDENCE;;AA;;;8346244;
C;136;1331503;16;20020301 13:05;A//28065;
D;136;1331503;16;20020301 13:05;P;;;;;;
D;136;1331503;16;20020301 13:05;P;;;;;;
D;136;1331503;16;20020301 13:05;V;;;;;;
B;136;1331612;17;20020301 13:05;;;53;AUSTRALIA ST;BASS HILL;2197;;;20011114;20020207;283000;A;R;RESIDENCE;;ZR;;;8358178;
C;136;1331612;17;20020301 13:05;76//12850;
D;136;1331612;17;20020301 13:05;P;;;;;;
D;136;1331612;17;20020301 13:05;V;;;;;;
B;136;1331823;18;20020301 13:05;;;7;BADDELEY ST;PADSTOW;2211;765.1;M;20011116;20020130;409000;A;R;RESIDENCE;;ZC;;;8344947;
C;136;1331823;18;20020301 13:05;28//35608;
D;136;1331823;18;20020301 13:05;P;;;;;;
D;136;1331823;18;20020301 13:05;V;;;;;;
B;136;1332017;19;20020301 13:05;;;23;BAMBRIDGE ST;CHESTER HILL;2162;;;20020110;20020208;338000;A;R;RESIDENCE;;ZT;;;8376548;
C;136;1332017;19;20020301 13:05;219//14324;
D;136;1332017;19;20020301 13:05;P;;;;;;
D;136;1332017;19;20020301 13:05;P;;;;;;
D;136;1332017;19;20020301 13:05;V;;;;;;
D;136;1332017;19;20020301 13:05;V;;;;;;
B;136;1332133;20;20020301 13:05;;;9;BANKSIA RD;GREENACRE;2190;809.4;M;20011219;20020208;580000;A;R;RESIDENCE;;ZM;;;8380564;
C;136;1332133;20;20020301 13:05;A//419336;
D;136;1332133;20;20020301 13:05;P;;;;;;
D;136;1332133;20;20020301 13:05;P;;;;;;
D;136;1332133;20;20020301 13:05;P;;;;;;
D;136;1332133;20;20020301 13:05;P;;;;;;
D;136;1332133;20;20020301 13:05;P;;;;;;
D;136;1332133;20;20020301 13:05;V;;;;;;
D;136;1332133;20;20020301 13:05;V;;;;;;
B;136;1332208;21;20020301 13:05;;;177;BANKSIA RD;GREENACRE;2190;;;20001117;20010706;2160000;B;3;FACTORY;;BK;;;7750274;
C;136;1332208;21;20020301 13:05;2//552715;
D;136;1332208;21;20020301 13:05;P;;;;;;
D;136;1332208;21;20020301 13:05;V;;;;;;
B;136;1332233;22;20020301 13:05;;;152;BANKSIA RD;GREENACRE;2190;;;20011117;20020118;356500;A;R;RESIDENCE;;ZM;;;8355969;
C;136;1332233;22;20020301 13:05;2//218470;
D;136;1332233;22;20020301 13:05;P;;;;;;
D;136;1332233;22;20020301 13:05;P;;;;;;
D;136;1332233;22;20020301 13:05;V;;;;;;
B;136;1332296;23;20020301 13:05;;;10;BANKSIA RD;GREENACRE;2190;;;20011130;20020111;480000;A;R;RESIDENCE;;ZM;;;8333418;
C;136;1332296;23;20020301 13:05;8//187886;
D;136;1332296;23;20020301 13:05;P;;;;;;
D;136;1332296;23;20020301 13:05;V;;;;;;
B;136;1332333;24;20020301 13:05;;;9;BARBERS RD;CHESTER HILL;2162;588.1;M;20011119;20020125;285000;A;R;RESIDENCE;;ZS;;;8318692;
C;136;1332333;24;20020301 13:05;37//31597;
D;136;1332333;24;20020301 13:05;P;;;;;;
D;136;1332333;24;20020301 13:05;V;;;;;;
D;136;1332333;24;20020301 13:05;V;;;;;;
B;136;1332650;25;20020301 13:05;;;78;BEACONSFIELD ST;REVESBY;2212;910.5;M;20010502;20010618;330000;A;R;RESIDENCE;;ZG;;;7830016;
C;136;1332650;25;20020301 13:05;2//551883;
D;136;1332650;25;20020301 13:05;P;;;;;;
D;136;1332650;25;20020301 13:05;P;;;;;;
D;136;1332650;25;20020301 13:05;V;;;;;;
B;136;1333336;26;20020301 13:05;;25;55;BELLEVUE AVE;GEORGES HALL;2198;;;20011020;20011206;265000;;R;RESIDENCE;25;;;;8363651;
C;136;1333336;26;20020301 13:05;25//61802;
D;136;1333336;26;20020301 13:05;P;;;;;;
D;136;1333336;26;20020301 13:05;P;;;;;;
D;136;1333336;26;20020301 13:05;V;;;;;;
D;136;1333336;26;20020301 13:05;V;;;;;;
B;136;1333551;27;20020301 13:05;;;101;BENT ST;CHESTER HILL;2162;727.2;M;20020215;20020224;317000;A;R;RESIDENCE;;ZS;;;8386141;
C;136;1333551;27;20020301 13:05;74//27740;
D;136;1333551;27;20020301 13:05;P;;;;;;
D;136;1333551;27;20020301 13:05;V;;;;;;
D;136;1333551;27;20020301 13:05;V;;;;;;
B;136;1334050;28;20020301 13:05;;;27;BIRDSALL AVE;BANKSTOWN;2200;;;20011024;20011212;336000;A;R;RESIDENCE;;ZX;;;8341114;
C;136;1334050;28;20020301 13:05;32//12116;
D;136;1334050;28;20020301 13:05;P;;;;;;
D;136;1334050;28;20020301 13:05;V;;;;;;
B;136;1334056;29;20020301 13:05;;;15;BIRDSALL AVE;BANKSTOWN;2200;;;20011215;20020211;370000;A;V;VACANT LAND;;ZX;;;8354024;
C;136;1334056;29;20020301 13:05;38//12116;
D;136;1334056;29;20020301 13:05;P;;;;;;
D;136;1334056;29;20020301 13:05;V;;;;;;
D;136;1334056;29;20020301 13:05;V;;;;;;
B;136;1334153;30;20020301 13:05;;;161;BIRDWOOD RD;GEORGES HALL;2198;;;20011114;20020131;286000;A;R;RESIDENCE;;ZV;;;8329908;
C;136;1334153;30;20020301 13:05;D//23434;
