A;248;20030501 13:04;PBARBER;
B;248;2660851;1;20030501 13:04;;;;EMMAVILLE RD;GLEN INNES;2370;161.4;H;20020624;20021004;16735;R;V;VACANT LAND;;BM;RV;;9503445;
C;248;2660851;1;20030501 13:04;;
D;248;2660851;1;20030501 13:04;P;;;;;;
D;248;2660851;1;20030501 13:04;P;;;;;;
D;248;2660851;1;20030501 13:04;V;;;;;;
B;248;2660854;2;20030501 13:04;;;;'SEVERN VALLEY';FLADBURY;2370;430.7;H;20030310;20030401;545000;R;V;VACANT LAND;;CM;RM;;9510453;
C;248;2660854;2;20030501 13:04;1, 3//859230;
D;248;2660854;2;20030501 13:04;P;;;;;;
D;248;2660854;2;20030501 13:04;V;;;;;;
B;248;2660932;3;20030501 13:04;;;;PH GLEN INNES;GLEN INNES;2370;61.38;H;20030313;20030402;200000;R;3;FARM;;EL;;;9523091;
C;248;2660932;3;20030501 13:04;319, 323, 326, 387, 419, 420//753282;
D;248;2660932;3;20030501 13:04;P;;;;;;
D;248;2660932;3;20030501 13:04;P;;;;;;
D;248;2660932;3;20030501 13:04;V;;;;;;
B;248;2661122;4;20030501 13:04;;;;RAILWAY ST;GLENCOE;2365;2023;M;20030220;20030404;36000;Z;R;RESIDENCE;;VG;;;9528176;
C;248;2661122;4;20030501 13:04;3/1/758450;
D;248;2661122;4;20030501 13:04;P;;;;;;
D;248;2661122;4;20030501 13:04;V;;;;;;
D;248;2661122;4;20030501 13:04;V;;;;;;
B;248;2661412;5;20030501 13:04;;;;VILLAGE OF RED RANGE;RED RANGE;2370;2023;M;20030324;20030415;70000;Z;R;RESIDENCE;;VR;;;9552459;
C;248;2661412;5;20030501 13:04;4/14/758873;
D;248;2661412;5;20030501 13:04;P;;;;;;
D;248;2661412;5;20030501 13:04;P;;;;;;
D;248;2661412;5;20030501 13:04;V;;;;;;
B;248;2661667;6;20030501 13:04;;;;PH STRATHBOGIE NORTH;GLEN INNES;2370;8094;M;20030210;20030326;75000;R;R;RESIDENCE;;RE;;;9519925;
C;248;2661667;6;20030501 13:04;67//753314;
D;248;2661667;6;20030501 13:04;P;;;;;;
D;248;2661667;6;20030501 13:04;P;;;;;;
D;248;2661667;6;20030501 13:04;V;;;;;;
B;248;2661790;7;20030501 13:04;;;;IRBY ST;EMMAVILLE;2371;1397;M;20021212;20030328;38500;Z;R;RESIDENCE;;VE;;;9515104;
C;248;2661790;7;20030501 13:04;1//561886;
D;248;2661790;7;20030501 13:04;P;;;;;;
D;248;2661790;7;20030501 13:04;V;;;;;;
D;248;2661790;7;20030501 13:04;V;;;;;;
B;248;2917147;8;20030501 13:04;OFF;;;EMMAVILLE RD RUMMERY HILL;GLEN INNES;2370;51.83;H;20020624;20021004;16735;R;V;VACANT LAND;;SJ;RV;;9503445;
C;248;2917147;8;20030501 13:04;;
D;248;2917147;8;20030501 13:04;P;;;;;;
D;248;2917147;8;20030501 13:04;P;;;;;;
D;248;2917147;8;20030501 13:04;V;;;;;;
Z;41;8;8;23;
