A;060;20030516 10:20;PDANN;
B;060;529592;1;20030516 10:20;;;;GEROGERY EAST RD;GEROGERY;2642;1063.19;H;20021021;20021220;690000;R;3;FARM;;RJ;RM;;9549491;
C;060;529592;1;20030516 10:20;69, 241//753731 PT 14//827375 . . . Conditional Lease 16342 Conditiona;
C;060;529592;1;20030516 10:20;l Lease 18420 Enclosure Permit 14871 Enclosure Permit 14947 Licence 35;
C;060;529592;1;20030516 10:20;4129;
D;060;529592;1;20030516 10:20;P;;;;;;
D;060;529592;1;20030516 10:20;P;;;;;;
D;060;529592;1;20030516 10:20;P;;;;;;
D;060;529592;1;20030516 10:20;V;;;;;;
B;060;530105;2;20030516 10:20;;;155;CLARKE ST;HOWLONG;2643;2023;M;20030409;20030424;35000;A;V;VACANT LAND;;AM;;;9567695;
C;060;530105;2;20030516 10:20;7/20/758528;
D;060;530105;2;20030516 10:20;P;;;;;;
D;060;530105;2;20030516 10:20;P;;;;;;
D;060;530105;2;20030516 10:20;V;;;;;;
B;060;530178;3;20030516 10:20;;;116;HAMMER ST;HOWLONG;2643;989;M;20030313;20030410;135000;A;R;RESIDENCE;;AB;;;9573062;
C;060;530178;3;20030516 10:20;191//862397;
D;060;530178;3;20030516 10:20;P;;;;;;
D;060;530178;3;20030516 10:20;P;;;;;;
D;060;530178;3;20030516 10:20;V;;;;;;
D;060;530178;3;20030516 10:20;V;;;;;;
D;060;530178;3;20030516 10:20;V;;;;;;
D;060;530178;3;20030516 10:20;V;;;;;;
B;060;530321;4;20030516 10:20;;;81;HODDLE ST;HOWLONG;2643;6067;M;20030415;20030423;225000;A;R;RESIDENCE;;AK;;;9565351;
C;060;530321;4;20030516 10:20;1, 2, 20/12/758528;
D;060;530321;4;20030516 10:20;P;;;;;;
D;060;530321;4;20030516 10:20;P;;;;;;
D;060;530321;4;20030516 10:20;V;;;;;;
B;060;530328;5;20030516 10:20;;;109;HODDLE ST;HOWLONG;2643;2028;M;20030403;20030411;120000;A;R;RESIDENCE;;AK;;;9553925;
C;060;530328;5;20030516 10:20;4//248998;
D;060;530328;5;20030516 10:20;P;;;;;;
D;060;530328;5;20030516 10:20;P;;;;;;
D;060;530328;5;20030516 10:20;V;;;;;;
D;060;530328;5;20030516 10:20;V;;;;;;
B;060;530547;6;20030516 10:20;;;80;KENNEDY ST;HOWLONG;2643;983.8;M;20030203;20030423;173000;A;R;RESIDENCE;;AA;;;9581131;
C;060;530547;6;20030516 10:20;25//244475;
D;060;530547;6;20030516 10:20;P;;;;;;
D;060;530547;6;20030516 10:20;P;;;;;;
D;060;530547;6;20030516 10:20;V;;;;;;
B;060;530583;7;20030516 10:20;;;56;LARMER ST;HOWLONG;2643;989.8;M;20030331;20030424;120000;A;R;RESIDENCE;;AC;;;9574865;
C;060;530583;7;20030516 10:20;202//776999;
D;060;530583;7;20030516 10:20;P;;;;;;
D;060;530583;7;20030516 10:20;P;;;;;;
D;060;530583;7;20030516 10:20;V;;;;;;
D;060;530583;7;20030516 10:20;V;;;;;;
B;060;530668;8;20030516 10:20;;;73;PELL ST;HOWLONG;2643;1012;M;20030227;20030331;88000;A;R;RESIDENCE;;AA;;;9570547;
C;060;530668;8;20030516 10:20;6//239687;
D;060;530668;8;20030516 10:20;P;;;;;;
D;060;530668;8;20030516 10:20;V;;;;;;
B;060;530893;9;20030516 10:20;;;143;VICTORIA ST;HOWLONG;2643;1004;M;20030326;20030422;169000;A;R;RESIDENCE;;AC;;;9565126;
C;060;530893;9;20030516 10:20;102//1006800;
D;060;530893;9;20030516 10:20;P;;;;;;
D;060;530893;9;20030516 10:20;P;;;;;;
D;060;530893;9;20030516 10:20;V;;;;;;
D;060;530893;9;20030516 10:20;V;;;;;;
B;060;530894;10;20030516 10:20;;;145;VICTORIA ST;HOWLONG;2643;2023;M;20030326;20030416;150000;A;R;RESIDENCE;;AG;;;9558370;
C;060;530894;10;20030516 10:20;2/33/758528;
D;060;530894;10;20030516 10:20;P;;;;;;
D;060;530894;10;20030516 10:20;P;;;;;;
D;060;530894;10;20030516 10:20;V;;;;;;
B;060;2894616;11;20030516 10:20;;;;HIMALAYA DR;JINDERA;2642;1.766;H;20021101;20030131;112000;R;V;VACANT LAND;;HA;;;9593707;
C;060;2894616;11;20030516 10:20;35//1038524;
D;060;2894616;11;20030516 10:20;P;;;;;;
D;060;2894616;11;20030516 10:20;P;;;;;;
D;060;2894616;11;20030516 10:20;V;;;;;;
B;060;2932414;12;20030516 10:20;;;;GOULBURN ST;JINDERA;2642;3708;M;20030306;20030417;200000;A;R;RESIDENCE;;AR;;;9567665;
C;060;2932414;12;20030516 10:20;51//1044367;
D;060;2932414;12;20030516 10:20;P;;;;;;
D;060;2932414;12;20030516 10:20;P;;;;;;
D;060;2932414;12;20030516 10:20;V;;;;;;
D;060;2932414;12;20030516 10:20;V;;;;;;
B;060;2967118;13;20030516 10:20;;;;HAWKINS ST OFF;HOWLONG;2643;109;M;20021025;20021111;125000;B;R;RESIDENCE;;CA;;;9572645;
C;060;2967118;13;20030516 10:20;101//803200;
D;060;2967118;13;20030516 10:20;P;;;;;;
D;060;2967118;13;20030516 10:20;V;;;;;;
B;060;2974732;14;20030516 10:20;;;;TABLE TOP RD;TABLE TOP;2640;19.72;H;20030301;20030415;200000;;V;VACANT LAND;;;;;9558297;
C;060;2974732;14;20030516 10:20;13//1050199;
D;060;2974732;14;20030516 10:20;P;;;;;;
D;060;2974732;14;20030516 10:20;P;;;;;;
D;060;2974732;14;20030516 10:20;V;;;;;;
B;060;2975363;15;20030516 10:20;;;;HAMMER ST;HOWLONG;2643;900.5;M;20021129;20030328;31500;;V;VACANT LAND;;;;;9586674;
C;060;2975363;15;20030516 10:20;2//1050295;
D;060;2975363;15;20030516 10:20;P;;;;;;
D;060;2975363;15;20030516 10:20;P;;;;;;
D;060;2975363;15;20030516 10:20;V;;;;;;
B;060;2975364;16;20030516 10:20;;;;RUSSELL ST;HOWLONG;2643;861;M;20021213;20030424;23500;;V;VACANT LAND;;;;;9568771;
C;060;2975364;16;20030516 10:20;3//1050295;
D;060;2975364;16;20030516 10:20;P;;;;;;
D;060;2975364;16;20030516 10:20;V;;;;;;
B;060;2984384;17;20030516 10:20;;;;VILE LANE;HOWLONG;2643;97.13;H;19990630;19990630;137520;;3;;;;;;6717743;
C;060;2984384;17;20030516 10:20;67, 113//753749;
D;060;2984384;17;20030516 10:20;P;;;;;;
D;060;2984384;17;20030516 10:20;V;;;;;;
B;060;2984650;18;20030516 10:20;;;;BELMORE ST;HOWLONG;2643;1.012;H;20030210;20030326;55000;;3;;;;RV;;9494520;
C;060;2984650;18;20030516 10:20;1/75/758528;
D;060;2984650;18;20030516 10:20;P;;;;;;
D;060;2984650;18;20030516 10:20;P;;;;;;
D;060;2984650;18;20030516 10:20;V;;;;;;
B;060;2984651;19;20030516 10:20;;;;BELMORE ST;HOWLONG;2643;1.012;H;20021219;20030129;42000;;V;VACANT LAND;;;AV;;9410170;
C;060;2984651;19;20030516 10:20;2/75/758528;
D;060;2984651;19;20030516 10:20;P;;;;;;
D;060;2984651;19;20030516 10:20;V;;;;;;
B;060;2984703;20;20030516 10:20;;;;URANA ST;JINDERA;2642;1012;M;20030204;20030306;25000;;V;VACANT LAND;;;AV;;9453904;
C;060;2984703;20;20030516 10:20;6//5090;
D;060;2984703;20;20030516 10:20;P;;;;;;
D;060;2984703;20;20030516 10:20;V;;;;;;
D;060;2984703;20;20030516 10:20;V;;;;;;
B;060;2985217;21;20030516 10:20;;;;BELMORE ST;HOWLONG;2643;1.017;H;20030212;20030319;35000;;V;VACANT LAND;;;AV;;9475935;
C;060;2985217;21;20030516 10:20;1/76/758528;
D;060;2985217;21;20030516 10:20;P;;;;;;
D;060;2985217;21;20030516 10:20;P;;;;;;
D;060;2985217;21;20030516 10:20;V;;;;;;
D;060;2985217;21;20030516 10:20;V;;;;;;
B;060;2987171;22;20030516 10:20;;;;URANA RD;BURRUMBUTTOCK;2642;128.08;H;20021016;20030205;442000;;R;RESIDENCE;;;RM;;9369410;
C;060;2987171;22;20030516 10:20;57//753730;
D;060;2987171;22;20030516 10:20;P;;;;;;
D;060;2987171;22;20030516 10:20;P;;;;;;
D;060;2987171;22;20030516 10:20;V;;;;;;
Z;118;22;24;70;
