A;250;20020603 10:50;PTHIRLWELL;
B;250;2668410;1;20020603 10:50;;;105;COWPER ST;TENTERFIELD;2372;1383;M;20020322;20020426;7000;Z;V;VACANT LAND;;AC;AV;;4346735;
C;250;2668410;1;20020603 10:50;;
D;250;2668410;1;20020603 10:50;P;;;;;;
D;250;2668410;1;20020603 10:50;P;;;;;;
D;250;2668410;1;20020603 10:50;V;;;;;;
B;250;2668528;2;20020603 10:50;;;;DUNCAN ST;TENTERFIELD;2372;1063;M;20020422;20020509;80000;Z;R;RESIDENCE;;AC;;;8631287;
C;250;2668528;2;20020603 10:50;B//162013;
D;250;2668528;2;20020603 10:50;P;;;;;;
D;250;2668528;2;20020603 10:50;P;;;;;;
D;250;2668528;2;20020603 10:50;V;;;;;;
B;250;2668711;3;20020603 10:50;;;28;HIGH ST;TENTERFIELD;2372;910.6;M;20020308;20020508;29000;Z;R;RESIDENCE;;AC;;;8621161;
C;250;2668711;3;20020603 10:50;10//770906;
D;250;2668711;3;20020603 10:50;P;;;;;;
D;250;2668711;3;20020603 10:50;V;;;;;;
B;250;2668773;4;20020603 10:50;;;181;HIGH ST;TENTERFIELD;2372;2023;M;20020212;20020409;65000;Z;R;RESIDENCE;;AC;AC;;4344867;
C;250;2668773;4;20020603 10:50;2//509338;
D;250;2668773;4;20020603 10:50;P;;;;;;
D;250;2668773;4;20020603 10:50;V;;;;;;
B;250;2669105;5;20020603 10:50;;;144;MILES ST;TENTERFIELD;2372;981;M;20020225;20020403;51000;Z;R;RESIDENCE;;AC;;;8633791;
C;250;2669105;5;20020603 10:50;1//565909;
D;250;2669105;5;20020603 10:50;P;;;;;;
D;250;2669105;5;20020603 10:50;V;;;;;;
D;250;2669105;5;20020603 10:50;V;;;;;;
B;250;2669151;6;20020603 10:50;;;;MILES ST;TENTERFIELD;2372;2023;M;20020322;20020419;10500;Z;R;RESIDENCE;;AC;;;8595196;
C;250;2669151;6;20020603 10:50;3/10/758959;
D;250;2669151;6;20020603 10:50;P;;;;;;
D;250;2669151;6;20020603 10:50;P;;;;;;
D;250;2669151;6;20020603 10:50;V;;;;;;
B;250;2669193;7;20020603 10:50;;;;MOLESWORTH ST;TENTERFIELD;2372;6591;M;20011217;20020510;85000;Z;R;RESIDENCE;;AC;;;8629428;
C;250;2669193;7;20020603 10:50;2//568005 1//580791;
D;250;2669193;7;20020603 10:50;P;;;;;;
D;250;2669193;7;20020603 10:50;V;;;;;;
B;250;2669297;8;20020603 10:50;;;;NAAS ST;TENTERFIELD;2372;1265;M;20020325;20020423;157000;Z;R;RESIDENCE;;AC;;;8584943;
C;250;2669297;8;20020603 10:50;4//792732;
D;250;2669297;8;20020603 10:50;P;;;;;;
D;250;2669297;8;20020603 10:50;P;;;;;;
D;250;2669297;8;20020603 10:50;V;;;;;;
B;250;2669310;9;20020603 10:50;;;123;NAAS ST;TENTERFIELD;2372;857.4;M;19660621;20020313;7390;Z;R;RESIDENCE;;AC;AC;;8562351;
C;250;2669310;9;20020603 10:50;4//517271;
D;250;2669310;9;20020603 10:50;P;;;;;;
D;250;2669310;9;20020603 10:50;V;;;;;;
B;250;2669529;10;20020603 10:50;;;;ROUSE ST;TENTERFIELD;2372;8003;M;20020416;20020521;25000;Z;V;VACANT LAND;;AC;;;8630241;
C;250;2669529;10;20020603 10:50;2//839216;
D;250;2669529;10;20020603 10:50;P;;;;;;
D;250;2669529;10;20020603 10:50;P;;;;;;
D;250;2669529;10;20020603 10:50;V;;;;;;
D;250;2669529;10;20020603 10:50;V;;;;;;
B;250;2669627;11;20020603 10:50;;;91;ROUSE ST;TENTERFIELD;2372;4046;M;20020118;20020419;192000;Z;R;RESIDENCE;;AC;;;8594768;
C;250;2669627;11;20020603 10:50;8, 9/75/758959;
