A;090;20011109 13:25;CDIXON;
B;090;858096;1;20011109 13:25;;;23;ACACIA AVE;RYDE;2112;;;20010609;20010723;498500;A;R;RESIDENCE;;EU;;;7935779;
C;090;858096;1;20011109 13:25;17//16218;
D;090;858096;1;20011109 13:25;P;;;;;;
D;090;858096;1;20011109 13:25;V;;;;;;
B;090;858188;2;20011109 13:25;;;29;ADDINGTON AVE;RYDE;2112;;;20010731;20010906;442000;A;R;RESIDENCE;;EH;;;7931266;
C;090;858188;2;20011109 13:25;65//10504;
D;090;858188;2;20011109 13:25;P;;;;;;
D;090;858188;2;20011109 13:25;P;;;;;;
D;090;858188;2;20011109 13:25;V;;;;;;
D;090;858188;2;20011109 13:25;V;;;;;;
B;090;858250;3;20011109 13:25;;5;8;ADELAIDE ST;WEST RYDE;2114;;;20010727;20010907;239000;;3;HOME UNIT;5;;;;7940305;
C;090;858250;3;20011109 13:25;5//5469;
D;090;858250;3;20011109 13:25;P;;;;;;
D;090;858250;3;20011109 13:25;P;;;;;;
D;090;858250;3;20011109 13:25;V;;;;;;
D;090;858250;3;20011109 13:25;V;;;;;;
B;090;858393;4;20011109 13:25;;7;12;ADELPHI RD;EASTWOOD;2122;;;20010807;20010918;350000;;3;TOWNHOUSE;7;;;;7976347;
C;090;858393;4;20011109 13:25;7//SP 44083;
D;090;858393;4;20011109 13:25;P;;;;;;
D;090;858393;4;20011109 13:25;V;;;;;;
B;090;858472;5;20011109 13:25;;7;1 A;AEOLUS AVE;RYDE;2112;;;20010716;20010827;245000;;R;RESIDENCE;7;;;;7946579;
C;090;858472;5;20011109 13:25;7//11398;
D;090;858472;5;20011109 13:25;P;;;;;;
D;090;858472;5;20011109 13:25;P;;;;;;
D;090;858472;5;20011109 13:25;V;;;;;;
B;090;859195;6;20011109 13:25;;;43;ANZAC AVE;RYDE;2112;575.4;M;20010514;20010813;343000;A;R;RESIDENCE;;EG;;;7906904;
C;090;859195;6;20011109 13:25;2//228964;
D;090;859195;6;20011109 13:25;P;;;;;;
D;090;859195;6;20011109 13:25;P;;;;;;
D;090;859195;6;20011109 13:25;V;;;;;;
D;090;859195;6;20011109 13:25;V;;;;;;
B;090;859898;7;20011109 13:25;;16;188;BALACLAVA RD;MARSFIELD;2122;;;20010710;20010910;318000;;R;RESIDENCE;16;;;;7931233;
C;090;859898;7;20011109 13:25;16//43015;
D;090;859898;7;20011109 13:25;P;;;;;;
D;090;859898;7;20011109 13:25;V;;;;;;
