A;207;20020102 13:33;PTHIRLWELL;
B;207;1972852;1;20020102 13:33;;;12;ALEXANDRIA PDE;COOGEE;2034;326;M;20011123;20011130;975000;A;3;;;AJ;;;8168408;
C;207;1972852;1;20020102 13:33;21//867798;
D;207;1972852;1;20020102 13:33;P;;;;;;
D;207;1972852;1;20020102 13:33;V;;;;;;
B;207;1972887;2;20020102 13:33;;2;33;ALFREDA ST;COOGEE;2034;;;20011009;20011130;240000;;3;HOME UNIT;2;;;;8183821;
C;207;1972887;2;20020102 13:33;2//35213;
D;207;1972887;2;20020102 13:33;P;;;;;;
D;207;1972887;2;20020102 13:33;P;;;;;;
D;207;1972887;2;20020102 13:33;V;;;;;;
B;207;1973003;3;20020102 13:33;;2;102;ALISON RD;RANDWICK;2031;;;20011011;20011129;435500;;R;RESIDENCE;2;;;;8169108;
C;207;1973003;3;20020102 13:33;2//14281;
D;207;1973003;3;20020102 13:33;P;;;;;;
D;207;1973003;3;20020102 13:33;V;;;;;;
D;207;1973003;3;20020102 13:33;V;;;;;;
B;207;1973074;4;20020102 13:33;;21;158;ALISON ST;RANDWICK;2031;;;20011010;20011126;395000;;R;RESIDENCE;21;;;;8168283;
C;207;1973074;4;20020102 13:33;21//SP 56421;
D;207;1973074;4;20020102 13:33;P;;;;;;
D;207;1973074;4;20020102 13:33;V;;;;;;
D;207;1973074;4;20020102 13:33;V;;;;;;
B;207;1973337;5;20020102 13:33;;58;256;ALISON RD;RANDWICK;2031;;;20010822;20011031;250000;;R;RESIDENCE;58;;;;8215585;
C;207;1973337;5;20020102 13:33;58//11378;
D;207;1973337;5;20020102 13:33;P;;;;;;
D;207;1973337;5;20020102 13:33;V;;;;;;
B;207;1973337;6;20020102 13:33;;88;256;ALISON RD;RANDWICK;2031;;;20011024;20011204;290000;;3;HOME UNIT;88;;;;8176196;
C;207;1973337;6;20020102 13:33;88//11378;
D;207;1973337;6;20020102 13:33;P;;;;;;
D;207;1973337;6;20020102 13:33;V;;;;;;
D;207;1973337;6;20020102 13:33;V;;;;;;
B;207;1973337;7;20020102 13:33;;386;256;ALISON RD;RANDWICK;2031;;;20010822;20011031;250000;;R;RESIDENCE;386;;;;8215585;
C;207;1973337;7;20020102 13:33;386//11378;
D;207;1973337;7;20020102 13:33;P;;;;;;
D;207;1973337;7;20020102 13:33;V;;;;;;
B;207;1973337;8;20020102 13:33;;416;256;ALISON RD;RANDWICK;2031;;;20011024;20011204;290000;;3;HOME UNIT;416;;;;8176196;
C;207;1973337;8;20020102 13:33;416//11378;
D;207;1973337;8;20020102 13:33;P;;;;;;
D;207;1973337;8;20020102 13:33;V;;;;;;
D;207;1973337;8;20020102 13:33;V;;;;;;
B;207;1973893;9;20020102 13:33;;3;279;ALISON RD;COOGEE;2034;;;20010830;20011122;360000;;R;RESIDENCE;3;;;;8158751;
C;207;1973893;9;20020102 13:33;3//10918;
D;207;1973893;9;20020102 13:33;P;;;;;;
D;207;1973893;9;20020102 13:33;V;;;;;;
B;207;1973930;10;20020102 13:33;;2;239;ALISON RD;RANDWICK;2031;;;20010927;20011113;655000;;R;RESIDENCE;2;;;;8171656;
C;207;1973930;10;20020102 13:33;2//SP 50567;
D;207;1973930;10;20020102 13:33;P;;;;;;
D;207;1973930;10;20020102 13:33;V;;;;;;
D;207;1973930;10;20020102 13:33;V;;;;;;
B;207;1974465;11;20020102 13:33;;2;1066;ANZAC PDE;MAROUBRA;2035;;;20011024;20011205;357000;;R;RESIDENCE;2;;;;8190959;
C;207;1974465;11;20020102 13:33;2//SP 54356;
D;207;1974465;11;20020102 13:33;P;;;;;;
D;207;1974465;11;20020102 13:33;V;;;;;;
B;207;1974608;12;20020102 13:33;STRATUM;36;832;ANZAC PDE;MAROUBRA;2035;;;20011012;20011129;375000;;3;HOME UNIT;36;;;;8212404;
C;207;1974608;12;20020102 13:33;36//SP 62597;
D;207;1974608;12;20020102 13:33;P;;;;;;
D;207;1974608;12;20020102 13:33;V;;;;;;
B;207;1974674;13;20020102 13:33;;41;818;ANZAC PDE;MAROUBRA;2035;;;20011002;20011205;348000;;3;HOME UNIT;41;;;;8184700;
C;207;1974674;13;20020102 13:33;41//SP 48055;
D;207;1974674;13;20020102 13:33;P;;;;;;
D;207;1974674;13;20020102 13:33;V;;;;;;
B;207;1974999;14;20020102 13:33;;26;56;ANZAC PDE;KENSINGTON;2033;;;20011010;20011123;335000;;R;RESIDENCE;26;;;;8164177;
C;207;1974999;14;20020102 13:33;26//74;
D;207;1974999;14;20020102 13:33;P;;;;;;
D;207;1974999;14;20020102 13:33;V;;;;;;
B;207;1974999;15;20020102 13:33;;30;56;ANZAC PDE;KENSINGTON;2033;;;20011010;20011123;335000;;R;RESIDENCE;30;;;;8164177;
C;207;1974999;15;20020102 13:33;30//74;
D;207;1974999;15;20020102 13:33;P;;;;;;
D;207;1974999;15;20020102 13:33;V;;;;;;
B;207;1974999;16;20020102 13:33;;36;56;ANZAC PDE;KENSINGTON;2033;;;20010914;20010914;46934;;R;RESIDENCE;36;;;;8162401;
C;207;1974999;16;20020102 13:33;36//74;
D;207;1974999;16;20020102 13:33;P;;;;;;
D;207;1974999;16;20020102 13:33;V;;;;;;
D;207;1974999;16;20020102 13:33;V;;;;;;
D;207;1974999;16;20020102 13:33;V;;;;;;
B;207;1974999;17;20020102 13:33;;81;56;ANZAC PDE;KENSINGTON;2033;;;20010914;20010914;46934;;R;RESIDENCE;81;;;;8162401;
C;207;1974999;17;20020102 13:33;81//74;
D;207;1974999;17;20020102 13:33;P;;;;;;
D;207;1974999;17;20020102 13:33;V;;;;;;
D;207;1974999;17;20020102 13:33;V;;;;;;
D;207;1974999;17;20020102 13:33;V;;;;;;
B;207;1974999;18;20020102 13:33;;100;56;ANZAC PDE;KENSINGTON;2033;;;20011010;20011123;335000;;R;RESIDENCE;100;;;;8164177;
C;207;1974999;18;20020102 13:33;100//74;
D;207;1974999;18;20020102 13:33;P;;;;;;
D;207;1974999;18;20020102 13:33;V;;;;;;
B;207;1975230;19;20020102 13:33;;20;21;ANZAC PDE;KENSINGTON;2033;;;20010912;20011024;270000;;R;RESIDENCE;20;;;;8186279;
C;207;1975230;19;20020102 13:33;20//10485;
D;207;1975230;19;20020102 13:33;P;;;;;;
D;207;1975230;19;20020102 13:33;P;;;;;;
D;207;1975230;19;20020102 13:33;V;;;;;;
B;207;1975479;20;20020102 13:33;;7;235;ANZAC PDE;KENSINGTON;2033;;;20011003;20011128;368000;;R;RESIDENCE;7;;;;8173267;
C;207;1975479;20;20020102 13:33;7//SP 55585;
D;207;1975479;20;20020102 13:33;P;;;;;;
D;207;1975479;20;20020102 13:33;V;;;;;;
B;207;1975520;21;20020102 13:33;;11;243;ANZAC PDE;KINGSFORD;2032;;;20011130;20011130;170000;;R;RESIDENCE;11;;;;8168424;
C;207;1975520;21;20020102 13:33;11//46433;
D;207;1975520;21;20020102 13:33;P;;;;;;
D;207;1975520;21;20020102 13:33;P;;;;;;
D;207;1975520;21;20020102 13:33;V;;;;;;
B;207;1975520;22;20020102 13:33;;36;243;ANZAC PDE;KINGSFORD;2032;;;20010809;20010921;301000;;R;RESIDENCE;36;;;;8188089;
C;207;1975520;22;20020102 13:33;36//46433;
D;207;1975520;22;20020102 13:33;P;;;;;;
B;207;1976499;23;20020102 13:33;;2;863;ANZAC PDE;MAROUBRA;2035;;;20011105;20011130;370000;;R;RESIDENCE;2;;;;8164824;
C;207;1976499;23;20020102 13:33;2//SP 4934;
D;207;1976499;23;20020102 13:33;P;;;;;;
D;207;1976499;23;20020102 13:33;V;;;;;;
B;207;1977184;24;20020102 13:33;;21;236;ARDEN ST;COOGEE;2034;;;20011128;20011213;300000;;R;RESIDENCE;21;;;;8212329;
C;207;1977184;24;20020102 13:33;21//10038;
D;207;1977184;24;20020102 13:33;P;;;;;;
