A;RTSALEDATA;116;20250512 01:20;VALNET;
B;116;1244985;1;20250512 01:20;;;51;WOODWARD ST;PARKES;2870;486.9;M;20250321;20250502;377000;R1;R;RESIDENCE;;AAG;;0;AV27619;
C;116;1244985;1;20250512 01:20;25/B/7085;
D;116;1244985;1;20250512 01:20;P;;;;;;
D;116;1244985;1;20250512 01:20;P;;;;;;
D;116;1244985;1;20250512 01:20;V;;;;;;
B;116;1242672;2;20250512 01:20;;;13;HEDGEROW AVE;PARKES;2870;862.7;M;20250325;20250506;705000;R1;R;RESIDENCE;;AAA;;0;AV33724;
C;116;1242672;2;20250512 01:20;6/717908;
D;116;1242672;2;20250512 01:20;P;;;;;;
D;116;1242672;2;20250512 01:20;P;;;;;;
D;116;1242672;2;20250512 01:20;V;;;;;;
D;116;1242672;2;20250512 01:20;V;;;;;;
B;116;1237769;3;20250512 01:20;;;46;DEEP LEAD RD;PARKES;2870;4;H;20250325;20250506;860000;R5;R;RESIDENCE;;LPL;;0;AV36445;
C;116;1237769;3;20250512 01:20;4/857694;
D;116;1237769;3;20250512 01:20;P;;;;;;
D;116;1237769;3;20250512 01:20;P;;;;;;
D;116;1237769;3;20250512 01:20;V;;;;;;
D;116;1237769;3;20250512 01:20;V;;;;;;
B;116;1240662;4;20250512 01:20;;;9;BOGAN ST;PARKES;2870;505.9;M;20250422;20250507;290000;R1;R;RESIDENCE;;AAF;;0;AV38762;
C;116;1240662;4;20250512 01:20;2/12220;
D;116;1240662;4;20250512 01:20;P;;;;;;
D;116;1240662;4;20250512 01:20;V;;;;;;
D;116;1240662;4;20250512 01:20;V;;;;;;
B;116;1238128;5;20250512 01:20;;;74;LACHLAN ST;BOGAN GATE;2876;2023;M;20250327;20250508;232000;RU5;R;RESIDENCE;;ZBG;;0;AV41112;
C;116;1238128;5;20250512 01:20;1, 2/5/758125;
D;116;1238128;5;20250512 01:20;P;;;;;;
D;116;1238128;5;20250512 01:20;P;;;;;;
D;116;1238128;5;20250512 01:20;V;;;;;;
B;116;1240953;6;20250512 01:20;;;1;CARRINGTON ST;PARKES;2870;771.4;M;20250404;20250502;440000;R1;R;RESIDENCE;;AAB;;0;AV28946;
C;116;1240953;6;20250512 01:20;11/14916;
D;116;1240953;6;20250512 01:20;P;;;;;;
D;116;1240953;6;20250512 01:20;V;;;;;;
B;116;1241958;7;20250512 01:20;;;21;DANILENKO ST;PARKES;2870;741;M;20250403;20250502;515000;R1;R;RESIDENCE;;AAA;;0;AV26019;
C;116;1241958;7;20250512 01:20;6/791022;
D;116;1241958;7;20250512 01:20;P;;;;;;
D;116;1241958;7;20250512 01:20;V;;;;;;
B;116;4536292;8;20250512 01:20;;2;2;MEDLYN ST;PARKES;2870;357.5;M;20250411;20250502;485000;;R;RESIDENCE;2;;;0;AV28247;
C;116;4536292;8;20250512 01:20;2/SP107729;
D;116;4536292;8;20250512 01:20;P;;;;;;
D;116;4536292;8;20250512 01:20;V;;;;;;
Z;41;8;8;23;
