A;085;20020402 13:01;CDIXON;
B;085;720328;1;20020402 13:01;;;10;ANGLO RD;GREENWICH;2065;315.8;M;20010407;20010531;725000;A;R;RESIDENCE;;EK;;;8449198;
C;085;720328;1;20020402 13:01;29/4/3044;
D;085;720328;1;20020402 13:01;P;;;;;;
D;085;720328;1;20020402 13:01;V;;;;;;
D;085;720328;1;20020402 13:01;V;;;;;;
B;085;720452;2;20020402 13:01;;1;62;ARABELLA ST;LONGUEVILLE;2066;;;20020122;20020301;2600000;;R;RESIDENCE;1;;;;8438414;
C;085;720452;2;20020402 13:01;1//37950;
D;085;720452;2;20020402 13:01;P;;;;;;
D;085;720452;2;20020402 13:01;P;;;;;;
D;085;720452;2;20020402 13:01;V;;;;;;
B;085;720545;3;20020402 13:01;;;67;AUSTIN ST;LANE COVE;2066;656.5;M;20011123;20020130;999999;A;R;RESIDENCE;;EF;;;8415031;
C;085;720545;3;20020402 13:01;1//849907;
D;085;720545;3;20020402 13:01;P;;;;;;
D;085;720545;3;20020402 13:01;P;;;;;;
D;085;720545;3;20020402 13:01;V;;;;;;
B;085;720546;4;20020402 13:01;;;67 A;AUSTIN ST;LANE COVE;2066;460.6;M;20011224;20020308;712500;A;3;DUPLEX;;EF;;;8455603;
C;085;720546;4;20020402 13:01;1//859407;
D;085;720546;4;20020402 13:01;P;;;;;;
D;085;720546;4;20020402 13:01;V;;;;;;
B;085;720674;5;20020402 13:01;;3;3;BALFOUR ST;GREENWICH;2065;;;20020114;20020222;455000;;R;RESIDENCE;3;;;;8412161;
C;085;720674;5;20020402 13:01;3//9282;
D;085;720674;5;20020402 13:01;P;;;;;;
D;085;720674;5;20020402 13:01;P;;;;;;
D;085;720674;5;20020402 13:01;V;;;;;;
D;085;720674;5;20020402 13:01;V;;;;;;
B;085;721265;6;20020402 13:01;;;76;BRIDGE ST;LANE COVE;2066;929.5;M;20011210;20020122;935000;A;R;RESIDENCE;;EF;;;8394649;
C;085;721265;6;20020402 13:01;1//21039;
D;085;721265;6;20020402 13:01;P;;;;;;
D;085;721265;6;20020402 13:01;P;;;;;;
D;085;721265;6;20020402 13:01;V;;;;;;
D;085;721265;6;20020402 13:01;V;;;;;;
B;085;721308;7;20020402 13:01;;;1;BRIDGE ST;LANE COVE;2066;682.9;M;20011211;20020218;815000;A;R;RESIDENCE;;EF;;;8408479;
C;085;721308;7;20020402 13:01;5//20092;
D;085;721308;7;20020402 13:01;P;;;;;;
D;085;721308;7;20020402 13:01;V;;;;;;
B;085;721639;8;20020402 13:01;;34;300 A;BURNS BAY RD;LANE COVE;2066;;;20011220;20020226;355500;;R;RESIDENCE;34;;;;8430249;
C;085;721639;8;20020402 13:01;34//7089;
D;085;721639;8;20020402 13:01;P;;;;;;
B;085;721807;9;20020402 13:01;;14;302;BURNS BAY RD;LANE COVE;2066;;;19991209;20000203;310000;;3;;14;;;;6675136;
C;085;721807;9;20020402 13:01;14//15299;
D;085;721807;9;20020402 13:01;P;;;;;;
B;085;722024;10;20020402 13:01;;16;130;BURNS BAY RD;LANE COVE;2066;;;20020121;20020305;328000;;R;RESIDENCE;16;;;;8434686;
C;085;722024;10;20020402 13:01;16//20864;
D;085;722024;10;20020402 13:01;P;;;;;;
D;085;722024;10;20020402 13:01;V;;;;;;
B;085;722024;11;20020402 13:01;;18;130;BURNS BAY RD;LANE COVE;2066;;;20020130;20020306;311000;;R;RESIDENCE;18;;;;8420697;
C;085;722024;11;20020402 13:01;18//20864;
D;085;722024;11;20020402 13:01;P;;;;;;
D;085;722024;11;20020402 13:01;V;;;;;;
D;085;722024;11;20020402 13:01;V;;;;;;
B;085;722959;12;20020402 13:01;;27;299;BURNS BAY RD;LANE COVE;2066;;;20020121;20020213;307500;;R;RESIDENCE;27;;;;8398810;
C;085;722959;12;20020402 13:01;27//SP 6228;
D;085;722959;12;20020402 13:01;P;;;;;;
D;085;722959;12;20020402 13:01;P;;;;;;
D;085;722959;12;20020402 13:01;P;;;;;;
D;085;722959;12;20020402 13:01;V;;;;;;
B;085;724488;13;20020402 13:01;;8;8;ELIZABETH PDE;LANE COVE WEST;2066;;;20010119;20010223;290000;;R;RESIDENCE;8;;;;8455231;
C;085;724488;13;20020402 13:01;8//584;
D;085;724488;13;20020402 13:01;P;;;;;;
D;085;724488;13;20020402 13:01;V;;;;;;
B;085;724488;14;20020402 13:01;;14;8;ELIZABETH PDE;LANE COVE WEST;2066;;;20010119;20010223;290000;;R;RESIDENCE;14;;;;8455231;
C;085;724488;14;20020402 13:01;14//584;
D;085;724488;14;20020402 13:01;P;;;;;;
D;085;724488;14;20020402 13:01;V;;;;;;
B;085;724510;15;20020402 13:01;;6;6;ELIZABETH PDE;LANE COVE WEST;2066;;;20020125;20020308;365000;;R;RESIDENCE;6;;;;8436332;
C;085;724510;15;20020402 13:01;6//4313;
D;085;724510;15;20020402 13:01;P;;;;;;
D;085;724510;15;20020402 13:01;V;;;;;;
D;085;724510;15;20020402 13:01;V;;;;;;
D;085;724510;15;20020402 13:01;V;;;;;;
