A;018;20011109 13:07;CDIXON;
B;018;390555;1;20011109 13:07;;;;BEGA ST;BEGA;2550;3.721;H;20010503;20010601;36000;R;V;VACANT LAND;;RA;;;7684260;
C;018;390555;1;20011109 13:07;1//136845 1//244692;
D;018;390555;1;20011109 13:07;P;;;;;;
D;018;390555;1;20011109 13:07;V;;;;;;
B;018;390605;2;20011109 13:07;;;3;BLOMFIELD AVE;BEGA;2550;720.8;M;20010709;20010817;105500;A;R;RESIDENCE;;QB;;;7932074;
C;018;390605;2;20011109 13:07;15//35177;
D;018;390605;2;20011109 13:07;P;;;;;;
D;018;390605;2;20011109 13:07;P;;;;;;
D;018;390605;2;20011109 13:07;V;;;;;;
D;018;390605;2;20011109 13:07;V;;;;;;
B;018;390658;3;20011109 13:07;;;;BURGESS PL;BEGA;2550;1141;M;20010625;20010827;205000;A;R;RESIDENCE;;QC;;;7899975;
C;018;390658;3;20011109 13:07;11//813625;
D;018;390658;3;20011109 13:07;P;;;;;;
D;018;390658;3;20011109 13:07;P;;;;;;
D;018;390658;3;20011109 13:07;V;;;;;;
B;018;390687;4;20011109 13:07;;;42;CARP ST;BEGA;2550;1006;M;20010801;20010914;135000;A;R;RESIDENCE;;QB;;;7957079;
C;018;390687;4;20011109 13:07;1//999998;
D;018;390687;4;20011109 13:07;P;;;;;;
D;018;390687;4;20011109 13:07;P;;;;;;
D;018;390687;4;20011109 13:07;P;;;;;;
D;018;390687;4;20011109 13:07;P;;;;;;
D;018;390687;4;20011109 13:07;V;;;;;;
B;018;390901;5;20011109 13:07;;;;EDEN ST;BEGA;2550;293.3;M;20010703;20010809;107000;A;R;RESIDENCE;;QA;;;7911252;
C;018;390901;5;20011109 13:07;23//853340;
D;018;390901;5;20011109 13:07;P;;;;;;
D;018;390901;5;20011109 13:07;V;;;;;;
B;018;390995;6;20011109 13:07;;;100;GIPPS ST;BEGA;2550;1513;M;20010710;20010822;480000;B;3;SERVICE STATI;;BH;;;7963996;
C;018;390995;6;20011109 13:07;1//414762;
D;018;390995;6;20011109 13:07;P;;;;;;
D;018;390995;6;20011109 13:07;V;;;;;;
B;018;391073;7;20011109 13:07;;;27;GORDON ST;BEGA;2550;727.2;M;20010502;20010607;90000;A;R;RESIDENCE;;QB;;;4315003;
C;018;391073;7;20011109 13:07;PT 2/37/758076 (LOT 8);
D;018;391073;7;20011109 13:07;P;;;;;;
D;018;391073;7;20011109 13:07;P;;;;;;
D;018;391073;7;20011109 13:07;V;;;;;;
B;018;391116;8;20011109 13:07;;;2;HART CRES;BEGA;2550;657.4;M;20010731;20010830;120000;A;R;RESIDENCE;;QB;;;7930469;
C;018;391116;8;20011109 13:07;84//261767;
D;018;391116;8;20011109 13:07;P;;;;;;
D;018;391116;8;20011109 13:07;P;;;;;;
D;018;391116;8;20011109 13:07;V;;;;;;
B;018;391233;9;20011109 13:07;;;5;HILL ST;BEGA;2550;689.2;M;20010531;20010702;85000;B;R;RESIDENCE;;BH;;;4314689;
C;018;391233;9;20011109 13:07;10/1/54283;
D;018;391233;9;20011109 13:07;P;;;;;;
D;018;391233;9;20011109 13:07;P;;;;;;
D;018;391233;9;20011109 13:07;V;;;;;;
B;018;391606;10;20011109 13:07;;;179;NEWTOWN RD;BEGA;2550;916.9;M;20010816;20010907;77000;A;R;RESIDENCE;;QB;;;7957295;
C;018;391606;10;20011109 13:07;14//243214;
D;018;391606;10;20011109 13:07;P;;;;;;
D;018;391606;10;20011109 13:07;V;;;;;;
D;018;391606;10;20011109 13:07;V;;;;;;
B;018;391812;11;20011109 13:07;;;95;RAVENSWOOD ST;BEGA;2550;980.1;M;20010516;20010808;75000;A;R;RESIDENCE;;QB;;;7963691;
C;018;391812;11;20011109 13:07;27//36378;
D;018;391812;11;20011109 13:07;P;;;;;;
D;018;391812;11;20011109 13:07;V;;;;;;
B;018;391926;12;20011109 13:07;;;;RIDGE ST;BEGA;2550;1295;M;20010810;20010822;43000;I;V;VACANT LAND;;FB;;;7919594;
C;018;391926;12;20011109 13:07;311//859187;
D;018;391926;12;20011109 13:07;P;;;;;;
D;018;391926;12;20011109 13:07;V;;;;;;
D;018;391926;12;20011109 13:07;V;;;;;;
B;018;392335;13;20011109 13:07;;;131;LOFTUS ST;BEMBOKA;2550;1252;M;20010622;20010720;94000;A;R;RESIDENCE;;PF;;;7907267;
C;018;392335;13;20011109 13:07;1/12/943;
D;018;392335;13;20011109 13:07;P;;;;;;
D;018;392335;13;20011109 13:07;P;;;;;;
D;018;392335;13;20011109 13:07;V;;;;;;
B;018;392505;14;20011109 13:07;;;130;LAMONT ST;BERMAGUI;2546;750.2;M;20010615;20010813;125000;A;R;RESIDENCE;;GG;;;7900110;
C;018;392505;14;20011109 13:07;3//584697;
D;018;392505;14;20011109 13:07;P;;;;;;
D;018;392505;14;20011109 13:07;V;;;;;;
B;018;392625;15;20011109 13:07;;;;FAIRWAY CT;BERMAGUI;2546;1086;M;20010801;20010905;165000;A;R;RESIDENCE;;GG;;;7936073;
C;018;392625;15;20011109 13:07;10//834169;
D;018;392625;15;20011109 13:07;P;;;;;;
D;018;392625;15;20011109 13:07;P;;;;;;
D;018;392625;15;20011109 13:07;V;;;;;;
D;018;392625;15;20011109 13:07;V;;;;;;
B;018;392695;16;20011109 13:07;;;9;GOLF RD;BERMAGUI;2546;739.8;M;20010720;20010813;158500;A;R;RESIDENCE;;GG;;;7911652;
C;018;392695;16;20011109 13:07;8/1/25221;
D;018;392695;16;20011109 13:07;P;;;;;;
D;018;392695;16;20011109 13:07;V;;;;;;
B;018;392806;17;20011109 13:07;;;32;KEATING DR;BERMAGUI;2546;651.3;M;20010711;20010801;112500;A;R;RESIDENCE;;GE;;;7935348;
C;018;392806;17;20011109 13:07;16//248838;
D;018;392806;17;20011109 13:07;P;;;;;;
D;018;392806;17;20011109 13:07;V;;;;;;
B;018;393044;18;20011109 13:07;;9;8;NARIRA ST;BERMAGUI;2546;;;20010807;20010918;74000;;R;RESIDENCE;9;;;;7960645;
C;018;393044;18;20011109 13:07;9//32641;
D;018;393044;18;20011109 13:07;P;;;;;;
D;018;393044;18;20011109 13:07;P;;;;;;
D;018;393044;18;20011109 13:07;V;;;;;;
D;018;393044;18;20011109 13:07;V;;;;;;
B;018;393115;19;20011109 13:07;;;1 A;PARABOON DR;BERMAGUI;2546;766.7;M;20010810;20010904;90000;A;R;RESIDENCE;;GH;;;7934715;
C;018;393115;19;20011109 13:07;12//252347;
D;018;393115;19;20011109 13:07;P;;;;;;
D;018;393115;19;20011109 13:07;P;;;;;;
D;018;393115;19;20011109 13:07;V;;;;;;
D;018;393115;19;20011109 13:07;V;;;;;;
B;018;393419;20;20011109 13:07;;;;BEN BOYD PDE;BOYDTOWN;2551;750.4;M;20010430;20010822;56000;A;V;VACANT LAND;;PA;;;7895610;
C;018;393419;20;20011109 13:07;37//716162;
D;018;393419;20;20011109 13:07;P;;;;;;
D;018;393419;20;20011109 13:07;V;;;;;;
D;018;393419;20;20011109 13:07;V;;;;;;
B;018;393475;21;20011109 13:07;;;34;BEGA ST;CANDELO;2550;1897;M;20010730;20010903;60000;A;R;RESIDENCE;;PH;;;7960550;
C;018;393475;21;20011109 13:07;3/9/758219;
D;018;393475;21;20011109 13:07;P;;;;;;
D;018;393475;21;20011109 13:07;V;;;;;;
B;018;393573;22;20011109 13:07;;;29;POWER ST;CANDELO;2550;1695;M;20010817;20010907;105000;A;R;RESIDENCE;;PH;;;7974388;
C;018;393573;22;20011109 13:07;5/41/758219;
D;018;393573;22;20011109 13:07;P;;;;;;
D;018;393573;22;20011109 13:07;V;;;;;;
D;018;393573;22;20011109 13:07;V;;;;;;
B;018;393582;23;20011109 13:07;;;53;SHARPE ST;CANDELO;2550;1786;M;20010719;20010830;110000;A;R;RESIDENCE;;PH;;;7929732;
C;018;393582;23;20011109 13:07;1//252043;
D;018;393582;23;20011109 13:07;P;;;;;;
D;018;393582;23;20011109 13:07;P;;;;;;
D;018;393582;23;20011109 13:07;V;;;;;;
D;018;393582;23;20011109 13:07;V;;;;;;
B;018;394046;24;20011109 13:07;;;;BELLEVUE PL;EDEN;2551;1484;M;20010730;20010829;168000;A;R;RESIDENCE;;NK;;;7919627;
C;018;394046;24;20011109 13:07;22//834405;
D;018;394046;24;20011109 13:07;P;;;;;;
D;018;394046;24;20011109 13:07;P;;;;;;
D;018;394046;24;20011109 13:07;V;;;;;;
D;018;394046;24;20011109 13:07;V;;;;;;
B;018;394169;25;20011109 13:07;;;42;BUNGO ST;EDEN;2551;683.6;M;20010820;20010921;253000;A;R;RESIDENCE;;NA;;;7970217;
C;018;394169;25;20011109 13:07;4//569206;
D;018;394169;25;20011109 13:07;P;;;;;;
D;018;394169;25;20011109 13:07;P;;;;;;
D;018;394169;25;20011109 13:07;V;;;;;;
D;018;394169;25;20011109 13:07;V;;;;;;
B;018;394185;26;20011109 13:07;;4;2;BUNGO ST;EDEN;2551;;;20010420;20010524;106500;;R;RESIDENCE;4;;;;7938883;
C;018;394185;26;20011109 13:07;4//SP 62183;
D;018;394185;26;20011109 13:07;P;;;;;;
D;018;394185;26;20011109 13:07;V;;;;;;
D;018;394185;26;20011109 13:07;V;;;;;;
D;018;394185;26;20011109 13:07;V;;;;;;
D;018;394185;26;20011109 13:07;V;;;;;;
B;018;394327;27;20011109 13:07;;;;COCKS LANE;EDEN;2551;962;M;20010727;20010905;186000;A;R;RESIDENCE;;NA;;;7939206;
C;018;394327;27;20011109 13:07;81//825055;
D;018;394327;27;20011109 13:07;P;;;;;;
D;018;394327;27;20011109 13:07;P;;;;;;
D;018;394327;27;20011109 13:07;V;;;;;;
B;018;394448;28;20011109 13:07;;;36;CURALO ST;EDEN;2551;752.5;M;20010712;20010816;146000;A;R;RESIDENCE;;NA;;;7907462;
C;018;394448;28;20011109 13:07;3//35841;
D;018;394448;28;20011109 13:07;P;;;;;;
D;018;394448;28;20011109 13:07;V;;;;;;
D;018;394448;28;20011109 13:07;V;;;;;;
B;018;394530;29;20011109 13:07;;;7;FLINDERS ST;EDEN;2551;627.8;M;20010817;20010817;33333;A;R;RESIDENCE;;NA;;;7896206;
