A;056;20020102 12:18;PTHIRLWELL;
B;056;518967;1;20020102 12:18;;;;PH GIBSON;RAND;2642;221.3;H;20010801;20010810;280000;R;3;FARM;;RD;;;7859156;
C;056;518967;1;20020102 12:18;PT 56, PT 72, 73//753736;
D;056;518967;1;20020102 12:18;P;;;;;;
D;056;518967;1;20020102 12:18;V;;;;;;
B;056;519071;2;20020102 12:18;;;;PH HENTY DP'S;HENTY;2658;14.63;H;20010831;20010928;89000;R;3;FARM;;HG;;;8178155;
C;056;519071;2;20020102 12:18;31//585864;
D;056;519071;2;20020102 12:18;P;;;;;;
D;056;519071;2;20020102 12:18;V;;;;;;
B;056;519163;3;20020102 12:18;;;47;COMER ST;HENTY;2658;1012;M;20011031;20011128;65000;Z;R;RESIDENCE;;AM;;;8165587;
C;056;519163;3;20020102 12:18;19/9/758514;
D;056;519163;3;20020102 12:18;P;;;;;;
D;056;519163;3;20020102 12:18;P;;;;;;
D;056;519163;3;20020102 12:18;V;;;;;;
B;056;519418;4;20020102 12:18;;;43;RAILWAY PDE;HENTY;2658;;;19940414;20010928;18500;Z;V;VACANT LAND;;AL;;;8018616;
C;056;519418;4;20020102 12:18;80, 81//12560;
D;056;519418;4;20020102 12:18;P;;;;;;
B;056;519507;5;20020102 12:18;;;1;SLADEN ST;HENTY;2658;2365;M;20010730;20010906;10000;Z;R;RESIDENCE;;AJ;;;7941507;
C;056;519507;5;20020102 12:18;2//12486 1//652787 54.43/53.47X45.72/ 47.24 (HENTY);
D;056;519507;5;20020102 12:18;P;;;;;;
D;056;519507;5;20020102 12:18;V;;;;;;
B;056;519762;6;20020102 12:18;;;;EAST GEROGERY;GEROGERY;2642;96.13;H;20010905;20011018;120000;R;R;RESIDENCE;;RE;RR;;8061914;
C;056;519762;6;20020102 12:18;2//285085 Enclosure Permit 14792 LEASE OVER PROPERTY;
D;056;519762;6;20020102 12:18;P;;;;;;
D;056;519762;6;20020102 12:18;V;;;;;;
B;056;519829;7;20020102 12:18;;;;PH PINEY RANGE;WALLA WALLA;2659;432.56;H;20010427;20010709;852480;R;3;FARM;;RA;;;7987568;
C;056;519829;7;20020102 12:18;1, 2//527504 402//635631 13//665958 12, 57, 58, 59//753753 20, 22//753;
C;056;519829;7;20020102 12:18;764 1//933862;
D;056;519829;7;20020102 12:18;P;;;;;;
D;056;519829;7;20020102 12:18;V;;;;;;
B;056;520413;8;20020102 12:18;;;;MUNRO ST;CULCAIRN;2660;1377;M;20011015;20011121;7250;Z;V;VACANT LAND;;AB;AV;;8149666;
C;056;520413;8;20020102 12:18;1//567270;
D;056;520413;8;20020102 12:18;P;;;;;;
D;056;520413;8;20020102 12:18;V;;;;;;
B;056;520509;9;20020102 12:18;;;15;WATTLE ST;CULCAIRN;2660;810.4;M;20011026;20011128;53000;Z;R;RESIDENCE;;AA;;;8208459;
C;056;520509;9;20020102 12:18;81//590967;
D;056;520509;9;20020102 12:18;P;;;;;;
D;056;520509;9;20020102 12:18;V;;;;;;
B;056;520639;10;20020102 12:18;;;;PH STITT;CULCAIRN;2660;251.3;H;20010827;20011030;500000;R;3;FARM;;RB;;;8205974;
C;056;520639;10;20020102 12:18;86//753761;
D;056;520639;10;20020102 12:18;P;;;;;;
D;056;520639;10;20020102 12:18;P;;;;;;
D;056;520639;10;20020102 12:18;V;;;;;;
B;056;520712;11;20020102 12:18;;;;PH WALBUNDRY;WALBUNDRIE;2642;124.5;H;20010119;20010330;165000;R;3;FARM;;HM;;;7912625;
C;056;520712;11;20020102 12:18;1//119690 //753763;
D;056;520712;11;20020102 12:18;P;;;;;;
D;056;520712;11;20020102 12:18;P;;;;;;
D;056;520712;11;20020102 12:18;V;;;;;;
B;056;520921;12;20020102 12:18;;;97;COMMERCIAL ST;WALLA WALLA;2659;4143;M;20011009;20011121;63000;Z;R;RESIDENCE;;AT;;;8153028;
C;056;520921;12;20020102 12:18;4//6958 1, 2, 3//971087;
D;056;520921;12;20020102 12:18;P;;;;;;
D;056;520921;12;20020102 12:18;V;;;;;;
D;056;520921;12;20020102 12:18;V;;;;;;
B;056;2852703;13;20020102 12:18;;;10;MELROSE ST;CULCAIRN;2660;4046;M;20010730;20010813;10000;Z;V;VACANT LAND;;AC;;;7893466;
C;056;2852703;13;20020102 12:18;5, 6/22/6027;
D;056;2852703;13;20020102 12:18;P;;;;;;
D;056;2852703;13;20020102 12:18;P;;;;;;
Z;58;13;14;29;
