A;086;20020603 10:02;PTHIRLWELL;
B;086;735160;1;20020603 10:02;;7;11;ADDISON RD;MANLY;2095;;;20020112;20020225;875000;;R;RESIDENCE;7;;;;8595526;
C;086;735160;1;20020603 10:02;7//2373;
D;086;735160;1;20020603 10:02;P;;;;;;
D;086;735160;1;20020603 10:02;V;;;;;;
B;086;735286;2;20020603 10:02;;;1;ADELAIDE ST;BALGOWLAH HEIGHTS;2093;490.7;M;20020314;20020424;1350000;A;R;RESIDENCE;;EP;;;8554908;
C;086;735286;2;20020603 10:02;34//18143;
D;086;735286;2;20020603 10:02;P;;;;;;
D;086;735286;2;20020603 10:02;P;;;;;;
D;086;735286;2;20020603 10:02;V;;;;;;
D;086;735286;2;20020603 10:02;V;;;;;;
B;086;735319;3;20020603 10:02;;;6;ADRIAN PL;BALGOWLAH HEIGHTS;2093;638.6;M;20020316;20020430;1460000;A;R;RESIDENCE;;EP;;;8561895;
C;086;735319;3;20020603 10:02;81//565119;
D;086;735319;3;20020603 10:02;P;;;;;;
D;086;735319;3;20020603 10:02;V;;;;;;
B;086;735534;4;20020603 10:02;;;1;ALTO AVE;SEAFORTH;2092;556.4;M;20020312;20020507;725000;A;R;RESIDENCE;;EA;;;8599362;
C;086;735534;4;20020603 10:02;1//208879;
D;086;735534;4;20020603 10:02;P;;;;;;
D;086;735534;4;20020603 10:02;V;;;;;;
B;086;735572;5;20020603 10:02;;;16;AMIENS RD;CLONTARF;2093;708.6;M;20020308;20020409;1525000;A;R;RESIDENCE;;EP;;;8589139;
C;086;735572;5;20020603 10:02;62//9517;
D;086;735572;5;20020603 10:02;P;;;;;;
D;086;735572;5;20020603 10:02;P;;;;;;
D;086;735572;5;20020603 10:02;V;;;;;;
D;086;735572;5;20020603 10:02;V;;;;;;
B;086;735821;6;20020603 10:02;;4;37;ASHBURNER ST;MANLY;2095;;;20020214;20020419;360000;;R;RESIDENCE;4;;;;8605280;
C;086;735821;6;20020603 10:02;4//SP 10741;
D;086;735821;6;20020603 10:02;P;;;;;;
D;086;735821;6;20020603 10:02;P;;;;;;
D;086;735821;6;20020603 10:02;V;;;;;;
B;086;735937;7;20020603 10:02;;4;2;AUGUSTA RD;MANLY;2095;;;20020323;20020506;868000;;R;RESIDENCE;4;;;;8582822;
C;086;735937;7;20020603 10:02;4//SP 55969;
D;086;735937;7;20020603 10:02;P;;;;;;
D;086;735937;7;20020603 10:02;V;;;;;;
D;086;735937;7;20020603 10:02;V;;;;;;
B;086;736025;8;20020603 10:02;;2;31;AUSTIN ST;FAIRLIGHT;2094;;;20020209;20020515;340000;;R;RESIDENCE;2;;;;8635225;
C;086;736025;8;20020603 10:02;2//1140;
D;086;736025;8;20020603 10:02;P;;;;;;
D;086;736025;8;20020603 10:02;P;;;;;;
B;086;736463;9;20020603 10:02;;2;10;BARANBALI AVE;SEAFORTH;2092;;;20020223;20020404;515000;;R;RESIDENCE;2;;;;8628883;
C;086;736463;9;20020603 10:02;2//SP 54863;
D;086;736463;9;20020603 10:02;P;;;;;;
D;086;736463;9;20020603 10:02;V;;;;;;
B;086;736512;10;20020603 10:02;;;29;BARINGA AVE;SEAFORTH;2092;777.8;M;20020223;20020408;789000;A;R;RESIDENCE;;EB;;;8579855;
C;086;736512;10;20020603 10:02;14//36412;
D;086;736512;10;20020603 10:02;P;;;;;;
D;086;736512;10;20020603 10:02;P;;;;;;
D;086;736512;10;20020603 10:02;V;;;;;;
B;086;736535;11;20020603 10:02;;;18;BARINGA AVE;SEAFORTH;2092;504.5;M;20020405;20020520;602000;A;R;RESIDENCE;;EB;;;8622246;
C;086;736535;11;20020603 10:02;215//35684;
D;086;736535;11;20020603 10:02;P;;;;;;
D;086;736535;11;20020603 10:02;P;;;;;;
D;086;736535;11;20020603 10:02;V;;;;;;
B;086;736965;12;20020603 10:02;;15;10;BENTLEY ST;BALGOWLAH;2093;;;20020315;20020426;645000;;R;RESIDENCE;15;;;;8562876;
C;086;736965;12;20020603 10:02;15//5033;
D;086;736965;12;20020603 10:02;P;;;;;;
D;086;736965;12;20020603 10:02;V;;;;;;
D;086;736965;12;20020603 10:02;V;;;;;;
B;086;737036;13;20020603 10:02;;2;18;BIRKLEY RD;MANLY;2095;;;20020228;20020411;300000;;R;RESIDENCE;2;;;;8565030;
C;086;737036;13;20020603 10:02;2//2840;
D;086;737036;13;20020603 10:02;P;;;;;;
D;086;737036;13;20020603 10:02;V;;;;;;
