A;142;20030501 12:45;PBARBER;
B;142;1510228;1;20030501 12:45;;5;140;ALFRED ST;RAMSGATE;2217;;;20030220;20030327;417000;;R;RESIDENCE;5;;;;9542997;
C;142;1510228;1;20030501 12:45;5//SP 6460;
D;142;1510228;1;20030501 12:45;P;;;;;;
D;142;1510228;1;20030501 12:45;V;;;;;;
D;142;1510228;1;20030501 12:45;V;;;;;;
B;142;1510506;2;20030501 12:45;;;13;ANNETTE AVE;KOGARAH;2217;474.2;M;20021023;20030314;650000;A;R;RESIDENCE;;XC;;;9536587;
C;142;1510506;2;20030501 12:45;227//27184;
D;142;1510506;2;20030501 12:45;P;;;;;;
D;142;1510506;2;20030501 12:45;P;;;;;;
D;142;1510506;2;20030501 12:45;V;;;;;;
B;142;1510729;3;20030501 12:45;;40;2;ASHTON ST;ROCKDALE;2216;;;20030114;20030226;200000;;R;RESIDENCE;40;;;;9545577;
C;142;1510729;3;20030501 12:45;40//SP 52030;
D;142;1510729;3;20030501 12:45;P;;;;;;
D;142;1510729;3;20030501 12:45;P;;;;;;
D;142;1510729;3;20030501 12:45;V;;;;;;
D;142;1510729;3;20030501 12:45;V;;;;;;
B;142;1511657;4;20030501 12:45;;;60;BARDWELL RD;BARDWELL PARK;2207;;;20030131;20030411;583600;A;R;RESIDENCE;;XL;;;9540019;
C;142;1511657;4;20030501 12:45;190//15625;
D;142;1511657;4;20030501 12:45;P;;;;;;
D;142;1511657;4;20030501 12:45;P;;;;;;
D;142;1511657;4;20030501 12:45;V;;;;;;
B;142;1511873;5;20030501 12:45;;;62;BARTON ST;MONTEREY;2217;316.2;M;20030306;20030410;482000;A;R;RESIDENCE;;XC;;;9551822;
C;142;1511873;5;20030501 12:45;36//80806;
D;142;1511873;5;20030501 12:45;P;;;;;;
D;142;1511873;5;20030501 12:45;P;;;;;;
D;142;1511873;5;20030501 12:45;V;;;;;;
D;142;1511873;5;20030501 12:45;V;;;;;;
B;142;1512811;6;20030501 12:45;;6;59;BAY ST;ROCKDALE;2216;;;20021028;20021220;340000;;R;RESIDENCE;6;;;;9529904;
C;142;1512811;6;20030501 12:45;6//SP 15193;
D;142;1512811;6;20030501 12:45;P;;;;;;
D;142;1512811;6;20030501 12:45;P;;;;;;
D;142;1512811;6;20030501 12:45;V;;;;;;
D;142;1512811;6;20030501 12:45;V;;;;;;
B;142;1512841;7;20030501 12:45;;3;79;BAY ST;ROCKDALE;2216;;;20030211;20030325;330000;;R;RESIDENCE;3;;;;9523305;
C;142;1512841;7;20030501 12:45;3//SP 53072;
D;142;1512841;7;20030501 12:45;P;;;;;;
D;142;1512841;7;20030501 12:45;P;;;;;;
D;142;1512841;7;20030501 12:45;V;;;;;;
B;142;1513051;8;20030501 12:45;;;16 A;BAYVIEW ST;BEXLEY;2207;;;20021211;20030228;530000;A;R;RESIDENCE;;XK;;;9549926;
C;142;1513051;8;20030501 12:45;A//350866;
D;142;1513051;8;20030501 12:45;P;;;;;;
D;142;1513051;8;20030501 12:45;P;;;;;;
D;142;1513051;8;20030501 12:45;V;;;;;;
D;142;1513051;8;20030501 12:45;V;;;;;;
B;142;1514171;9;20030501 12:45;;;3;BOOTH ST;ARNCLIFFE;2205;503.4;M;20030205;20030319;625000;A;R;RESIDENCE;;XJ;;;9521114;
C;142;1514171;9;20030501 12:45;114//618350;
D;142;1514171;9;20030501 12:45;P;;;;;;
D;142;1514171;9;20030501 12:45;P;;;;;;
D;142;1514171;9;20030501 12:45;V;;;;;;
D;142;1514171;9;20030501 12:45;V;;;;;;
B;142;1514930;10;20030501 12:45;;;25;BRYANT ST;ROCKDALE;2216;;;20030220;20030411;1100000;B;R;RESIDENCE;;BC;;;9532042;
C;142;1514930;10;20030501 12:45;1//960951;
D;142;1514930;10;20030501 12:45;P;;;;;;
D;142;1514930;10;20030501 12:45;P;;;;;;
D;142;1514930;10;20030501 12:45;P;;;;;;
D;142;1514930;10;20030501 12:45;P;;;;;;
D;142;1514930;10;20030501 12:45;P;;;;;;
D;142;1514930;10;20030501 12:45;V;;;;;;
B;142;1514931;11;20030501 12:45;;;21;BRYANT ST;ROCKDALE;2216;;;20030220;20030411;1150000;B;R;RESIDENCE;;BC;;;9532043;
C;142;1514931;11;20030501 12:45;2//960951;
D;142;1514931;11;20030501 12:45;P;;;;;;
D;142;1514931;11;20030501 12:45;P;;;;;;
D;142;1514931;11;20030501 12:45;P;;;;;;
D;142;1514931;11;20030501 12:45;P;;;;;;
D;142;1514931;11;20030501 12:45;P;;;;;;
D;142;1514931;11;20030501 12:45;V;;;;;;
B;142;1515546;12;20030501 12:45;;;94;CAMERON ST;ROCKDALE;2216;240.3;M;20030301;20030414;360000;A;R;RESIDENCE;;XG;;;9540229;
C;142;1515546;12;20030501 12:45;1//722240;
D;142;1515546;12;20030501 12:45;P;;;;;;
D;142;1515546;12;20030501 12:45;P;;;;;;
D;142;1515546;12;20030501 12:45;V;;;;;;
B;142;1517359;13;20030501 12:45;;7;158;CHUTER AVE;SANS SOUCI;2219;;;20020826;20021022;315000;;R;RESIDENCE;7;;;;9537443;
C;142;1517359;13;20030501 12:45;7//SP 1376;
D;142;1517359;13;20030501 12:45;P;;;;;;
D;142;1517359;13;20030501 12:45;V;;;;;;
B;142;1517359;14;20030501 12:45;;22;158;CHUTER AVE;SANS SOUCI;2219;;;20020826;20021022;315000;;R;RESIDENCE;22;;;;9537443;
C;142;1517359;14;20030501 12:45;22//SP 1376;
D;142;1517359;14;20030501 12:45;P;;;;;;
D;142;1517359;14;20030501 12:45;V;;;;;;
B;142;1517910;15;20030501 12:45;;;115;CLAREVILLE AVE;SANS SOUCI;2219;525;M;20030305;20030416;890000;A;R;RESIDENCE;;XA;;;9547338;
C;142;1517910;15;20030501 12:45;10//13799;
D;142;1517910;15;20030501 12:45;P;;;;;;
D;142;1517910;15;20030501 12:45;V;;;;;;
D;142;1517910;15;20030501 12:45;V;;;;;;
B;142;1518139;16;20030501 12:45;;;95;CONNEMARRA ST;BEXLEY;2207;366.7;M;20030228;20030415;487500;A;V;VACANT LAND;;PQ;;;9545092;
C;142;1518139;16;20030501 12:45;A//412249;
D;142;1518139;16;20030501 12:45;P;;;;;;
D;142;1518139;16;20030501 12:45;P;;;;;;
D;142;1518139;16;20030501 12:45;V;;;;;;
D;142;1518139;16;20030501 12:45;V;;;;;;
B;142;1519582;17;20030501 12:45;;;49;EARLWOOD CRES;BARDWELL PARK;2207;581.7;M;20030317;20030408;767000;A;R;RESIDENCE;;XL;;;9526018;
C;142;1519582;17;20030501 12:45;4//656044;
D;142;1519582;17;20030501 12:45;P;;;;;;
D;142;1519582;17;20030501 12:45;P;;;;;;
D;142;1519582;17;20030501 12:45;V;;;;;;
D;142;1519582;17;20030501 12:45;V;;;;;;
B;142;1519744;18;20030501 12:45;;10;27;EDEN ST;ARNCLIFFE;2205;;;20030125;20030417;333000;;R;RESIDENCE;10;;;;9545550;
C;142;1519744;18;20030501 12:45;10//SP 61118;
D;142;1519744;18;20030501 12:45;P;;;;;;
D;142;1519744;18;20030501 12:45;P;;;;;;
D;142;1519744;18;20030501 12:45;V;;;;;;
D;142;1519744;18;20030501 12:45;V;;;;;;
B;142;1520670;19;20030501 12:45;;4;36;FIRTH ST;ARNCLIFFE;2205;;;20030328;20030328;225000;;3;HOME UNIT;4;;;;9503130;
C;142;1520670;19;20030501 12:45;4//SP 60203;
D;142;1520670;19;20030501 12:45;P;;;;;;
D;142;1520670;19;20030501 12:45;P;;;;;;
