A;091;20010822 13:37;CDIXON;
B;091;897561;1;20010822 13:37;;;23;ADAMS ST;CURL CURL;2096;;;20010407;20010407;0;A;R;;;EQ;;;7635502;
C;091;897561;1;20010822 13:37;56//6260;
D;091;897561;1;20010822 13:37;P;;;;;;
D;091;897561;1;20010822 13:37;V;;;;;;
D;091;897561;1;20010822 13:37;V;;;;;;
B;091;897626;2;20010822 13:37;;;4;ADAMS ST;CURL CURL;2096;338.5;M;20010101;20010420;525000;A;R;;;EQ;;;7645079;
C;091;897626;2;20010822 13:37;2//124515;
D;091;897626;2;20010822 13:37;P;;;;;;
D;091;897626;2;20010822 13:37;P;;;;;;
D;091;897626;2;20010822 13:37;V;;;;;;
B;091;897780;3;20010822 13:37;;;42;ALAMEIN AVE;NARRAWEENA;2099;790.4;M;20010412;20010516;820000;A;R;;;EL;;;7622498;
C;091;897780;3;20010822 13:37;91//35105;
D;091;897780;3;20010822 13:37;P;;;;;;
D;091;897780;3;20010822 13:37;V;;;;;;
B;091;897836;4;20010822 13:37;;;60;ALBERT ST;HARBORD;2096;;;20010222;20010222;0;A;3;NULL;;EQ;;;7587720;
C;091;897836;4;20010822 13:37;1//947500;
D;091;897836;4;20010822 13:37;P;;;;;;
D;091;897836;4;20010822 13:37;V;;;;;;
B;091;897939;5;20010822 13:37;;;44;ALBERT ST;HARBORD;2096;461.6;M;20010215;20010502;465000;A;R;;;EQ;;;7617452;
C;091;897939;5;20010822 13:37;4//18813;
D;091;897939;5;20010822 13:37;P;;;;;;
D;091;897939;5;20010822 13:37;P;;;;;;
D;091;897939;5;20010822 13:37;V;;;;;;
B;091;898030;6;20010822 13:37;;;9;ALEXANDER ST;COLLAROY;2097;;;20000522;20000522;0;A;3;NULL;;FT;;;7564565;
C;091;898030;6;20010822 13:37;13//11374;
D;091;898030;6;20010822 13:37;P;;;;;;
D;091;898030;6;20010822 13:37;P;;;;;;
D;091;898030;6;20010822 13:37;V;;;;;;
D;091;898030;6;20010822 13:37;V;;;;;;
B;091;898107;7;20010822 13:37;;;29;ALFRED RD;BROOKVALE;2100;701.9;M;20010221;20010502;540000;A;R;;;FR;;;7593508;
C;091;898107;7;20010822 13:37;A//367125;
D;091;898107;7;20010822 13:37;P;;;;;;
D;091;898107;7;20010822 13:37;P;;;;;;
D;091;898107;7;20010822 13:37;V;;;;;;
B;091;898112;8;20010822 13:37;;;39;ALFRED RD;NARRAWEENA;2099;;;20010327;20010508;465000;A;R;;;FR;;;7610923;
C;091;898112;8;20010822 13:37;2//6364;
D;091;898112;8;20010822 13:37;P;;;;;;
D;091;898112;8;20010822 13:37;P;;;;;;
D;091;898112;8;20010822 13:37;V;;;;;;
B;091;898392;9;20010822 13:37;;;14;ALLAMBIE RD;ALLAMBIE HEIGHTS;2100;708.2;M;20010202;20010412;540000;A;R;;;FB;;;7579145;
C;091;898392;9;20010822 13:37;3//203597;
D;091;898392;9;20010822 13:37;P;;;;;;
D;091;898392;9;20010822 13:37;V;;;;;;
B;091;898420;10;20010822 13:37;;;78 A;ALLAMBIE RD;ALLAMBIE HEIGHTS;2100;234.3;M;20010504;20010504;0;A;3;NULL;;FB;;;7618700;
C;091;898420;10;20010822 13:37;5//845992;
D;091;898420;10;20010822 13:37;P;;;;;;
D;091;898420;10;20010822 13:37;V;;;;;;
B;091;898423;11;20010822 13:37;;;78 D;ALLAMBIE RD;ALLAMBIE HEIGHTS;2100;234.6;M;20010223;20010403;445000;A;3;NULL;;FB;;;7574856;
C;091;898423;11;20010822 13:37;2//845992;
D;091;898423;11;20010822 13:37;P;;;;;;
D;091;898423;11;20010822 13:37;P;;;;;;
D;091;898423;11;20010822 13:37;V;;;;;;
B;091;898451;12;20010822 13:37;;;120;ALLAMBIE RD;ALLAMBIE HEIGHTS;2100;860;M;20010330;20010427;415000;A;R;;;FB;;;7591208;
C;091;898451;12;20010822 13:37;2255//752038;
D;091;898451;12;20010822 13:37;P;;;;;;
D;091;898451;12;20010822 13:37;V;;;;;;
D;091;898451;12;20010822 13:37;V;;;;;;
B;091;898496;13;20010822 13:37;;;210;ALLAMBIE RD;ALLAMBIE HEIGHTS;2100;581.7;M;20010220;20010329;390000;A;R;;;FB;;;7650640;
C;091;898496;13;20010822 13:37;1//209550;
D;091;898496;13;20010822 13:37;P;;;;;;
D;091;898496;13;20010822 13:37;P;;;;;;
D;091;898496;13;20010822 13:37;V;;;;;;
B;091;898571;14;20010822 13:37;;;59 A;ALLAMBIE RD;ALLAMBIE HEIGHTS;2100;435.4;M;20010410;20010522;438000;A;R;;;FB;;;7642894;
C;091;898571;14;20010822 13:37;52//845579;
D;091;898571;14;20010822 13:37;P;;;;;;
D;091;898571;14;20010822 13:37;P;;;;;;
D;091;898571;14;20010822 13:37;V;;;;;;
D;091;898571;14;20010822 13:37;V;;;;;;
B;091;898615;15;20010822 13:37;;;33;ALLENBY PARK PDE;ALLAMBIE HEIGHTS;2100;645;M;20010412;20010528;675000;A;R;;;EM;;;7648032;
C;091;898615;15;20010822 13:37;34//244769;
D;091;898615;15;20010822 13:37;P;;;;;;
D;091;898615;15;20010822 13:37;P;;;;;;
D;091;898615;15;20010822 13:37;V;;;;;;
B;091;899022;16;20010822 13:37;;;7;ANZAC AVE;COLLAROY;2097;;;20010122;20010122;0;A;R;;;FM;;;7591376;
C;091;899022;16;20010822 13:37;1//302541;
D;091;899022;16;20010822 13:37;P;;;;;;
D;091;899022;16;20010822 13:37;V;;;;;;
B;091;899132;17;20010822 13:37;;;28 A;ANZAC AVE;COLLAROY PLATEAU;2097;406.3;M;20010331;20010514;780000;A;R;;;FJ;;;7645743;
C;091;899132;17;20010822 13:37;2//1003047;
D;091;899132;17;20010822 13:37;P;;;;;;
D;091;899132;17;20010822 13:37;P;;;;;;
