A;237;20020102 13:59;PTHIRLWELL;
B;237;2628647;1;20020102 13:59;;;;PSH BARADINE;BARADINE;2396;3.411;H;20011130;20011205;4500;R;V;VACANT LAND;;HH;;;8192436;
C;237;2628647;1;20020102 13:59;4//872417;
D;237;2628647;1;20020102 13:59;P;;;;;;
D;237;2628647;1;20020102 13:59;V;;;;;;
B;237;2628655;2;20020102 13:59;;;11;BARWON ST;BARADINE;2396;784.1;M;20011019;20011019;35000;Z;R;RESIDENCE;;AH;;;8195420;
C;237;2628655;2;20020102 13:59;A//391556;
D;237;2628655;2;20020102 13:59;P;;;;;;
D;237;2628655;2;20020102 13:59;V;;;;;;
D;237;2628655;2;20020102 13:59;V;;;;;;
B;237;2628926;3;20020102 13:59;;;;SUBURBAN LANDS;BARADINE;2396;4.596;H;20011122;20011207;125000;R;R;RESIDENCE;;HH;;;8203607;
C;237;2628926;3;20020102 13:59;217//704151;
D;237;2628926;3;20020102 13:59;P;;;;;;
D;237;2628926;3;20020102 13:59;P;;;;;;
D;237;2628926;3;20020102 13:59;V;;;;;;
D;237;2628926;3;20020102 13:59;V;;;;;;
B;237;2629353;4;20020102 13:59;;;37;RAILWAY ST;BINNAWAY;2395;1012;M;20011023;20011128;62000;Z;3;;;AX;;;8168297;
C;237;2629353;4;20020102 13:59;11/2/758113;
D;237;2629353;4;20020102 13:59;P;;;;;;
D;237;2629353;4;20020102 13:59;P;;;;;;
D;237;2629353;4;20020102 13:59;V;;;;;;
B;237;2629419;5;20020102 13:59;;;2;ULINDA ST;BINNAWAY;2395;1018;M;20010122;20010216;40000;Z;R;RESIDENCE;;AX;;;8206556;
C;237;2629419;5;20020102 13:59;52//209126;
D;237;2629419;5;20020102 13:59;P;;;;;;
D;237;2629419;5;20020102 13:59;V;;;;;;
B;237;2629959;6;20020102 13:59;;;;BARADINE ST;COONABARABRAN;2357;3.765;H;20011017;20011130;27000;R;V;VACANT LAND;;HA;;;8172728;
C;237;2629959;6;20020102 13:59;4//863254;
D;237;2629959;6;20020102 13:59;P;;;;;;
D;237;2629959;6;20020102 13:59;V;;;;;;
B;237;2630382;7;20020102 13:59;;;88;DALGARNO ST;COONABARABRAN;2357;981.4;M;20011129;20011207;93000;Z;R;RESIDENCE;;AB;;;8203298;
C;237;2630382;7;20020102 13:59;10//310251;
D;237;2630382;7;20020102 13:59;P;;;;;;
D;237;2630382;7;20020102 13:59;V;;;;;;
B;237;2630560;8;20020102 13:59;;;;GARDENER ST;COONABARABRAN;2357;3184;M;20011015;20011123;4500;Z;V;VACANT LAND;;FB;;;8159687;
C;237;2630560;8;20020102 13:59;9//840963;
D;237;2630560;8;20020102 13:59;P;;;;;;
D;237;2630560;8;20020102 13:59;V;;;;;;
B;237;2630842;9;20020102 13:59;;;8;KNIGHT ST;COONABARABRAN;2357;1404;M;20010830;20010830;61600;Z;R;RESIDENCE;;AB;AC;;7994780;
C;237;2630842;9;20020102 13:59;26//8316;
D;237;2630842;9;20020102 13:59;P;;;;;;
D;237;2630842;9;20020102 13:59;P;;;;;;
D;237;2630842;9;20020102 13:59;P;;;;;;
D;237;2630842;9;20020102 13:59;P;;;;;;
D;237;2630842;9;20020102 13:59;V;;;;;;
D;237;2630842;9;20020102 13:59;V;;;;;;
D;237;2630842;9;20020102 13:59;V;;;;;;
D;237;2630842;9;20020102 13:59;V;;;;;;
B;237;2631211;10;20020102 13:59;;;;SOUTHERN CROSS PDE;COONABARABRAN;2357;2.037;H;20010906;20011004;26000;R;V;VACANT LAND;;HA;RV;;8009576;
C;237;2631211;10;20020102 13:59;5//874116;
D;237;2631211;10;20020102 13:59;P;;;;;;
D;237;2631211;10;20020102 13:59;P;;;;;;
D;237;2631211;10;20020102 13:59;V;;;;;;
B;237;2848467;11;20020102 13:59;;;;;COONABARABRAN;2357;675.227;H;20011016;20011130;115000;R;3;FARM/RURAL;;NJ;;;8184054;
C;237;2848467;11;20020102 13:59;2//621264 60//755531;
D;237;2848467;11;20020102 13:59;P;;;;;;
D;237;2848467;11;20020102 13:59;V;;;;;;
D;237;2848467;11;20020102 13:59;V;;;;;;
B;237;2870685;12;20020102 13:59;;;;;BARADINE;2396;;;20010928;20011205;10000;;V;VACANT LAND;;;;;8207023;
C;237;2870685;12;20020102 13:59;2//1035382;
D;237;2870685;12;20020102 13:59;P;;;;;;
D;237;2870685;12;20020102 13:59;V;;;;;;
D;237;2870685;12;20020102 13:59;V;;;;;;
B;237;2876200;13;20020102 13:59;;;;BARADINE RD;COONABARABRAN;2357;23.23;H;20010824;20010928;28000;;V;VACANT LAND;;;RV;;1177309;
C;237;2876200;13;20020102 13:59;40//257278 39//753391 2//1030763;
D;237;2876200;13;20020102 13:59;P;;;;;;
B;237;2876205;14;20020102 13:59;;;;TIMOR RD;COONABARABRAN;2357;11.48;H;20010815;20010928;25000;;V;VACANT LAND;;;RV;;7993827;
C;237;2876205;14;20020102 13:59;13//730980;
D;237;2876205;14;20020102 13:59;P;;;;;;
D;237;2876205;14;20020102 13:59;P;;;;;;
Z;70;14;14;40;
