A;233;20031016 14:19;PDANN;
B;233;2612919;1;20031016 14:19;;;;'WHYMAN';BREWARRINA;2839;9840;H;20030820;20031007;210000;R;3;;;WE;;0;AA56047;
C;233;2612919;1;20031016 14:19;2171//764105 5904//768795 Western Land Lease 4346 Western Land Lease 8;
C;233;2612919;1;20031016 14:19;72;
D;233;2612919;1;20031016 14:19;P;;;;;;
D;233;2612919;1;20031016 14:19;P;;;;;;
D;233;2612919;1;20031016 14:19;P;;;;;;
D;233;2612919;1;20031016 14:19;V;;;;;;
D;233;2612919;1;20031016 14:19;V;;;;;;
B;233;3031939;2;20031016 14:19;;;LOTS9/10/1;SECT 8/DP 2749;NEW ANGLEDOOL;2832;4047.2;M;20030920;20030920;4000;;V;VACANT LAND;;;;0;AA12842;
C;233;3031939;2;20031016 14:19;9, 10, 11, 12/8/2749;
D;233;3031939;2;20031016 14:19;P;;;;;;
D;233;3031939;2;20031016 14:19;V;;;;;;
Z;14;2;3;7;
