A;RTSALEDATA;224;20250210 01:03;VALNET;
B;224;2529532;1;20250210 01:03;;;13;ASTON AVE;SOUTH PENRITH;2750;645;M;20241121;20250131;940000;R2;R;RESIDENCE;;RGG;;0;AU797138;
C;224;2529532;1;20250210 01:03;35/239315;
D;224;2529532;1;20250210 01:03;P;;;;;;
D;224;2529532;1;20250210 01:03;P;;;;;;
D;224;2529532;1;20250210 01:03;V;;;;;;
D;224;2529532;1;20250210 01:03;V;;;;;;
B;224;2551272;2;20250210 01:03;;11;60;GREAT WESTERN HWY;EMU PLAINS;2750;;;20241120;20250131;840000;;R;RESIDENCE;11;;;0;AU796866;
C;224;2551272;2;20250210 01:03;11/SP67821;
D;224;2551272;2;20250210 01:03;P;;;;;;
D;224;2551272;2;20250210 01:03;P;;;;;;
D;224;2551272;2;20250210 01:03;V;;;;;;
B;224;3377050;3;20250210 01:03;;1;33;GOUGH ST;EMU PLAINS;2750;181;M;20241111;20250203;850000;;R;RESIDENCE;1;;;0;AU801441;
C;224;3377050;3;20250210 01:03;1/SP80385;
D;224;3377050;3;20250210 01:03;P;;;;;;
D;224;3377050;3;20250210 01:03;V;;;;;;
D;224;3377050;3;20250210 01:03;V;;;;;;
B;224;3462216;4;20250210 01:03;;2;27;BRISBANE ST;OXLEY PARK;2760;;;20241109;20250131;670000;;R;RESIDENCE;2;;;0;AU794119;
C;224;3462216;4;20250210 01:03;2/SP82286;
D;224;3462216;4;20250210 01:03;P;;;;;;
D;224;3462216;4;20250210 01:03;V;;;;;;
B;224;4221568;5;20250210 01:03;;;26;FOUAD WAY;CADDENS;2747;334.7;M;20241107;20250130;1050000;R1;R;RESIDENCE;;RAB;;0;AU789896;
C;224;4221568;5;20250210 01:03;632/1230585;
D;224;4221568;5;20250210 01:03;P;;;;;;
D;224;4221568;5;20250210 01:03;P;;;;;;
D;224;4221568;5;20250210 01:03;V;;;;;;
B;224;2541708;6;20250210 01:03;;;24;CRAIG AVE;OXLEY PARK;2760;575.4;M;20241216;20250131;829000;R2;R;RESIDENCE;;RAC;;0;AU795924;
C;224;2541708;6;20250210 01:03;23/221785;
D;224;2541708;6;20250210 01:03;P;;;;;;
D;224;2541708;6;20250210 01:03;V;;;;;;
B;224;2549738;7;20250210 01:03;;;56;GLEBE PL;PENRITH;2750;575.4;M;20241209;20250203;825000;R2;R;RESIDENCE;;RGC;;0;AU800101;
C;224;2549738;7;20250210 01:03;5/39149;
D;224;2549738;7;20250210 01:03;P;;;;;;
D;224;2549738;7;20250210 01:03;P;;;;;;
D;224;2549738;7;20250210 01:03;V;;;;;;
B;224;2544550;8;20250210 01:03;;;29;DRAKE ST;JAMISONTOWN;2750;785;M;20241219;20250130;935000;R2;R;RESIDENCE;;RGJ;;0;AU790645;
C;224;2544550;8;20250210 01:03;142/251393;
D;224;2544550;8;20250210 01:03;P;;;;;;
D;224;2544550;8;20250210 01:03;P;;;;;;
D;224;2544550;8;20250210 01:03;V;;;;;;
B;224;2539238;9;20250210 01:03;;;1;CHISHOLM AVE;WERRINGTON COUNTY;2747;758.8;M;20250113;20250203;915000;R2;R;RESIDENCE;;RAP;;0;AU799907;
C;224;2539238;9;20250210 01:03;66/243308;
D;224;2539238;9;20250210 01:03;P;;;;;;
D;224;2539238;9;20250210 01:03;V;;;;;;
D;224;2539238;9;20250210 01:03;V;;;;;;
B;224;2550567;10;20250210 01:03;;;128;GOVERNMENT RD;BERKSHIRE PARK;2765;2.023;H;20241127;20250204;3000000;RU4;R;RESIDENCE;;RBP;;0;AU804150;
C;224;2550567;10;20250210 01:03;3/621517;
D;224;2550567;10;20250210 01:03;P;;;;;;
D;224;2550567;10;20250210 01:03;V;;;;;;
B;224;2537183;11;20250210 01:03;;;214;CARPENTER ST;ST MARYS;2760;695.6;M;20241105;20250204;910000;R2;R;RESIDENCE;;RAC;;0;AU804085;
C;224;2537183;11;20250210 01:03;5/26684;
D;224;2537183;11;20250210 01:03;P;;;;;;
D;224;2537183;11;20250210 01:03;P;;;;;;
D;224;2537183;11;20250210 01:03;V;;;;;;
B;224;2550662;12;20250210 01:03;;;7;GRAHAM CL;CRANEBROOK;2749;682.8;M;20241224;20250204;960000;R2;R;RESIDENCE;;RAV;;0;AU803218;
C;224;2550662;12;20250210 01:03;38/260989;
D;224;2550662;12;20250210 01:03;P;;;;;;
D;224;2550662;12;20250210 01:03;V;;;;;;
B;224;2537403;13;20250210 01:03;;;149;CARRINGTON RD;LONDONDERRY;2753;2.748;H;20241203;20250203;850000;RU4;R;RESIDENCE;;RLF;;0;AU798709;
