A;084;20030619 09:00;PDANN;
B;084;683615;1;20030619 09:00;;;8;ALFRED PL;SOUTH TURRAMURRA;2074;948.5;M;20030109;20030306;535000;A;R;RESIDENCE;;EH;;0;9460791;
C;084;683615;1;20030619 09:00;6//218409;
D;084;683615;1;20030619 09:00;P;;;;;;
D;084;683615;1;20030619 09:00;P;;;;;;
D;084;683615;1;20030619 09:00;V;;;;;;
B;084;689696;2;20030619 09:00;;;27;CARISSA AVE;ST IVES;2075;923.2;M;20030129;20030319;755000;A;R;RESIDENCE;;GS;;0;9461870;
C;084;689696;2;20030619 09:00;36//222555;
D;084;689696;2;20030619 09:00;P;;;;;;
D;084;689696;2;20030619 09:00;V;;;;;;
B;084;689928;3;20030619 09:00;;;24 A;CARRAMAR RD;LINDFIELD;2070;696.8;M;20030206;20030227;680000;A;R;RESIDENCE;;GA;;0;9484271;
C;084;689928;3;20030619 09:00;19/5/8640;
D;084;689928;3;20030619 09:00;P;;;;;;
D;084;689928;3;20030619 09:00;P;;;;;;
D;084;689928;3;20030619 09:00;V;;;;;;
B;084;691235;4;20030619 09:00;;;61;COLLINS RD;ST IVES;2075;948.5;M;20030117;20030217;1370000;A;R;RESIDENCE;;GY;;0;9460835;
C;084;691235;4;20030619 09:00;1//31218;
D;084;691235;4;20030619 09:00;P;;;;;;
D;084;691235;4;20030619 09:00;P;;;;;;
D;084;691235;4;20030619 09:00;V;;;;;;
D;084;691235;4;20030619 09:00;V;;;;;;
B;084;692056;5;20030619 09:00;;;23;CROWN RD;PYMBLE;2073;847.3;M;20030122;20030319;1100000;A;R;RESIDENCE;;GT;;0;9474510;
C;084;692056;5;20030619 09:00;18//10472;
D;084;692056;5;20030619 09:00;P;;;;;;
D;084;692056;5;20030619 09:00;V;;;;;;
B;084;692450;6;20030619 09:00;;;1;DALTON RD;ST IVES;2075;874.4;M;20021117;20030228;770000;A;R;RESIDENCE;;GY;;0;9465587;
C;084;692450;6;20030619 09:00;10//212696;
D;084;692450;6;20030619 09:00;P;;;;;;
D;084;692450;6;20030619 09:00;P;;;;;;
D;084;692450;6;20030619 09:00;V;;;;;;
B;084;692590;7;20030619 09:00;;;58;DARNLEY ST;GORDON;2072;848.6;M;20020704;20021216;1200000;A;R;RESIDENCE;;GP;;0;9478954;
C;084;692590;7;20030619 09:00;63//17131;
D;084;692590;7;20030619 09:00;P;;;;;;
D;084;692590;7;20030619 09:00;P;;;;;;
D;084;692590;7;20030619 09:00;V;;;;;;
D;084;692590;7;20030619 09:00;V;;;;;;
B;084;692763;8;20030619 09:00;;;30;DENMAN ST;TURRAMURRA;2074;1052;M;20030110;20030221;700000;A;R;RESIDENCE;;EF;;0;9457988;
C;084;692763;8;20030619 09:00;A//337380;
D;084;692763;8;20030619 09:00;P;;;;;;
D;084;692763;8;20030619 09:00;P;;;;;;
D;084;692763;8;20030619 09:00;P;;;;;;
D;084;692763;8;20030619 09:00;V;;;;;;
B;084;692986;9;20030619 09:00;;;32;DOUGLAS ST W;ST IVES;2075;1356;M;20021206;20030314;1525000;A;R;RESIDENCE;;GS;;0;9450540;
C;084;692986;9;20030619 09:00;12//16236 B//362730;
D;084;692986;9;20030619 09:00;P;;;;;;
D;084;692986;9;20030619 09:00;V;;;;;;
B;084;693652;10;20030619 09:00;;;134;EASTERN RD;WAHROONGA;2076;1.889;H;20021108;20030318;7900000;S;3;HALL, CHAPEL;;JR;;0;9467622;
C;084;693652;10;20030619 09:00;13, 14, 15//12810 1//186622;
D;084;693652;10;20030619 09:00;P;;;;;;
D;084;693652;10;20030619 09:00;V;;;;;;
B;084;694203;11;20030619 09:00;;;26;ELGIN ST;GORDON;2072;1094;M;20030208;20030320;915000;A;R;RESIDENCE;;GP;;0;9486066;
C;084;694203;11;20030619 09:00;2//414702;
D;084;694203;11;20030619 09:00;P;;;;;;
D;084;694203;11;20030619 09:00;P;;;;;;
D;084;694203;11;20030619 09:00;V;;;;;;
D;084;694203;11;20030619 09:00;V;;;;;;
B;084;696837;12;20030619 09:00;;;39;GREVILLEA AVE;ST IVES;2075;1005;M;20030213;20030318;680000;A;R;RESIDENCE;;GQ;;0;9465891;
C;084;696837;12;20030619 09:00;142//221730;
D;084;696837;12;20030619 09:00;P;;;;;;
D;084;696837;12;20030619 09:00;P;;;;;;
D;084;696837;12;20030619 09:00;V;;;;;;
D;084;696837;12;20030619 09:00;V;;;;;;
B;084;696887;13;20030619 09:00;;;71;GRIFFITH AVE;ROSEVILLE CHASE;2069;701.9;M;20021206;20030214;930000;A;R;RESIDENCE;;GG;;0;9465786;
C;084;696887;13;20030619 09:00;1//231053;
D;084;696887;13;20030619 09:00;P;;;;;;
D;084;696887;13;20030619 09:00;V;;;;;;
B;084;697267;14;20030619 09:00;;;15;HAMILTON PDE;PYMBLE;2073;967.5;M;20021127;20030219;655000;A;R;RESIDENCE;;ES;;0;9454574;
C;084;697267;14;20030619 09:00;81//13081;
D;084;697267;14;20030619 09:00;P;;;;;;
D;084;697267;14;20030619 09:00;P;;;;;;
D;084;697267;14;20030619 09:00;P;;;;;;
D;084;697267;14;20030619 09:00;V;;;;;;
B;084;697847;15;20030619 09:00;;;9;HIGHGATE RD;LINDFIELD;2070;916.9;M;20030217;20030326;1300000;A;R;RESIDENCE;;GE;;0;9487442;
C;084;697847;15;20030619 09:00;125//6608;
D;084;697847;15;20030619 09:00;P;;;;;;
D;084;697847;15;20030619 09:00;P;;;;;;
D;084;697847;15;20030619 09:00;V;;;;;;
B;084;698166;16;20030619 09:00;;;33;HOLMES ST;TURRAMURRA;2074;1582;M;20021212;20030228;1150000;A;R;RESIDENCE;;EF;;0;9458656;
C;084;698166;16;20030619 09:00;15//7976;
D;084;698166;16;20030619 09:00;P;;;;;;
D;084;698166;16;20030619 09:00;P;;;;;;
D;084;698166;16;20030619 09:00;V;;;;;;
D;084;698166;16;20030619 09:00;V;;;;;;
B;084;698217;17;20030619 09:00;;;4;HOLT AVE;WAHROONGA;2076;999.1;M;20030207;20030321;840000;A;R;RESIDENCE;;HE;;0;9477002;
C;084;698217;17;20030619 09:00;24/18/242285;
D;084;698217;17;20030619 09:00;P;;;;;;
D;084;698217;17;20030619 09:00;P;;;;;;
D;084;698217;17;20030619 09:00;V;;;;;;
B;084;698510;18;20030619 09:00;;;93;HUNTER AVE;ST IVES;2075;929.5;M;20030130;20030313;935000;A;R;RESIDENCE;;GQ;;0;9464401;
C;084;698510;18;20030619 09:00;7/58/758377;
D;084;698510;18;20030619 09:00;P;;;;;;
D;084;698510;18;20030619 09:00;P;;;;;;
D;084;698510;18;20030619 09:00;V;;;;;;
D;084;698510;18;20030619 09:00;V;;;;;;
B;084;698788;19;20030619 09:00;;;35;IVEY ST;LINDFIELD;2070;1082;M;20021123;20021231;696000;A;V;VACANT LAND;;GB;;0;9477940;
C;084;698788;19;20030619 09:00;13//13408;
D;084;698788;19;20030619 09:00;P;;;;;;
D;084;698788;19;20030619 09:00;P;;;;;;
D;084;698788;19;20030619 09:00;V;;;;;;
D;084;698788;19;20030619 09:00;V;;;;;;
B;084;698834;20;20030619 09:00;;;11;JERSEY ST;TURRAMURRA;2074;916.8;M;20021213;20030321;570000;A;R;RESIDENCE;;EG;;0;9486309;
C;084;698834;20;20030619 09:00;16, 17//132871;
D;084;698834;20;20030619 09:00;P;;;;;;
D;084;698834;20;20030619 09:00;P;;;;;;
D;084;698834;20;20030619 09:00;V;;;;;;
D;084;698834;20;20030619 09:00;V;;;;;;
B;084;699767;21;20030619 09:00;;;8;KERRAWAH AVE;ST IVES;2075;1271;M;20021127;20030227;841000;A;R;RESIDENCE;;GY;;0;9451106;
C;084;699767;21;20030619 09:00;4//26661;
D;084;699767;21;20030619 09:00;P;;;;;;
D;084;699767;21;20030619 09:00;P;;;;;;
D;084;699767;21;20030619 09:00;V;;;;;;
B;084;699938;22;20030619 09:00;;;50;KILLEATON ST;ST IVES;2075;942.2;M;20030208;20030317;610000;A;R;RESIDENCE;;GY;;0;9462176;
C;084;699938;22;20030619 09:00;2//239132;
D;084;699938;22;20030619 09:00;P;;;;;;
D;084;699938;22;20030619 09:00;P;;;;;;
D;084;699938;22;20030619 09:00;V;;;;;;
B;084;700519;23;20030619 09:00;;;185;KISSING POINT RD;TURRAMURRA;2074;839.9;M;20030129;20030307;500000;A;R;RESIDENCE;;EH;;0;9458903;
C;084;700519;23;20030619 09:00;65//16178;
D;084;700519;23;20030619 09:00;P;;;;;;
D;084;700519;23;20030619 09:00;P;;;;;;
D;084;700519;23;20030619 09:00;V;;;;;;
B;084;701715;24;20030619 09:00;;9;10;LARKIN ST;ROSEVILLE;2069;;;20021129;20030116;420000;;R;RESIDENCE;9;;;0;9451580;
C;084;701715;24;20030619 09:00;9//SP 4144;
D;084;701715;24;20030619 09:00;P;;;;;;
D;084;701715;24;20030619 09:00;V;;;;;;
B;084;701715;25;20030619 09:00;;23;10;LARKIN ST;ROSEVILLE;2069;;;20021129;20030116;420000;;R;RESIDENCE;23;;;0;9451580;
C;084;701715;25;20030619 09:00;23//SP 4144;
D;084;701715;25;20030619 09:00;P;;;;;;
D;084;701715;25;20030619 09:00;V;;;;;;
B;084;701844;26;20030619 09:00;;;11;LARNOCK AVE;PYMBLE;2073;929.5;M;20030122;20030314;610000;A;R;RESIDENCE;;GP;;0;9488096;
C;084;701844;26;20030619 09:00;10//30011;
D;084;701844;26;20030619 09:00;P;;;;;;
D;084;701844;26;20030619 09:00;V;;;;;;
B;084;702805;27;20030619 09:00;;8;35;LORNE AVE;KILLARA;2071;;;20030206;20030320;337500;;R;RESIDENCE;8;;;0;9472438;
C;084;702805;27;20030619 09:00;8//SP 167;
D;084;702805;27;20030619 09:00;P;;;;;;
D;084;702805;27;20030619 09:00;P;;;;;;
D;084;702805;27;20030619 09:00;V;;;;;;
D;084;702805;27;20030619 09:00;V;;;;;;
B;084;702805;28;20030619 09:00;;22;35;LORNE AVE;KILLARA;2071;;;20030206;20030320;337500;;R;RESIDENCE;22;;;0;9472438;
C;084;702805;28;20030619 09:00;22//SP 167;
D;084;702805;28;20030619 09:00;P;;;;;;
D;084;702805;28;20030619 09:00;P;;;;;;
D;084;702805;28;20030619 09:00;V;;;;;;
D;084;702805;28;20030619 09:00;V;;;;;;
B;084;702999;29;20030619 09:00;;;147;LUCINDA AVE;WAHROONGA;2076;;;20030130;20030317;638000;A;R;RESIDENCE;;EB;;0;9460185;
C;084;702999;29;20030619 09:00;9//224136;
D;084;702999;29;20030619 09:00;P;;;;;;
D;084;702999;29;20030619 09:00;P;;;;;;
D;084;702999;29;20030619 09:00;V;;;;;;
B;084;703114;30;20030619 09:00;;;78;LYNBARA AVE;ST IVES;2075;929.5;M;20030205;20030312;646000;A;R;RESIDENCE;;GP;;0;9451190;
C;084;703114;30;20030619 09:00;10//211818;
D;084;703114;30;20030619 09:00;P;;;;;;
D;084;703114;30;20030619 09:00;P;;;;;;
