A;RTSALEDATA;274;20250310 01:09;VALNET;
B;274;2951030;1;20250310 01:09;;;;TOOMA RD;TUMBARUMBA;2653;2.021;H;20250129;20250226;320000;C3;3;FARM;;EMA;;0;AU852103;
C;274;2951030;1;20250310 01:09;2/873096;
D;274;2951030;1;20250310 01:09;P;;;;;;
D;274;2951030;1;20250310 01:09;V;;;;;;
D;274;2951030;1;20250310 01:09;V;;;;;;
B;274;4244590;2;20250310 01:09;;;110;BAGO FOREST RD;TUMBARUMBA;2653;4.199;H;20250117;20250228;580000;RU1;R;RESIDENCE;;HUC;;0;AU857744;
C;274;4244590;2;20250310 01:09;8/755874;
D;274;4244590;2;20250310 01:09;P;;;;;;
D;274;4244590;2;20250310 01:09;P;;;;;;
D;274;4244590;2;20250310 01:09;V;;;;;;
D;274;4244590;2;20250310 01:09;V;;;;;;
B;274;557338;3;20250310 01:09;;;10;BASSETT ST;TUMUT;2720;999.1;M;20250130;20250227;485000;R2;R;RESIDENCE;;RTF;;0;AU854468;
C;274;557338;3;20250310 01:09;11/23268;
D;274;557338;3;20250310 01:09;P;;;;;;
D;274;557338;3;20250310 01:09;V;;;;;;
B;274;557617;4;20250310 01:09;;;66;CAPPER ST;TUMUT;2720;803;M;20250205;20250226;485000;E1;R;RESIDENCE;;BTS;;0;AU851676;
C;274;557617;4;20250310 01:09;A/157646 2/222137;
D;274;557617;4;20250310 01:09;P;;;;;;
D;274;557617;4;20250310 01:09;V;;;;;;
B;274;552895;5;20250310 01:09;;;38;MITCHELL AVE;KHANCOBAN;2642;581.7;M;20250206;20250227;300000;RU5;R;RESIDENCE;;VKH;;0;AU854189;
C;274;552895;5;20250310 01:09;131/226654;
D;274;552895;5;20250310 01:09;P;;;;;;
D;274;552895;5;20250310 01:09;V;;;;;;
B;274;558420;6;20250310 01:09;;2;43;HERBERT ST;TUMUT;2720;;;20250124;20250227;312500;;R;RESIDENCE;2;;;0;AU853922;
C;274;558420;6;20250310 01:09;2/SP32936;
D;274;558420;6;20250310 01:09;P;;;;;;
D;274;558420;6;20250310 01:09;V;;;;;;
D;274;558420;6;20250310 01:09;V;;;;;;
B;274;556260;7;20250310 01:09;;;330;OLD TUMBARUMBA RD;BATLOW;2730;2.505;H;20250114;20250225;555000;RU1;R;RESIDENCE;;HUT;;0;AU849490;
C;274;556260;7;20250310 01:09;2/254702 2/594524;
D;274;556260;7;20250310 01:09;P;;;;;;
D;274;556260;7;20250310 01:09;V;;;;;;
B;274;4444970;8;20250310 01:09;;;415;MORGANS RESERVE RD;MUNDONGO;2720;23.98;H;20250207;20250214;1000000;RU1;R;RESIDENCE;;HUT;;0;AU825091;
C;274;4444970;8;20250310 01:09;111/750991;
D;274;4444970;8;20250310 01:09;P;;;;;;
D;274;4444970;8;20250310 01:09;V;;;;;;
Z;38;8;8;20;
