A;252;20040102 14:10;PDANN;
B;252;2676943;1;20040102 14:10;;;;SILLWOOD CL;WALCHA;2354;2.089;H;20031024;20031114;190000;R;R;RESIDENCE;;AB;;0;AA202466;
C;252;2676943;1;20040102 14:10;5//805203;
D;252;2676943;1;20040102 14:10;P;;;;;;
D;252;2676943;1;20040102 14:10;P;;;;;;
D;252;2676943;1;20040102 14:10;V;;;;;;
B;252;2677097;2;20040102 14:10;;;36 N;DARJEELING RD;WALCHA;2354;3547;M;20031015;20031125;130000;Z;R;RESIDENCE;;AA;;0;AA236181;
C;252;2677097;2;20040102 14:10;3, 4//24369;
D;252;2677097;2;20040102 14:10;P;;;;;;
D;252;2677097;2;20040102 14:10;P;;;;;;
D;252;2677097;2;20040102 14:10;V;;;;;;
B;252;2677672;3;20040102 14:10;;;209 N;PAKINGTON ST;WALCHA;2354;8987;M;20031021;20031102;80000;Z;3;INDUSTRIAL SH;;AA;;0;AA253290;
C;252;2677672;3;20040102 14:10;1//42065 8//575108 4/50/759035;
D;252;2677672;3;20040102 14:10;P;;;;;;
D;252;2677672;3;20040102 14:10;P;;;;;;
D;252;2677672;3;20040102 14:10;V;;;;;;
B;252;2860372;4;20040102 14:10;;;;"THE THREE MILE";WALCHA;2354;337.53;H;20020322;20020508;722000;R;R;RESIDENCE;;UC;;0;AA208910;
C;252;2860372;4;20040102 14:10;43, PT 70, 71, 76, 81, 83, 90//756468 76//756497;
D;252;2860372;4;20040102 14:10;P;;;;;;
D;252;2860372;4;20040102 14:10;P;;;;;;
D;252;2860372;4;20040102 14:10;P;;;;;;
D;252;2860372;4;20040102 14:10;V;;;;;;
D;252;2860372;4;20040102 14:10;V;;;;;;
Z;24;4;4;14;
