A;086;20030619 09:00;PDANN;
B;086;734639;1;20030619 09:00;;;10;ADDISON RD;MANLY;2095;744.2;M;20020830;20030228;3300000;A;R;RESIDENCE;;EW;;0;9484249;
C;086;734639;1;20030619 09:00;1//602702;
D;086;734639;1;20030619 09:00;P;;;;;;
D;086;734639;1;20030619 09:00;V;;;;;;
D;086;734639;1;20030619 09:00;V;;;;;;
B;086;735608;2;20030619 09:00;;3;20;ANGLE ST;BALGOWLAH;2093;;;20030211;20030314;530000;;3;;3;;;0;9471509;
C;086;735608;2;20030619 09:00;3//SP 3389;
D;086;735608;2;20030619 09:00;P;;;;;;
D;086;735608;2;20030619 09:00;P;;;;;;
D;086;735608;2;20030619 09:00;V;;;;;;
D;086;735608;2;20030619 09:00;V;;;;;;
B;086;736354;3;20030619 09:00;;9;80;BALGOWLAH RD;BALGOWLAH;2093;;;20030112;20030221;385000;;3;;9;;;0;9473208;
C;086;736354;3;20030619 09:00;9//SP 2591;
D;086;736354;3;20030619 09:00;P;;;;;;
D;086;736354;3;20030619 09:00;P;;;;;;
D;086;736354;3;20030619 09:00;P;;;;;;
D;086;736354;3;20030619 09:00;P;;;;;;
D;086;736354;3;20030619 09:00;V;;;;;;
D;086;736354;3;20030619 09:00;V;;;;;;
B;086;736529;4;20030619 09:00;;;6;BARINGA AVE;SEAFORTH;2092;600.3;M;20021207;20030217;630000;A;R;RESIDENCE;;EA;;0;9460782;
C;086;736529;4;20030619 09:00;218//35684;
D;086;736529;4;20030619 09:00;P;;;;;;
D;086;736529;4;20030619 09:00;P;;;;;;
D;086;736529;4;20030619 09:00;V;;;;;;
D;086;736529;4;20030619 09:00;V;;;;;;
B;086;737761;5;20030619 09:00;;;22;BRISBANE ST;FAIRLIGHT;2094;483.5;M;20020704;20020827;395000;A;R;RESIDENCE;;EM;;0;8926478;
C;086;737761;5;20030619 09:00;D//33329;
D;086;737761;5;20030619 09:00;P;;;;;;
D;086;737761;5;20030619 09:00;P;;;;;;
D;086;737761;5;20030619 09:00;V;;;;;;
D;086;737761;5;20030619 09:00;V;;;;;;
D;086;737761;5;20030619 09:00;V;;;;;;
B;086;738083;6;20030619 09:00;PACIFIC WAVES;99;3;CENTRAL AVE;MANLY;2095;;;20021220;20030320;745000;;R;RESIDENCE;99;;;0;9474308;
C;086;738083;6;20030619 09:00;99//SP 61139;
D;086;738083;6;20030619 09:00;P;;;;;;
D;086;738083;6;20030619 09:00;P;;;;;;
D;086;738083;6;20030619 09:00;V;;;;;;
D;086;738083;6;20030619 09:00;V;;;;;;
B;086;740971;7;20030619 09:00;;;7;ERNEST ST;BALGOWLAH;2093;615.6;M;20020704;20020926;960000;A;R;RESIDENCE;;EH;;0;9012836;
C;086;740971;7;20030619 09:00;27/21/758044       COUNCIL LEASE 26 SQM - GARAGE;
D;086;740971;7;20030619 09:00;P;;;;;;
D;086;740971;7;20030619 09:00;P;;;;;;
D;086;740971;7;20030619 09:00;V;;;;;;
B;086;741887;8;20030619 09:00;;;72;FRENCHS FOREST RD;SEAFORTH;2092;639.8;M;20020916;20021028;606000;A;R;RESIDENCE;;EA;;0;9152972;
C;086;741887;8;20030619 09:00;287//235073;
D;086;741887;8;20030619 09:00;P;;;;;;
D;086;741887;8;20030619 09:00;P;;;;;;
D;086;741887;8;20030619 09:00;V;;;;;;
B;086;742250;9;20030619 09:00;;;1;GOLF PDE;MANLY;2095;347;M;20020511;20020621;1161000;A;R;RESIDENCE;;ET;;0;9026220;
C;086;742250;9;20030619 09:00;9/8/2427;
D;086;742250;9;20030619 09:00;P;;;;;;
D;086;742250;9;20030619 09:00;V;;;;;;
B;086;742969;10;20030619 09:00;;;27;HIGH ST;MANLY;2095;354.1;M;20021111;20021111;800000;A;R;RESIDENCE;;EV;;0;4372538;
C;086;742969;10;20030619 09:00;1//150002;
D;086;742969;10;20030619 09:00;P;;;;;;
D;086;742969;10;20030619 09:00;P;;;;;;
D;086;742969;10;20030619 09:00;V;;;;;;
B;086;743085;11;20030619 09:00;;;15;HILLTOP CRES;FAIRLIGHT;2094;380.1;M;20030314;20030314;590000;A;R;RESIDENCE;;ER;;0;9475385;
C;086;743085;11;20030619 09:00;1//321596;
D;086;743085;11;20030619 09:00;P;;;;;;
