A;181;20020816 14:33;PDANN;
B;181;1843229;1;20020816 14:33;;;20;OLD KEERA RD;BINGARA;2404;3279;M;20020322;20020510;12000;Z;V;VACANT LAND;;KR;;;8837424;
C;181;1843229;1;20020816 14:33;3//856345;
D;181;1843229;1;20020816 14:33;P;;;;;;
D;181;1843229;1;20020816 14:33;P;;;;;;
D;181;1843229;1;20020816 14:33;V;;;;;;
B;181;1843232;2;20020816 14:33;;;22;OLD KEERA RD;BINGARA;2404;7941;M;20010828;20011009;155000;Z;R;RESIDENCE;;KR;;;8813299;
C;181;1843232;2;20020816 14:33;295//754819 Licence 194952 LEASE OVER PROPERTY;
D;181;1843232;2;20020816 14:33;P;;;;;;
D;181;1843232;2;20020816 14:33;V;;;;;;
B;181;2924208;3;20020816 14:33;;;;UPPER BINGARA RD;BINGARA;2404;561.395;H;20020322;20020412;220000;;3;FARM/RURAL;;;RG;;8605079;
C;181;2924208;3;20020816 14:33;77, 78//754839 1, 50, 85, 97//754842 32, 33, 34, 35//754848;
D;181;2924208;3;20020816 14:33;P;;;;;;
D;181;2924208;3;20020816 14:33;P;;;;;;
D;181;2924208;3;20020816 14:33;P;;;;;;
D;181;2924208;3;20020816 14:33;V;;;;;;
D;181;2924208;3;20020816 14:33;V;;;;;;
Z;18;3;3;10;
