A;058;20020102 12:18;PTHIRLWELL;
B;058;525069;1;20020102 12:18;;;18;BYRON ST;GUNDAGAI;2722;897.9;M;20011116;20011207;75000;Z;R;RESIDENCE;;AD;;;8199050;
C;058;525069;1;20020102 12:18;101//997703;
D;058;525069;1;20020102 12:18;P;;;;;;
D;058;525069;1;20020102 12:18;P;;;;;;
D;058;525069;1;20020102 12:18;V;;;;;;
B;058;525345;2;20020102 12:18;;;15;HOMER ST;GUNDAGAI;2722;1151;M;20011112;20011213;62000;Z;R;RESIDENCE;;AD;;;8215635;
C;058;525345;2;20020102 12:18;A//329464;
D;058;525345;2;20020102 12:18;P;;;;;;
D;058;525345;2;20020102 12:18;P;;;;;;
D;058;525345;2;20020102 12:18;V;;;;;;
D;058;525345;2;20020102 12:18;V;;;;;;
B;058;525539;3;20020102 12:18;;;73;MOUNT ST;GUNDAGAI;2722;2826;M;20011002;20011012;55000;Z;R;RESIDENCE;;AG;AC;;8043621;
C;058;525539;3;20020102 12:18;1//823311 DP 1027134 Easement;
D;058;525539;3;20020102 12:18;P;;;;;;
D;058;525539;3;20020102 12:18;V;;;;;;
B;058;525965;4;20020102 12:18;;;12;TOR ST;GUNDAGAI;2722;733.5;M;19650226;20010531;7540;Z;R;RESIDENCE;;AD;;;8183178;
C;058;525965;4;20020102 12:18;E//36500;
D;058;525965;4;20020102 12:18;P;;;;;;
D;058;525965;4;20020102 12:18;P;;;;;;
B;058;525966;5;20020102 12:18;;;14;TOR ST;GUNDAGAI;2722;752.5;M;19650226;20010531;7540;Z;R;RESIDENCE;;AD;;;8183178;
C;058;525966;5;20020102 12:18;D//36500;
D;058;525966;5;20020102 12:18;P;;;;;;
D;058;525966;5;20020102 12:18;P;;;;;;
B;058;525967;6;20020102 12:18;;;16;TOR ST;GUNDAGAI;2722;752.5;M;19650226;20010531;7540;Z;R;RESIDENCE;;AD;;;8183178;
C;058;525967;6;20020102 12:18;C//36500;
D;058;525967;6;20020102 12:18;P;;;;;;
D;058;525967;6;20020102 12:18;P;;;;;;
B;058;525968;7;20020102 12:18;;;18;TOR ST;GUNDAGAI;2722;733.5;M;19650226;20010531;7540;Z;R;RESIDENCE;;AD;;;8183178;
C;058;525968;7;20020102 12:18;B//36500;
D;058;525968;7;20020102 12:18;P;;;;;;
D;058;525968;7;20020102 12:18;P;;;;;;
B;058;525969;8;20020102 12:18;;;20;TOR ST;GUNDAGAI;2722;733.5;M;19650226;20010531;7540;Z;R;RESIDENCE;;AD;;;8183178;
C;058;525969;8;20020102 12:18;A//36500;
D;058;525969;8;20020102 12:18;P;;;;;;
D;058;525969;8;20020102 12:18;P;;;;;;
B;058;526248;9;20020102 12:18;;;;PH BONGONGALONG;GUNDAGAI;2722;298.9;H;20010628;20010906;906000;Z;3;FARM;;GC;RM;;8027670;
C;058;526248;9;20020102 12:18;222, 223, 231, 232, 242//751421 124, 56//753594 Road Permit 1917/74 LE;
C;058;526248;9;20020102 12:18;ASE OVER PROPERTY;
D;058;526248;9;20020102 12:18;P;;;;;;
D;058;526248;9;20020102 12:18;V;;;;;;
B;058;526256;10;20020102 12:18;;;;PH BONGONGALONG;GUNDAGAI;2722;262.4;H;20010628;20010906;906000;Z;3;FARM;;GC;RM;;8027670;
C;058;526256;10;20020102 12:18;1//570300 143//753594 Enclosure Permit 138104 LEASE OVER PROPERTY;
D;058;526256;10;20020102 12:18;P;;;;;;
D;058;526256;10;20020102 12:18;V;;;;;;
D;058;526256;10;20020102 12:18;V;;;;;;
B;058;526397;11;20020102 12:18;;;;PH COOLAC DP'S;GUNDAGAI;2722;1313;M;20011101;20011101;20000;Z;R;RESIDENCE;;VD;AC;;8155265;
C;058;526397;11;20020102 12:18;2//591526;
D;058;526397;11;20020102 12:18;P;;;;;;
D;058;526397;11;20020102 12:18;V;;;;;;
B;058;526807;12;20020102 12:18;;;;PH NANGUS DP'S;GUNDAGAI;2722;265.3;H;20011203;20011210;327823;Z;3;FARM;;GH;;;8209809;
C;058;526807;12;20020102 12:18;4//815517;
D;058;526807;12;20020102 12:18;P;;;;;;
D;058;526807;12;20020102 12:18;P;;;;;;
D;058;526807;12;20020102 12:18;V;;;;;;
D;058;526807;12;20020102 12:18;V;;;;;;
B;058;526907;13;20020102 12:18;;;;PH NORTH GUNDAGAI PH PORS;GUNDAGAI;2722;130.4;H;20011026;20011130;140000;Z;3;FARM;;GH;;;8209965;
C;058;526907;13;20020102 12:18;2//219926 321//751421;
D;058;526907;13;20020102 12:18;P;;;;;;
D;058;526907;13;20020102 12:18;P;;;;;;
D;058;526907;13;20020102 12:18;V;;;;;;
B;058;2878219;14;20020102 12:18;PH KIMO;;;;GUNDAGAI;2722;36.59;H;20010821;20010914;115000;;R;RESIDENCE;;;RR;;7975262;
C;058;2878219;14;20020102 12:18;191, 192//751415 1//1016159;
D;058;2878219;14;20020102 12:18;P;;;;;;
B;058;2878246;15;20020102 12:18;PH BURRA;;;;GUNDAGAI;2722;330.25;H;20010310;20010904;269300;;3;FARM;;;;;8012246;
C;058;2878246;15;20020102 12:18;1//504707 160, 161, 174, 235//753597;
D;058;2878246;15;20020102 12:18;P;;;;;;
Z;68;15;16;35;
