A;120;20030916 09:45;PDANN;
B;120;1253886;1;20030916 09:45;;;237;CHURCH ST;MUDGEE;2850;825.8;M;20030526;20030707;230000;A;R;RESIDENCE;;AC;;0;9866273;
C;120;1253886;1;20030916 09:45;5//251988;
D;120;1253886;1;20030916 09:45;P;;;;;;
D;120;1253886;1;20030916 09:45;V;;;;;;
D;120;1253886;1;20030916 09:45;V;;;;;;
B;120;1254001;2;20030916 09:45;ROBERTS;;104;CHURCH ST;MUDGEE;2850;246.6;M;20030625;20030806;350000;B;3;RETAIL PREMIS;;BB;;0;9913785;
C;120;1254001;2;20030916 09:45;A//161534;
D;120;1254001;2;20030916 09:45;P;;;;;;
D;120;1254001;2;20030916 09:45;P;;;;;;
D;120;1254001;2;20030916 09:45;V;;;;;;
D;120;1254001;2;20030916 09:45;V;;;;;;
B;120;1254402;3;20030916 09:45;;;91;DENISON ST;MUDGEE;2850;613;M;20030806;20030822;169500;A;R;RESIDENCE;;AD;;0;9939252;
C;120;1254402;3;20030916 09:45;B//162254 3//548768;
D;120;1254402;3;20030916 09:45;P;;;;;;
D;120;1254402;3;20030916 09:45;V;;;;;;
D;120;1254402;3;20030916 09:45;V;;;;;;
B;120;1254412;4;20030916 09:45;;;55;DENISON ST;MUDGEE;2850;630.3;M;20030604;20030716;169500;A;R;RESIDENCE;;AD;;0;4398134;
C;120;1254412;4;20030916 09:45;PT 1/32/758721;
D;120;1254412;4;20030916 09:45;P;;;;;;
D;120;1254412;4;20030916 09:45;V;;;;;;
B;120;1254540;5;20030916 09:45;;;38;DOURO ST;MUDGEE;2850;2480;M;20030723;20030904;410000;A;3;;;AD;;0;9950428;
C;120;1254540;5;20030916 09:45;2//703114;
D;120;1254540;5;20030916 09:45;P;;;;;;
D;120;1254540;5;20030916 09:45;V;;;;;;
D;120;1254540;5;20030916 09:45;V;;;;;;
B;120;1255294;6;20030916 09:45;;;18;LAHY CT;MUDGEE;2850;701.4;M;20030618;20030723;197500;A;R;RESIDENCE;;AF;;0;9951808;
C;120;1255294;6;20030916 09:45;82//831352;
D;120;1255294;6;20030916 09:45;P;;;;;;
D;120;1255294;6;20030916 09:45;P;;;;;;
D;120;1255294;6;20030916 09:45;V;;;;;;
D;120;1255294;6;20030916 09:45;V;;;;;;
B;120;1255465;7;20030916 09:45;LAURALLA;;25;LEWIS ST;MUDGEE;2850;1391;M;20030424;20030605;590000;A;R;RESIDENCE;;AH;;0;9878397;
C;120;1255465;7;20030916 09:45;X//385339;
D;120;1255465;7;20030916 09:45;P;;;;;;
D;120;1255465;7;20030916 09:45;V;;;;;;
B;120;1255664;8;20030916 09:45;;;10;LOWANA CL;MUDGEE;2850;1400;M;20030716;20030827;239000;A;R;RESIDENCE;;AC;;0;9937180;
C;120;1255664;8;20030916 09:45;36//802483;
D;120;1255664;8;20030916 09:45;P;;;;;;
D;120;1255664;8;20030916 09:45;P;;;;;;
D;120;1255664;8;20030916 09:45;V;;;;;;
B;120;1255825;9;20030916 09:45;;;188;MARKET ST;MUDGEE;2850;663.9;M;20030530;20030717;165000;A;R;RESIDENCE;;AF;;0;9927741;
C;120;1255825;9;20030916 09:45;20//230260;
D;120;1255825;9;20030916 09:45;P;;;;;;
D;120;1255825;9;20030916 09:45;P;;;;;;
D;120;1255825;9;20030916 09:45;V;;;;;;
D;120;1255825;9;20030916 09:45;V;;;;;;
B;120;1255879;10;20030916 09:45;;;133;MARKET ST;MUDGEE;2850;872.6;M;20030708;20030819;136500;A;R;RESIDENCE;;AD;;0;9925849;
C;120;1255879;10;20030916 09:45;1//535249;
D;120;1255879;10;20030916 09:45;P;;;;;;
D;120;1255879;10;20030916 09:45;V;;;;;;
D;120;1255879;10;20030916 09:45;V;;;;;;
D;120;1255879;10;20030916 09:45;V;;;;;;
D;120;1255879;10;20030916 09:45;V;;;;;;
B;120;1256239;11;20030916 09:45;;;121;MORTIMER ST;MUDGEE;2850;556.4;M;20030509;20030616;150000;A;R;RESIDENCE;;AD;;0;4397572;
C;120;1256239;11;20030916 09:45;2//515870;
D;120;1256239;11;20030916 09:45;P;;;;;;
D;120;1256239;11;20030916 09:45;P;;;;;;
D;120;1256239;11;20030916 09:45;V;;;;;;
B;120;1256972;12;20030916 09:45;;;27;THOMAS CLARK PL;MUDGEE;2850;759;M;20030801;20030905;205000;A;R;RESIDENCE;;AF;;0;9961249;
C;120;1256972;12;20030916 09:45;153//883991;
D;120;1256972;12;20030916 09:45;P;;;;;;
D;120;1256972;12;20030916 09:45;V;;;;;;
D;120;1256972;12;20030916 09:45;V;;;;;;
B;120;1257142;13;20030916 09:45;;;1015;WINDEYER RD;GRATTAI;2850;10.16;H;20030512;20030822;335000;R;R;RESIDENCE;;TR;;0;9919716;
C;120;1257142;13;20030916 09:45;2//249558;
D;120;1257142;13;20030916 09:45;P;;;;;;
D;120;1257142;13;20030916 09:45;P;;;;;;
D;120;1257142;13;20030916 09:45;V;;;;;;
D;120;1257142;13;20030916 09:45;V;;;;;;
B;120;1257514;14;20030916 09:45;;;957;HAYES GAP RD;HAYES GAP;2850;10.33;H;20030623;20030721;163000;R;R;RESIDENCE;;TL;;0;9861783;
C;120;1257514;14;20030916 09:45;5//249243;
D;120;1257514;14;20030916 09:45;P;;;;;;
D;120;1257514;14;20030916 09:45;V;;;;;;
D;120;1257514;14;20030916 09:45;V;;;;;;
B;120;1257638;15;20030916 09:45;MULLAMUDDY FARM;;859;CASTLEREAGH HWY;MULLAMUDDY;2850;1.613;H;20030730;20030903;275000;R;R;RESIDENCE;;TG;;0;9950258;
C;120;1257638;15;20030916 09:45;6//880241;
D;120;1257638;15;20030916 09:45;P;;;;;;
