A;203;20030701 14:37;PDANN;
B;203;1883333;1;20030701 14:37;;185;125;BANKSIA ST;BOTANY;2019;;;20030521;20030606;375000;;R;RESIDENCE;185;;;0;9695378;
C;203;1883333;1;20030701 14:37;185//SP 58723;
D;203;1883333;1;20030701 14:37;P;;;;;;
D;203;1883333;1;20030701 14:37;P;;;;;;
D;203;1883333;1;20030701 14:37;P;;;;;;
D;203;1883333;1;20030701 14:37;V;;;;;;
D;203;1883333;1;20030701 14:37;V;;;;;;
B;203;1884127;2;20030701 14:37;;;167;BAY ST;BOTANY;2019;;;20030331;20030523;500000;A;R;RESIDENCE;;AF;;0;9730351;
C;203;1884127;2;20030701 14:37;2//223896;
D;203;1884127;2;20030701 14:37;P;;;;;;
D;203;1884127;2;20030701 14:37;P;;;;;;
D;203;1884127;2;20030701 14:37;V;;;;;;
D;203;1884127;2;20030701 14:37;V;;;;;;
B;203;1884256;3;20030701 14:37;;;73;BEAUCHAMP RD;MATRAVILLE;2036;210;M;20030513;20030513;3050000;I;3;BUILDING;;HD;;0;9689365;
C;203;1884256;3;20030701 14:37;PT 22//561545;
D;203;1884256;3;20030701 14:37;P;;;;;;
D;203;1884256;3;20030701 14:37;P;;;;;;
D;203;1884256;3;20030701 14:37;V;;;;;;
D;203;1884256;3;20030701 14:37;V;;;;;;
B;203;1884257;4;20030701 14:37;;;73;BEAUCHAMP RD;MATRAVILLE;2036;816;M;20030513;20030513;3050000;I;3;BUILDING;;HD;;0;9689365;
C;203;1884257;4;20030701 14:37;PT 22//561545;
D;203;1884257;4;20030701 14:37;P;;;;;;
D;203;1884257;4;20030701 14:37;P;;;;;;
D;203;1884257;4;20030701 14:37;V;;;;;;
D;203;1884257;4;20030701 14:37;V;;;;;;
B;203;1884941;5;20030701 14:37;;7;1299;BOTANY RD;BOTANY;2019;;;20020708;20020906;575000;;3;WAREHOUSE;7;;;0;9685283;
C;203;1884941;5;20030701 14:37;7//SP 51383;
D;203;1884941;5;20030701 14:37;P;;;;;;
D;203;1884941;5;20030701 14:37;V;;;;;;
B;203;1885282;6;20030701 14:37;;;12;BRIGHTON ST;BOTANY;2019;;;20030620;20030620;545000;A;R;RESIDENCE;;AF;;0;9728970;
C;203;1885282;6;20030701 14:37;14/2/3409;
D;203;1885282;6;20030701 14:37;P;;;;;;
D;203;1885282;6;20030701 14:37;P;;;;;;
D;203;1885282;6;20030701 14:37;V;;;;;;
D;203;1885282;6;20030701 14:37;V;;;;;;
D;203;1885282;6;20030701 14:37;V;;;;;;
B;203;1886051;7;20030701 14:37;;30;24;CHELMSFORD AVE;BOTANY;2019;;;20030414;20030523;290000;;R;RESIDENCE;30;;;0;9712612;
C;203;1886051;7;20030701 14:37;30//SP 37080;
D;203;1886051;7;20030701 14:37;P;;;;;;
D;203;1886051;7;20030701 14:37;V;;;;;;
B;203;1886201;8;20030701 14:37;;;5 A;CLEVEDON ST;BOTANY;2019;;;20030203;20030325;820000;I;3;FACTORY;;HD;;0;9625329;
C;203;1886201;8;20030701 14:37;15, 16/17/773;
D;203;1886201;8;20030701 14:37;P;;;;;;
D;203;1886201;8;20030701 14:37;V;;;;;;
B;203;1886710;9;20030701 14:37;;2;42;DAPHNE ST;BOTANY;2019;;;20030414;20030606;549000;;R;RESIDENCE;2;;;0;9700547;
C;203;1886710;9;20030701 14:37;2//SP 62387;
D;203;1886710;9;20030701 14:37;P;;;;;;
D;203;1886710;9;20030701 14:37;V;;;;;;
D;203;1886710;9;20030701 14:37;V;;;;;;
B;203;1886781;10;20030701 14:37;;;58 A;DENISON ST;HILLSDALE;2036;378.6;M;20030310;20030604;790000;A;R;RESIDENCE;;AC;;0;9692228;
C;203;1886781;10;20030701 14:37;6//857510;
D;203;1886781;10;20030701 14:37;P;;;;;;
D;203;1886781;10;20030701 14:37;P;;;;;;
D;203;1886781;10;20030701 14:37;V;;;;;;
D;203;1886781;10;20030701 14:37;V;;;;;;
B;203;1886832;11;20030701 14:37;;;8;DENT ST;BOTANY;2019;;;20030212;20030522;620000;A;R;RESIDENCE;;AG;;0;9708699;
C;203;1886832;11;20030701 14:37;39//4747;
D;203;1886832;11;20030701 14:37;P;;;;;;
D;203;1886832;11;20030701 14:37;P;;;;;;
D;203;1886832;11;20030701 14:37;V;;;;;;
D;203;1886832;11;20030701 14:37;V;;;;;;
B;203;1887310;12;20030701 14:37;;1;3;ELLIOTT PL;HILLSDALE;2036;;;20030529;20030613;265000;;R;RESIDENCE;1;;;0;9705694;
C;203;1887310;12;20030701 14:37;1//SP 1120;
D;203;1887310;12;20030701 14:37;P;;;;;;
D;203;1887310;12;20030701 14:37;P;;;;;;
D;203;1887310;12;20030701 14:37;V;;;;;;
B;203;1887420;13;20030701 14:37;;25;28;EVANS AVE;EASTLAKES;2018;;;20030430;20030611;304000;;R;RESIDENCE;25;;;0;9711840;
C;203;1887420;13;20030701 14:37;25//SP 6730;
D;203;1887420;13;20030701 14:37;P;;;;;;
D;203;1887420;13;20030701 14:37;P;;;;;;
D;203;1887420;13;20030701 14:37;P;;;;;;
D;203;1887420;13;20030701 14:37;V;;;;;;
D;203;1887420;13;20030701 14:37;V;;;;;;
B;203;1887468;14;20030701 14:37;;3;191;GARDENERS RD;EASTLAKES;2018;;;20020928;20021018;217500;;R;RESIDENCE;3;;;75;9706557;
C;203;1887468;14;20030701 14:37;3//SP 4737;
D;203;1887468;14;20030701 14:37;P;;;;;;
D;203;1887468;14;20030701 14:37;V;;;;;;
D;203;1887468;14;20030701 14:37;V;;;;;;
D;203;1887468;14;20030701 14:37;V;;;;;;
D;203;1887468;14;20030701 14:37;V;;;;;;
B;203;1887793;15;20030701 14:37;;9;3;FLACK AVE;HILLSDALE;2036;;;20030422;20030612;305000;;R;RESIDENCE;9;;;0;9730828;
C;203;1887793;15;20030701 14:37;9//SP 2327;
D;203;1887793;15;20030701 14:37;P;;;;;;
D;203;1887793;15;20030701 14:37;P;;;;;;
D;203;1887793;15;20030701 14:37;V;;;;;;
B;203;1887793;16;20030701 14:37;;10;3;FLACK AVE;HILLSDALE;2036;;;20030422;20030612;305000;;R;RESIDENCE;10;;;0;9730828;
C;203;1887793;16;20030701 14:37;10//SP 2327;
D;203;1887793;16;20030701 14:37;P;;;;;;
D;203;1887793;16;20030701 14:37;P;;;;;;
D;203;1887793;16;20030701 14:37;V;;;;;;
B;203;1887836;17;20030701 14:37;;6;11;FLACK AVE;HILLSDALE;2036;;;20030408;20030516;300000;;R;RESIDENCE;6;;;0;9684730;
C;203;1887836;17;20030701 14:37;6//SP 2216;
D;203;1887836;17;20030701 14:37;P;;;;;;
D;203;1887836;17;20030701 14:37;V;;;;;;
D;203;1887836;17;20030701 14:37;V;;;;;;
B;203;1887868;18;20030701 14:37;;4;10;FLACK AVE;HILLSDALE;2036;;;20030417;20030529;317500;;R;RESIDENCE;4;;;0;9672815;
C;203;1887868;18;20030701 14:37;4//SP 37791;
D;203;1887868;18;20030701 14:37;P;;;;;;
D;203;1887868;18;20030701 14:37;P;;;;;;
D;203;1887868;18;20030701 14:37;V;;;;;;
D;203;1887868;18;20030701 14:37;V;;;;;;
B;203;1889056;19;20030701 14:37;;26;5;GRACE CAMPBELL CRES;HILLSDALE;2036;;;20030514;20030613;256000;;R;RESIDENCE;26;;;0;9713304;
C;203;1889056;19;20030701 14:37;26//SP 3078;
D;203;1889056;19;20030701 14:37;P;;;;;;
D;203;1889056;19;20030701 14:37;P;;;;;;
D;203;1889056;19;20030701 14:37;V;;;;;;
B;203;1889113;20;20030701 14:37;;15;2;GRACE CAMPBELL CRES;HILLSDALE;2036;;;20030522;20030624;340000;;R;RESIDENCE;15;;;0;9728322;
C;203;1889113;20;20030701 14:37;15//SP 4024;
D;203;1889113;20;20030701 14:37;P;;;;;;
D;203;1889113;20;20030701 14:37;V;;;;;;
D;203;1889113;20;20030701 14:37;V;;;;;;
B;203;1889622;21;20030701 14:37;;;12;HASTINGS ST;BOTANY;2019;;;20030424;20030526;546000;A;R;RESIDENCE;;AF;;0;9731197;
C;203;1889622;21;20030701 14:37;11/12/773;
D;203;1889622;21;20030701 14:37;P;;;;;;
D;203;1889622;21;20030701 14:37;P;;;;;;
D;203;1889622;21;20030701 14:37;V;;;;;;
B;203;1889686;22;20030701 14:37;;4;1;HAYDEN PL;BOTANY;2019;;;20030513;20030618;325000;;R;RESIDENCE;4;;;0;9732554;
C;203;1889686;22;20030701 14:37;4//SP 3484;
D;203;1889686;22;20030701 14:37;P;;;;;;
D;203;1889686;22;20030701 14:37;P;;;;;;
D;203;1889686;22;20030701 14:37;V;;;;;;
B;203;1890143;23;20030701 14:37;;21;104;HIGH ST;MASCOT;2020;;;20030328;20030514;410000;;R;RESIDENCE;21;;;0;9690706;
C;203;1890143;23;20030701 14:37;21//SP 50057;
D;203;1890143;23;20030701 14:37;P;;;;;;
D;203;1890143;23;20030701 14:37;V;;;;;;
B;203;1890322;24;20030701 14:37;;9;;HORNER AVE HOUSE NO: 6 10;MASCOT;2020;;;20030327;20030508;402000;;R;RESIDENCE;9;;;0;9689257;
C;203;1890322;24;20030701 14:37;9//SP 9066;
D;203;1890322;24;20030701 14:37;P;;;;;;
D;203;1890322;24;20030701 14:37;P;;;;;;
D;203;1890322;24;20030701 14:37;P;;;;;;
D;203;1890322;24;20030701 14:37;V;;;;;;
D;203;1890322;24;20030701 14:37;V;;;;;;
