A;214;20011203 13:10;CDIXON;
B;214;2152350;1;20011203 13:10;;13;4;ABBOTT RD;SEVEN HILLS;2147;;;20010926;20011024;180000;;R;RESIDENCE;13;;;;8084254;
C;214;2152350;1;20011203 13:10;13//SP 52917;
D;214;2152350;1;20011203 13:10;P;;;;;;
D;214;2152350;1;20011203 13:10;V;;;;;;
B;214;2152455;2;20011203 13:10;;;50;ABERCROMBIE AVE;SEVEN HILLS;2147;;;20010311;20010511;215000;A;R;RESIDENCE;;DA;;;7615123;
C;214;2152455;2;20011203 13:10;21//251471;
D;214;2152455;2;20011203 13:10;P;;;;;;
D;214;2152455;2;20011203 13:10;V;;;;;;
D;214;2152455;2;20011203 13:10;V;;;;;;
B;214;2152657;3;20011203 13:10;;;6;ACUBA GR;QUAKERS HILL;2763;558.6;M;20011112;20011112;5300;A;R;RESIDENCE;;DS;;;8134035;
C;214;2152657;3;20011203 13:10;78//731220;
D;214;2152657;3;20011203 13:10;P;;;;;;
D;214;2152657;3;20011203 13:10;P;;;;;;
D;214;2152657;3;20011203 13:10;V;;;;;;
D;214;2152657;3;20011203 13:10;V;;;;;;
D;214;2152657;3;20011203 13:10;V;;;;;;
B;214;2152774;4;20011203 13:10;;;35;ADELLA AVE;BLACKTOWN;2148;;;20010608;20010726;217000;A;R;RESIDENCE;;DN;AC;;7810852;
C;214;2152774;4;20011203 13:10;18//29250;
D;214;2152774;4;20011203 13:10;P;;;;;;
D;214;2152774;4;20011203 13:10;V;;;;;;
D;214;2152774;4;20011203 13:10;V;;;;;;
B;214;2152856;5;20011203 13:10;;;6;ADINA ST;SEVEN HILLS;2147;556.4;M;20010908;20011030;285000;A;R;RESIDENCE;;DA;;;8100351;
C;214;2152856;5;20011203 13:10;16//31087;
D;214;2152856;5;20011203 13:10;P;;;;;;
D;214;2152856;5;20011203 13:10;P;;;;;;
D;214;2152856;5;20011203 13:10;V;;;;;;
D;214;2152856;5;20011203 13:10;V;;;;;;
B;214;2153011;6;20011203 13:10;;;3;AGATHA PL;PLUMPTON;2761;555;M;20010810;20011030;227000;A;R;RESIDENCE;;DX;;;8080407;
C;214;2153011;6;20011203 13:10;5024//703804;
D;214;2153011;6;20011203 13:10;P;;;;;;
D;214;2153011;6;20011203 13:10;P;;;;;;
D;214;2153011;6;20011203 13:10;V;;;;;;
D;214;2153011;6;20011203 13:10;V;;;;;;
B;214;2153035;7;20011203 13:10;;;9;AGRA PL;RIVERSTONE;2765;557.5;M;20010920;20011108;210000;A;R;RESIDENCE;;EC;;;8121546;
C;214;2153035;7;20011203 13:10;13//244857;
D;214;2153035;7;20011203 13:10;P;;;;;;
D;214;2153035;7;20011203 13:10;P;;;;;;
D;214;2153035;7;20011203 13:10;P;;;;;;
D;214;2153035;7;20011203 13:10;V;;;;;;
B;214;2153100;8;20011203 13:10;;;8;AILSA AVE;BLACKTOWN;2148;581.7;M;20010921;20011030;219000;A;R;RESIDENCE;;DA;;;8154772;
C;214;2153100;8;20011203 13:10;141//30678;
D;214;2153100;8;20011203 13:10;P;;;;;;
D;214;2153100;8;20011203 13:10;V;;;;;;
B;214;2153470;9;20011203 13:10;;1;3;ALDGATE ST;PROSPECT;2148;;;20010914;20011102;515000;;3;COMMERCIAL PR;1;;;;8083428;
C;214;2153470;9;20011203 13:10;1//SP 40731;
D;214;2153470;9;20011203 13:10;P;;;;;;
D;214;2153470;9;20011203 13:10;P;;;;;;
D;214;2153470;9;20011203 13:10;V;;;;;;
B;214;2153609;10;20011203 13:10;;;6;ALEXANDRA PL;GLENDENNING;2761;461.8;M;20010919;20011105;244000;A;R;RESIDENCE;;DX;;;8104736;
C;214;2153609;10;20011203 13:10;24//825563;
D;214;2153609;10;20011203 13:10;P;;;;;;
D;214;2153609;10;20011203 13:10;P;;;;;;
D;214;2153609;10;20011203 13:10;V;;;;;;
B;214;2153631;11;20011203 13:10;;;41;ALFORD ST;QUAKERS HILL;2763;618.1;M;20010403;20010514;235000;A;R;RESIDENCE;;DT;;;7611389;
C;214;2153631;11;20011203 13:10;30//252829;
D;214;2153631;11;20011203 13:10;P;;;;;;
D;214;2153631;11;20011203 13:10;P;;;;;;
D;214;2153631;11;20011203 13:10;V;;;;;;
D;214;2153631;11;20011203 13:10;V;;;;;;
B;214;2153639;12;20011203 13:10;;;57;ALFORD ST;QUAKERS HILL;2763;560.7;M;20010618;20010622;235000;A;R;RESIDENCE;;DT;;;7779200;
