A;159;20030501 12:46;PBARBER;
B;159;1744176;1;20030501 12:46;;2;5;EMMA WAY;GOONELLABAH;2480;;;20030304;20030401;159000;;R;RESIDENCE;2;;;;9514633;
C;159;1744176;1;20030501 12:46;2//SP 51802;
D;159;1744176;1;20030501 12:46;P;;;;;;
D;159;1744176;1;20030501 12:46;V;;;;;;
B;159;1744396;2;20030501 12:46;;3;3;AVONDALE AVE;EAST LISMORE;2480;;;20030303;20030314;78500;;R;RESIDENCE;3;;;;9517736;
C;159;1744396;2;20030501 12:46;3//SP 17758;
D;159;1744396;2;20030501 12:46;P;;;;;;
D;159;1744396;2;20030501 12:46;V;;;;;;
B;159;1744598;3;20030501 12:46;;;301;BALLINA RD;GOONELLABAH;2480;;;20030314;20030404;150000;A;R;RESIDENCE;;AL;;;9550841;
C;159;1744598;3;20030501 12:46;6//21385;
D;159;1744598;3;20030501 12:46;P;;;;;;
D;159;1744598;3;20030501 12:46;V;;;;;;
D;159;1744598;3;20030501 12:46;V;;;;;;
B;159;1744907;4;20030501 12:46;;;9 A;BALMER AVE;LISMORE;2480;860;M;20030328;20030328;164000;A;V;VACANT LAND;;AG;;;9538148;
C;159;1744907;4;20030501 12:46;9//216104;
D;159;1744907;4;20030501 12:46;P;;;;;;
D;159;1744907;4;20030501 12:46;V;;;;;;
D;159;1744907;4;20030501 12:46;V;;;;;;
B;159;1745508;5;20030501 12:46;;;17;BROOKER DR;GOONELLABAH;2480;1038;M;20030328;20030411;167000;A;R;RESIDENCE;;AH;;;9541627;
C;159;1745508;5;20030501 12:46;16//793180;
D;159;1745508;5;20030501 12:46;P;;;;;;
D;159;1745508;5;20030501 12:46;V;;;;;;
D;159;1745508;5;20030501 12:46;V;;;;;;
B;159;1745753;6;20030501 12:46;;;13;CALLUNE TCE;GOONELLABAH;2480;750;M;20030319;20030414;252000;A;R;RESIDENCE;;AM;;;9540992;
C;159;1745753;6;20030501 12:46;24//847196;
D;159;1745753;6;20030501 12:46;P;;;;;;
D;159;1745753;6;20030501 12:46;P;;;;;;
D;159;1745753;6;20030501 12:46;V;;;;;;
D;159;1745753;6;20030501 12:46;V;;;;;;
B;159;1746364;7;20030501 12:46;;;25;CENTRE ST;SOUTH LISMORE;2480;;;20030210;20030313;102500;A;R;RESIDENCE;;AB;;;9536712;
C;159;1746364;7;20030501 12:46;1//123230;
D;159;1746364;7;20030501 12:46;P;;;;;;
D;159;1746364;7;20030501 12:46;V;;;;;;
B;159;1746529;8;20030501 12:46;;;23;CLYDE ST;LISMORE;2480;632.3;M;20030124;20030221;142000;A;R;RESIDENCE;;AD;;;9541194;
