A;034;20110801 01:59;VALNET;
B;034;443274;1;20110801 01:59;;;35;COMMISSIONER ST;COOMA;2630;428.55;M;20110520;20110630;165000;A;R;RESIDENCE;;AG;;0;AG345576;
C;034;443274;1;20110801 01:59;1/161065;
D;034;443274;1;20110801 01:59;P;;;;;;
D;034;443274;1;20110801 01:59;P;;;;;;
D;034;443274;1;20110801 01:59;V;;;;;;
B;034;443330;2;20110801 01:59;;;10;CREEK ST;COOMA;2630;834.7;M;20110616;20110708;230000;A;R;RESIDENCE;;AG;;0;AG389742;
C;034;443330;2;20110801 01:59;30/56/758280;
D;034;443330;2;20110801 01:59;P;;;;;;
D;034;443330;2;20110801 01:59;P;;;;;;
D;034;443330;2;20110801 01:59;V;;;;;;
B;034;440808;3;20110801 01:59;;;;MONARO HWY;CHAKOLA;2630;59.54;H;20101219;20110125;1050000;R;3;FARM/RURAL;;RM;;0;AG280048;
C;034;440808;3;20110801 01:59;131, 133, 134/750531 132, 133, 134/750568;
D;034;440808;3;20110801 01:59;P;;;;;;
D;034;440808;3;20110801 01:59;V;;;;;;
B;034;442060;4;20110801 01:59;;;2008;JERANGLE RD;JERANGLE;2630;1426;H;20110608;20110630;300000;R;V;VACANT LAND;;RG;;0;AG358369;
C;034;442060;4;20110801 01:59;9/708705 Enclosure Permit 175656;
D;034;442060;4;20110801 01:59;P;;;;;;
D;034;442060;4;20110801 01:59;V;;;;;;
B;034;442436;5;20110801 01:59;REDBANK;;30;DROMORE RD;CHAKOLA;2630;82.49;H;20101219;20110125;1050000;R;3;FARM/RURAL;;RC;;0;AG280048;
C;034;442436;5;20110801 01:59;4/710684 2, 4/792326;
D;034;442436;5;20110801 01:59;P;;;;;;
D;034;442436;5;20110801 01:59;V;;;;;;
B;034;445064;6;20110801 01:59;;;199;SHARP ST;COOMA;2630;1309;M;20110609;20110719;320000;A;3;HOUSE;;AM;;0;AG390466;
C;034;445064;6;20110801 01:59;1/219365;
D;034;445064;6;20110801 01:59;P;;;;;;
D;034;445064;6;20110801 01:59;P;;;;;;
D;034;445064;6;20110801 01:59;V;;;;;;
Z;29;6;6;15;
