A;RTSALEDATA;219;20250324 01:07;VALNET;
B;219;2908861;1;20250324 01:07;;;122;BATHURST ST;PITT TOWN;2756;6.36;H;20241220;20250318;7025000;RU2;R;RESIDENCE;;PAA;;0;AU901459;
C;219;2908861;1;20250324 01:07;1/1041511;
D;219;2908861;1;20250324 01:07;P;;;;;;
D;219;2908861;1;20250324 01:07;V;;;;;;
D;219;2908861;1;20250324 01:07;V;;;;;;
B;219;3002798;2;20250324 01:07;;;446 A;TERRACE RD;FREEMANS REACH;2756;1201;M;20241122;20250314;1222000;RU2;R;RESIDENCE;;RUP;;0;AU894112;
C;219;3002798;2;20250324 01:07;17/211179;
D;219;3002798;2;20250324 01:07;P;;;;;;
D;219;3002798;2;20250324 01:07;P;;;;;;
D;219;3002798;2;20250324 01:07;V;;;;;;
D;219;3002798;2;20250324 01:07;V;;;;;;
B;219;4187816;3;20250324 01:07;;;2;FLANNERY AVE;NORTH RICHMOND;2754;813.7;M;20161010;20190221;470000;R2;V;VACANT LAND;;AKK;;;AP192255;
C;219;4187816;3;20250324 01:07;623/1233376;
D;219;4187816;3;20250324 01:07;P;;;;;;
D;219;4187816;3;20250324 01:07;P;;;;;;
B;219;4172295;4;20250324 01:07;;;20;GRAZIER WAY;NORTH RICHMOND;2754;640.8;M;20181210;20181210;434000;R2;3;;;AKK;;;AN918701;
C;219;4172295;4;20250324 01:07;757/1233055;
D;219;4172295;4;20250324 01:07;P;;;;;;
D;219;4172295;4;20250324 01:07;P;;;;;;
B;219;2993806;5;20250324 01:07;;;446;TERRACE RD;FREEMANS REACH;2756;1189;M;20241122;20250314;1222000;RU2;R;RESIDENCE;;RUP;;0;AU894112;
C;219;2993806;5;20250324 01:07;16/211179;
D;219;2993806;5;20250324 01:07;P;;;;;;
D;219;2993806;5;20250324 01:07;P;;;;;;
D;219;2993806;5;20250324 01:07;V;;;;;;
D;219;2993806;5;20250324 01:07;V;;;;;;
B;219;4101359;6;20250324 01:07;;;152 C;MARCH ST;RICHMOND;2753;687.3;M;20241024;20250317;1350000;R2;R;RESIDENCE;;AQQ;;0;AU896382;
C;219;4101359;6;20250324 01:07;3/1214431;
D;219;4101359;6;20250324 01:07;P;;;;;;
D;219;4101359;6;20250324 01:07;V;;;;;;
D;219;4101359;6;20250324 01:07;V;;;;;;
B;219;4597360;7;20250324 01:07;;;48;KOOKABURRA CRES;NORTH RICHMOND;2754;449.7;M;20240830;20250319;685500;R2;R;RESIDENCE;;AKK;;0;AU905476;
C;219;4597360;7;20250324 01:07;2165/1296585;
D;219;4597360;7;20250324 01:07;P;;;;;;
D;219;4597360;7;20250324 01:07;V;;;;;;
B;219;4553127;8;20250324 01:07;;;24;SWISS DR;OAKVILLE;2765;308.2;M;20250218;20250312;705000;R2;V;VACANT LAND;;OVV;;0;AU887187;
C;219;4553127;8;20250324 01:07;122/1285794;
D;219;4553127;8;20250324 01:07;P;;;;;;
D;219;4553127;8;20250324 01:07;P;;;;;;
D;219;4553127;8;20250324 01:07;V;;;;;;
B;219;4553131;9;20250324 01:07;;;9;OYSTER RD;OAKVILLE;2765;372.1;M;20250217;20250317;760000;R2;R;RESIDENCE;;OVV;;0;AU899180;
C;219;4553131;9;20250324 01:07;126/1285794;
D;219;4553131;9;20250324 01:07;P;;;;;;
D;219;4553131;9;20250324 01:07;P;;;;;;
D;219;4553131;9;20250324 01:07;V;;;;;;
B;219;4602963;10;20250324 01:07;;;627;GROSE VALE RD;GROSE VALE;2753;4332;M;20241212;20250312;1100000;;R;RESIDENCE;;;;0;AU886611;
C;219;4602963;10;20250324 01:07;2/612746;
D;219;4602963;10;20250324 01:07;P;;;;;;
D;219;4602963;10;20250324 01:07;P;;;;;;
D;219;4602963;10;20250324 01:07;V;;;;;;
D;219;4602963;10;20250324 01:07;V;;;;;;
D;219;4602963;10;20250324 01:07;V;;;;;;
D;219;4602963;10;20250324 01:07;V;;;;;;
B;219;3164053;11;20250324 01:07;;4;8;HAM ST;SOUTH WINDSOR;2756;;;20250202;20250317;765000;;R;RESIDENCE;4;;;0;AU896987;
C;219;3164053;11;20250324 01:07;4/SP74746;
D;219;3164053;11;20250324 01:07;P;;;;;;
D;219;3164053;11;20250324 01:07;P;;;;;;
D;219;3164053;11;20250324 01:07;V;;;;;;
D;219;3164053;11;20250324 01:07;V;;;;;;
B;219;2349858;12;20250324 01:07;;;33;BOOMERANG DR;GLOSSODIA;2756;556.5;M;20250205;20250319;935000;R2;R;RESIDENCE;;ABB;;0;AU903356;
C;219;2349858;12;20250324 01:07;26/217499;
D;219;2349858;12;20250324 01:07;P;;;;;;
D;219;2349858;12;20250324 01:07;P;;;;;;
D;219;2349858;12;20250324 01:07;V;;;;;;
D;219;2349858;12;20250324 01:07;V;;;;;;
B;219;2355330;13;20250324 01:07;;;86;GEORGE RD;WILBERFORCE;2756;1011;M;20241121;20250313;1265000;R2;R;RESIDENCE;;BCC;;0;AU889262;
C;219;2355330;13;20250324 01:07;1/244165;
D;219;2355330;13;20250324 01:07;P;;;;;;
D;219;2355330;13;20250324 01:07;P;;;;;;
D;219;2355330;13;20250324 01:07;V;;;;;;
D;219;2355330;13;20250324 01:07;V;;;;;;
B;219;2357948;14;20250324 01:07;;;2;HILL AVE;HOBARTVILLE;2753;556.4;M;20250103;20250314;950000;R3;R;RESIDENCE;;AQA;;0;AU893826;
C;219;2357948;14;20250324 01:07;937/240249;
D;219;2357948;14;20250324 01:07;P;;;;;;
D;219;2357948;14;20250324 01:07;V;;;;;;
B;219;2360733;15;20250324 01:07;;;2;MACQUARIE PL;GLOSSODIA;2756;655;M;20250131;20250318;930000;R2;R;RESIDENCE;;ABB;;0;AU900366;
C;219;2360733;15;20250324 01:07;4/812559;
D;219;2360733;15;20250324 01:07;P;;;;;;
D;219;2360733;15;20250324 01:07;P;;;;;;
D;219;2360733;15;20250324 01:07;V;;;;;;
D;219;2360733;15;20250324 01:07;V;;;;;;
B;219;2360954;16;20250324 01:07;;;249;MACQUARIE ST;SOUTH WINDSOR;2756;524.8;M;20241220;20250131;825000;R3;R;RESIDENCE;;AUB;;0;AU796515;
C;219;2360954;16;20250324 01:07;2/532077;
D;219;2360954;16;20250324 01:07;P;;;;;;
D;219;2360954;16;20250324 01:07;V;;;;;;
B;219;2366545;17;20250324 01:07;;;1346;SETTLERS RD;ST ALBANS;2775;17.94;H;20250227;20250317;430000;C4;V;VACANT LAND;;PNA;;0;AU897072;
C;219;2366545;17;20250324 01:07;27/719862;
D;219;2366545;17;20250324 01:07;P;;;;;;
D;219;2366545;17;20250324 01:07;V;;;;;;
B;219;2348264;18;20250324 01:07;;;58;BALMAIN RD;MCGRATHS HILL;2756;552;M;20250217;20250314;1025000;R2;R;RESIDENCE;;AGH;;0;AU892625;
C;219;2348264;18;20250324 01:07;129/261364;
D;219;2348264;18;20250324 01:07;P;;;;;;
D;219;2348264;18;20250324 01:07;P;;;;;;
D;219;2348264;18;20250324 01:07;V;;;;;;
D;219;2348264;18;20250324 01:07;V;;;;;;
B;219;2351507;19;20250324 01:07;;;65;CHASELING RD N;WEBBS CREEK;2775;3.142;H;20241224;20250307;3600000;C4;R;RESIDENCE;;PNA;;0;AU877115;
C;219;2351507;19;20250324 01:07;2/855818 Licence 369845;
D;219;2351507;19;20250324 01:07;P;;;;;;
D;219;2351507;19;20250324 01:07;V;;;;;;
D;219;2351507;19;20250324 01:07;V;;;;;;
D;219;2351507;19;20250324 01:07;V;;;;;;
D;219;2351507;19;20250324 01:07;V;;;;;;
B;219;2367444;20;20250324 01:07;;;311;SPINKS RD;GLOSSODIA;2756;556.4;M;20250204;20250318;1030000;R2;R;RESIDENCE;;ABB;;0;AU901217;
C;219;2367444;20;20250324 01:07;76/214752;
D;219;2367444;20;20250324 01:07;P;;;;;;
D;219;2367444;20;20250324 01:07;P;;;;;;
D;219;2367444;20;20250324 01:07;V;;;;;;
B;219;2354433;21;20250324 01:07;;3;3;EVANS CRES;RICHMOND;2753;;;20250114;20250314;855000;;R;RESIDENCE;3;;;0;AU894115;
C;219;2354433;21;20250324 01:07;3/SP53552;
D;219;2354433;21;20250324 01:07;P;;;;;;
D;219;2354433;21;20250324 01:07;P;;;;;;
D;219;2354433;21;20250324 01:07;V;;;;;;
D;219;2354433;21;20250324 01:07;V;;;;;;
B;219;2354499;22;20250324 01:07;;;308;FAIREY RD;SOUTH WINDSOR;2756;7.494;H;20250205;20250319;2050000;RU1;R;RESIDENCE;;GEE;;0;AU905494;
C;219;2354499;22;20250324 01:07;4/240451;
D;219;2354499;22;20250324 01:07;P;;;;;;
D;219;2354499;22;20250324 01:07;V;;;;;;
D;219;2354499;22;20250324 01:07;V;;;;;;
D;219;2354499;22;20250324 01:07;V;;;;;;
D;219;2354499;22;20250324 01:07;V;;;;;;
B;219;2357168;23;20250324 01:07;;;39;GUARDIAN CRES;BLIGH PARK;2756;830;M;20250218;20250318;995500;R2;R;RESIDENCE;;AYA;;0;AU901044;
C;219;2357168;23;20250324 01:07;830/778220;
D;219;2357168;23;20250324 01:07;P;;;;;;
D;219;2357168;23;20250324 01:07;P;;;;;;
D;219;2357168;23;20250324 01:07;V;;;;;;
B;219;2365221;24;20250324 01:07;;;49;HAWKESBURY VALLEY WAY;WINDSOR;2756;702;M;20250214;20250314;810000;R2;R;RESIDENCE;;BBA;;0;AU891686;
C;219;2365221;24;20250324 01:07;1/126228;
D;219;2365221;24;20250324 01:07;P;;;;;;
D;219;2365221;24;20250324 01:07;V;;;;;;
D;219;2365221;24;20250324 01:07;V;;;;;;
D;219;2365221;24;20250324 01:07;V;;;;;;
B;219;2360038;25;20250324 01:07;;;348;LIEUTENANT BOWEN DR;BOWEN MOUNTAIN;2753;872.6;M;20250207;20250314;820000;RU5;R;RESIDENCE;;PBB;;0;AU893811;
C;219;2360038;25;20250324 01:07;219/206301;
D;219;2360038;25;20250324 01:07;P;;;;;;
D;219;2360038;25;20250324 01:07;V;;;;;;
B;219;2360220;26;20250324 01:07;;;87;LIEUTENANT BOWEN RD;BOWEN MOUNTAIN;2753;575.4;M;20250131;20250314;840000;RU5;R;RESIDENCE;;PBB;;0;AU892644;
C;219;2360220;26;20250324 01:07;425/210304;
D;219;2360220;26;20250324 01:07;P;;;;;;
D;219;2360220;26;20250324 01:07;P;;;;;;
D;219;2360220;26;20250324 01:07;V;;;;;;
D;219;2360220;26;20250324 01:07;V;;;;;;
B;219;4479952;27;20250324 01:07;;;16;AGARICUS RD;OAKVILLE;2765;350;M;20250204;20250318;740000;R2;V;VACANT LAND;;OVV;;0;AU901250;
C;219;4479952;27;20250324 01:07;23/1275068;
D;219;4479952;27;20250324 01:07;P;;;;;;
D;219;4479952;27;20250324 01:07;V;;;;;;
D;219;4479952;27;20250324 01:07;V;;;;;;
B;219;3800518;28;20250324 01:07;;;34;MOORHEN ST;PITT TOWN;2756;684.1;M;20241122;20250314;2025000;R2;R;RESIDENCE;;ANN;;0;AU894124;
C;219;3800518;28;20250324 01:07;5016/1169448;
D;219;3800518;28;20250324 01:07;P;;;;;;
D;219;3800518;28;20250324 01:07;P;;;;;;
D;219;3800518;28;20250324 01:07;V;;;;;;
B;219;3762965;29;20250324 01:07;;;10;VINE ST;PITT TOWN;2756;560.9;M;20241126;20250314;1500000;R2;R;RESIDENCE;;ANN;;0;AU894120;
C;219;3762965;29;20250324 01:07;4011/1191194;
D;219;3762965;29;20250324 01:07;P;;;;;;
D;219;3762965;29;20250324 01:07;V;;;;;;
D;219;3762965;29;20250324 01:07;V;;;;;;
B;219;3838804;30;20250324 01:07;;3;9;WILLIAM ST;RICHMOND;2753;235;M;20250207;20250317;870000;;R;RESIDENCE;3;;;0;AU896383;
C;219;3838804;30;20250324 01:07;3/SP91343;
D;219;3838804;30;20250324 01:07;P;;;;;;
D;219;3838804;30;20250324 01:07;V;;;;;;
Z;161;30;30;99;
