A;187;20020603 10:43;PTHIRLWELL;
B;187;1849152;1;20020603 10:43;;;110;BLOOMFIELD ST;GUNNEDAH;2380;3326;M;20020327;20020501;85000;A;R;RESIDENCE;;AN;;;8587637;
C;187;1849152;1;20020603 10:43;1//194378;
D;187;1849152;1;20020603 10:43;P;;;;;;
D;187;1849152;1;20020603 10:43;V;;;;;;
B;187;1849370;2;20020603 10:43;;;2;BRIDGE ST;GUNNEDAH;2380;828.4;M;20020114;20020131;126000;A;R;RESIDENCE;;AF;;;8329587;
C;187;1849370;2;20020603 10:43;1//391128;
D;187;1849370;2;20020603 10:43;P;;;;;;
D;187;1849370;2;20020603 10:43;P;;;;;;
D;187;1849370;2;20020603 10:43;V;;;;;;
B;187;1849485;3;20020603 10:43;;;404;CONADILLY ST;GUNNEDAH;2380;2207;M;20020226;20020405;600000;A;3;MOTEL;;AF;BM;;8564228;
C;187;1849485;3;20020603 10:43;B//333492;
D;187;1849485;3;20020603 10:43;P;;;;;;
D;187;1849485;3;20020603 10:43;P;;;;;;
D;187;1849485;3;20020603 10:43;V;;;;;;
B;187;1849517;4;20020603 10:43;;;282;CONADILLY ST;GUNNEDAH;2380;202.3;M;20020411;20020516;302500;B;V;VACANT LAND;;BA;;;8638871;
C;187;1849517;4;20020603 10:43;4//16936;
D;187;1849517;4;20020603 10:43;P;;;;;;
D;187;1849517;4;20020603 10:43;P;;;;;;
D;187;1849517;4;20020603 10:43;V;;;;;;
B;187;1849731;5;20020603 10:43;;;2;DOUGLAS ST;GUNNEDAH;2380;657.6;M;20020319;20020430;50000;A;R;RESIDENCE;;AA;AC;;8579285;
C;187;1849731;5;20020603 10:43;147//236719;
D;187;1849731;5;20020603 10:43;P;;;;;;
D;187;1849731;5;20020603 10:43;P;;;;;;
D;187;1849731;5;20020603 10:43;V;;;;;;
B;187;1849908;6;20020603 10:43;;;5;ELIZABETH ST;GUNNEDAH;2380;663.9;M;20020506;20020520;77500;A;R;RESIDENCE;;AD;;;8627736;
C;187;1849908;6;20020603 10:43;35//513305;
D;187;1849908;6;20020603 10:43;P;;;;;;
D;187;1849908;6;20020603 10:43;V;;;;;;
B;187;1850226;7;20020603 10:43;;;40;HENRY ST;GUNNEDAH;2380;967.4;M;20020405;20020503;55000;A;R;RESIDENCE;;AF;;;8599145;
C;187;1850226;7;20020603 10:43;3//164965;
D;187;1850226;7;20020603 10:43;P;;;;;;
D;187;1850226;7;20020603 10:43;P;;;;;;
D;187;1850226;7;20020603 10:43;V;;;;;;
B;187;1850290;8;20020603 10:43;;;49;HERBERT ST;GUNNEDAH;2380;720.5;M;20020417;20020513;99600;A;R;RESIDENCE;;AB;;;8611768;
C;187;1850290;8;20020603 10:43;32//259707;
D;187;1850290;8;20020603 10:43;P;;;;;;
D;187;1850290;8;20020603 10:43;V;;;;;;
B;187;1850492;9;20020603 10:43;;;78;HUNTER ST;GUNNEDAH;2380;1214;M;20020319;20020412;155000;A;R;RESIDENCE;;AF;;;8553089;
C;187;1850492;9;20020603 10:43;516//755503;
D;187;1850492;9;20020603 10:43;P;;;;;;
D;187;1850492;9;20020603 10:43;V;;;;;;
B;187;1850501;10;20020603 10:43;;;7;HUNTER ST;GUNNEDAH;2380;1012;M;20020214;20020328;72000;A;3;;;AA;;;8485272;
C;187;1850501;10;20020603 10:43;9/56/758492;
D;187;1850501;10;20020603 10:43;P;;;;;;
D;187;1850501;10;20020603 10:43;P;;;;;;
D;187;1850501;10;20020603 10:43;V;;;;;;
B;187;1850726;11;20020603 10:43;;;;KAMILAROI RD;GUNNEDAH;2380;2.911;H;20020110;20020405;332000;R;R;RESIDENCE;;FA;;;8585332;
C;187;1850726;11;20020603 10:43;204//841043;
D;187;1850726;11;20020603 10:43;P;;;;;;
D;187;1850726;11;20020603 10:43;P;;;;;;
D;187;1850726;11;20020603 10:43;V;;;;;;
