A;236;20020603 10:56;PTHIRLWELL;
B;236;2626149;1;20020603 10:56;;;;BARTON ST;COBAR;2835;670.3;M;20020226;20020409;176000;B;3;COMMERCIAL;;BA;;;8606931;
C;236;2626149;1;20020603 10:56;1//399274;
D;236;2626149;1;20020603 10:56;P;;;;;;
D;236;2626149;1;20020603 10:56;P;;;;;;
D;236;2626149;1;20020603 10:56;V;;;;;;
B;236;2626745;2;20020603 10:56;;;;ECHIDNA ST;COBAR;2835;836;M;20011218;20020506;88500;A;R;RESIDENCE;;CQ;;;8601445;
C;236;2626745;2;20020603 10:56;66//863149;
D;236;2626745;2;20020603 10:56;P;;;;;;
D;236;2626745;2;20020603 10:56;P;;;;;;
D;236;2626745;2;20020603 10:56;V;;;;;;
D;236;2626745;2;20020603 10:56;V;;;;;;
D;236;2626745;2;20020603 10:56;V;;;;;;
B;236;2626889;3;20020603 10:56;;;17;GREEN ST;COBAR;2835;1486;M;20020215;20020520;130000;A;R;RESIDENCE;;CA;;;8626986;
C;236;2626889;3;20020603 10:56;21//613519;
D;236;2626889;3;20020603 10:56;P;;;;;;
D;236;2626889;3;20020603 10:56;V;;;;;;
B;236;2626939;4;20020603 10:56;;;22;HARCOURT ST;COBAR;2835;651.4;M;20011221;20020326;21000;A;R;RESIDENCE;;CC;;;8543751;
C;236;2626939;4;20020603 10:56;4//115138 1//333748;
D;236;2626939;4;20020603 10:56;P;;;;;;
D;236;2626939;4;20020603 10:56;V;;;;;;
B;236;2626991;5;20020603 10:56;;;6;JANDRA CRES;COBAR;2835;941.5;M;20020402;20020418;200000;A;R;RESIDENCE;;CG;;;8555401;
C;236;2626991;5;20020603 10:56;29//792294;
D;236;2626991;5;20020603 10:56;P;;;;;;
D;236;2626991;5;20020603 10:56;P;;;;;;
D;236;2626991;5;20020603 10:56;V;;;;;;
B;236;2627686;6;20020603 10:56;;;5;NULLAMUT ST;COBAR;2835;600.7;M;20011101;20011221;50000;A;R;RESIDENCE;;CE;;;8625278;
C;236;2627686;6;20020603 10:56;22/10/758254;
D;236;2627686;6;20020603 10:56;P;;;;;;
D;236;2627686;6;20020603 10:56;V;;;;;;
B;236;2627861;7;20020603 10:56;;;28;TINDERA ST;COBAR;2835;855.8;M;20020115;20020131;65000;A;R;RESIDENCE;;CF;;;8553287;
C;236;2627861;7;20020603 10:56;78//261594;
D;236;2627861;7;20020603 10:56;P;;;;;;
D;236;2627861;7;20020603 10:56;P;;;;;;
D;236;2627861;7;20020603 10:56;V;;;;;;
B;236;2627945;8;20020603 10:56;;;1;WOOD ST;COBAR;2835;3597;M;20020221;20020412;240000;A;R;RESIDENCE;;CR;;;8578456;
C;236;2627945;8;20020603 10:56;55//860711;
D;236;2627945;8;20020603 10:56;P;;;;;;
D;236;2627945;8;20020603 10:56;P;;;;;;
D;236;2627945;8;20020603 10:56;V;;;;;;
D;236;2627945;8;20020603 10:56;V;;;;;;
Z;42;8;8;24;
