A;034;20020603 09:50;PTHIRLWELL;
B;034;440445;1;20020603 09:50;;;;PH BOCO;NIMMITABEL;2631;420.1;H;20020403;20020430;500000;R;3;FARM;;RT;;;8623188;
C;034;440445;1;20020603 09:50;2//801347;
D;034;440445;1;20020603 09:50;P;;;;;;
D;034;440445;1;20020603 09:50;P;;;;;;
D;034;440445;1;20020603 09:50;P;;;;;;
D;034;440445;1;20020603 09:50;P;;;;;;
D;034;440445;1;20020603 09:50;V;;;;;;
B;034;440687;2;20020603 09:50;;;;PH BULGUNDRAMINE;NIMMITABEL;2631;42.32;H;20020423;20020516;42000;R;V;VACANT LAND;;RL;;;8617550;
C;034;440687;2;20020603 09:50;2//634257;
D;034;440687;2;20020603 09:50;P;;;;;;
D;034;440687;2;20020603 09:50;P;;;;;;
D;034;440687;2;20020603 09:50;V;;;;;;
B;034;441908;3;20020603 09:50;;;;VILLAGE NUMERALLA;NUMERALLA;2630;4047;M;20020308;20020405;28000;Z;R;RESIDENCE;;VN;;;8552505;
C;034;441908;3;20020603 09:50;14, 5/1/758797;
D;034;441908;3;20020603 09:50;P;;;;;;
D;034;441908;3;20020603 09:50;P;;;;;;
D;034;441908;3;20020603 09:50;V;;;;;;
D;034;441908;3;20020603 09:50;V;;;;;;
B;034;442534;4;20020603 09:50;;;3;ALKOOMI ST;COOMA;2630;619.7;M;20020305;20020416;63000;A;R;RESIDENCE;;AA;;;8599654;
C;034;442534;4;20020603 09:50;274//209291;
D;034;442534;4;20020603 09:50;P;;;;;;
D;034;442534;4;20020603 09:50;V;;;;;;
B;034;442535;5;20020603 09:50;;;5;ALKOOMI ST;COOMA;2630;682.9;M;20020226;20020328;56000;A;R;RESIDENCE;;AA;;;8558087;
C;034;442535;5;20020603 09:50;275//209291;
D;034;442535;5;20020603 09:50;P;;;;;;
D;034;442535;5;20020603 09:50;V;;;;;;
B;034;442734;6;20020603 09:50;;;;BAROONA AVE HOUSE NO: CNR22;COOMA;2630;708.2;M;;20020311;55333;A;R;RESIDENCE;;AA;;;8542853;
C;034;442734;6;20020603 09:50;405//209291;
D;034;442734;6;20020603 09:50;P;;;;;;
D;034;442734;6;20020603 09:50;V;;;;;;
D;034;442734;6;20020603 09:50;V;;;;;;
B;034;442765;7;20020603 09:50;;;16;BARRACK ST;COOMA;2630;790.4;M;20020218;20020328;123500;A;R;RESIDENCE;;AG;;;8560889;
C;034;442765;7;20020603 09:50;10/50/758280;
D;034;442765;7;20020603 09:50;P;;;;;;
D;034;442765;7;20020603 09:50;P;;;;;;
D;034;442765;7;20020603 09:50;V;;;;;;
D;034;442765;7;20020603 09:50;V;;;;;;
B;034;442950;8;20020603 09:50;;;31;BLIGH ST;COOMA;2630;619.6;M;20020207;20020325;57000;A;R;RESIDENCE;;AD;;;8606456;
C;034;442950;8;20020603 09:50;5//222652;
D;034;442950;8;20020603 09:50;P;;;;;;
D;034;442950;8;20020603 09:50;V;;;;;;
B;034;442955;9;20020603 09:50;;;41;BLIGH ST;COOMA;2630;5078;M;20020423;20020515;210000;A;R;RESIDENCE;;AL;;;8621469;
C;034;442955;9;20020603 09:50;A//374106;
D;034;442955;9;20020603 09:50;P;;;;;;
D;034;442955;9;20020603 09:50;P;;;;;;
D;034;442955;9;20020603 09:50;V;;;;;;
B;034;443029;10;20020603 09:50;;;41;BOMBALA ST;COOMA;2630;908.7;M;20020322;20020404;210000;B;3;WORKSHOP;;BF;;;8576894;
C;034;443029;10;20020603 09:50;3//124040;
D;034;443029;10;20020603 09:50;P;;;;;;
D;034;443029;10;20020603 09:50;V;;;;;;
D;034;443029;10;20020603 09:50;V;;;;;;
B;034;443129;11;20020603 09:50;;;4;BUDDANG ST;COOMA;2630;833;M;20020207;20020321;50000;A;R;RESIDENCE;;AA;;;8567008;
C;034;443129;11;20020603 09:50;137//264423;
D;034;443129;11;20020603 09:50;P;;;;;;
D;034;443129;11;20020603 09:50;V;;;;;;
B;034;443403;12;20020603 09:50;;;48;CROMWELL ST;COOMA;2630;1707;M;20011122;20011220;100000;A;R;RESIDENCE;;AG;;;8545262;
C;034;443403;12;20020603 09:50;3//399747;
D;034;443403;12;20020603 09:50;P;;;;;;
D;034;443403;12;20020603 09:50;V;;;;;;
B;034;443609;13;20020603 09:50;;;49;EGAN ST;COOMA;2630;392;M;20020326;20020419;55000;A;R;RESIDENCE;;AG;;;8614676;
C;034;443609;13;20020603 09:50;3//32699;
D;034;443609;13;20020603 09:50;P;;;;;;
D;034;443609;13;20020603 09:50;V;;;;;;
B;034;444174;14;20020603 09:50;;;5;MANEROO PL;COOMA;2630;1708;M;20020221;20020408;100000;A;R;RESIDENCE;;AB;;;8546773;
C;034;444174;14;20020603 09:50;3//845757;
D;034;444174;14;20020603 09:50;P;;;;;;
D;034;444174;14;20020603 09:50;P;;;;;;
D;034;444174;14;20020603 09:50;V;;;;;;
D;034;444174;14;20020603 09:50;V;;;;;;
B;034;444336;15;20020603 09:50;;;;MITTAGANG RD;COOMA;2630;5.646;H;20020208;20020311;180000;A;V;VACANT LAND;;AN;;;8560670;
C;034;444336;15;20020603 09:50;3//227330 2//856148;
D;034;444336;15;20020603 09:50;P;;;;;;
D;034;444336;15;20020603 09:50;V;;;;;;
D;034;444336;15;20020603 09:50;V;;;;;;
B;034;444397;16;20020603 09:50;;;;MONARO AVE;COOMA;2630;1034;M;20020325;20020502;31250;A;V;VACANT LAND;;AX;;;8577726;
C;034;444397;16;20020603 09:50;4//860066;
D;034;444397;16;20020603 09:50;P;;;;;;
D;034;444397;16;20020603 09:50;P;;;;;;
D;034;444397;16;20020603 09:50;V;;;;;;
B;034;444582;17;20020603 09:50;;1;16;MURRAY ST;COOMA;2630;;;20020306;20020317;92000;;R;RESIDENCE;1;;;;8544825;
C;034;444582;17;20020603 09:50;1//19162;
D;034;444582;17;20020603 09:50;P;;;;;;
D;034;444582;17;20020603 09:50;P;;;;;;
D;034;444582;17;20020603 09:50;V;;;;;;
B;034;444656;18;20020603 09:50;;;4;NAMBUCCA ST;COOMA;2630;1183;M;20020301;20020424;160000;A;R;RESIDENCE;;AC;;;8594332;
C;034;444656;18;20020603 09:50;13//263218;
D;034;444656;18;20020603 09:50;P;;;;;;
D;034;444656;18;20020603 09:50;P;;;;;;
D;034;444656;18;20020603 09:50;V;;;;;;
D;034;444656;18;20020603 09:50;V;;;;;;
B;034;444732;19;20020603 09:50;;;;NIOKA PL;COOMA;2630;967.9;M;20020117;20020301;205000;A;R;RESIDENCE;;AC;;;8617099;
C;034;444732;19;20020603 09:50;5//825599;
D;034;444732;19;20020603 09:50;P;;;;;;
D;034;444732;19;20020603 09:50;P;;;;;;
D;034;444732;19;20020603 09:50;V;;;;;;
D;034;444732;19;20020603 09:50;V;;;;;;
B;034;444799;20;20020603 09:50;;;23;NORTH ST;COOMA;2630;720.9;M;20020220;20020315;115000;A;R;RESIDENCE;;AG;;;8638765;
C;034;444799;20;20020603 09:50;8//26734;
D;034;444799;20;20020603 09:50;P;;;;;;
D;034;444799;20;20020603 09:50;P;;;;;;
D;034;444799;20;20020603 09:50;V;;;;;;
B;034;445028;21;20020603 09:50;;;1;SELLAR ST;COOMA;2630;657.6;M;20020308;20020424;153000;A;R;RESIDENCE;;AG;;;8559814;
C;034;445028;21;20020603 09:50;3//24983;
D;034;445028;21;20020603 09:50;P;;;;;;
