A;RTSALEDATA;222;20250120 01:08;VALNET;
B;222;2469504;1;20250120 01:08;;;72;WATTLEMOUNT RD;PORTLAND;2847;40.1;H;20241031;20250109;720000;RU1;3;FARM;;NRM;;0;AU734485;
C;222;2469504;1;20250120 01:08;7/816995;
D;222;2469504;1;20250120 01:08;P;;;;;;
D;222;2469504;1;20250120 01:08;P;;;;;;
D;222;2469504;1;20250120 01:08;V;;;;;;
D;222;2469504;1;20250120 01:08;V;;;;;;
B;222;2472205;2;20250120 01:08;;;;FIRST ST;SOUTH LITTLETON;2790;1012;M;20241219;20250114;570000;R1;R;RESIDENCE;;AAL;;0;AU744196;
C;222;2472205;2;20250120 01:08;1/524479;
D;222;2472205;2;20250120 01:08;P;;;;;;
D;222;2472205;2;20250120 01:08;V;;;;;;
B;222;2464556;3;20250120 01:08;;;44;CLARICE ST;LITHGOW;2790;627;M;20241127;20250115;603000;R1;R;RESIDENCE;;ACE;;0;AU748129;
C;222;2464556;3;20250120 01:08;57/715747;
D;222;2464556;3;20250120 01:08;P;;;;;;
D;222;2464556;3;20250120 01:08;P;;;;;;
D;222;2464556;3;20250120 01:08;V;;;;;;
D;222;2464556;3;20250120 01:08;V;;;;;;
B;222;2467677;4;20250120 01:08;;;90;RABAUL ST;LITTLETON;2790;645;M;20241209;20250115;465000;R1;R;RESIDENCE;;AAL;;0;AU750878;
C;222;2467677;4;20250120 01:08;10/K/19972;
D;222;2467677;4;20250120 01:08;P;;;;;;
D;222;2467677;4;20250120 01:08;V;;;;;;
B;222;2467965;5;20250120 01:08;;;9 A;ROY ST;LITHGOW;2790;252.9;M;20241202;20250113;485000;R1;R;RESIDENCE;;ACE;;0;AU741064;
C;222;2467965;5;20250120 01:08;A/414930;
D;222;2467965;5;20250120 01:08;P;;;;;;
D;222;2467965;5;20250120 01:08;V;;;;;;
B;222;2465769;6;20250120 01:08;;;12;BUSBY ST;MCKELLARS PARK;2790;787.6;M;20241123;20250114;550000;R1;R;RESIDENCE;;AAF;;0;AU744548;
C;222;2465769;6;20250120 01:08;1/255667;
D;222;2465769;6;20250120 01:08;P;;;;;;
D;222;2465769;6;20250120 01:08;P;;;;;;
D;222;2465769;6;20250120 01:08;V;;;;;;
D;222;2465769;6;20250120 01:08;V;;;;;;
B;222;1283136;7;20250120 01:08;;;3254;GLEN ALICE RD;RYLSTONE;2849;40.1;H;20241122;20250113;915000;RU1;R;RESIDENCE;;NRM;;0;AU740355;
C;222;1283136;7;20250120 01:08;1/848725;
D;222;1283136;7;20250120 01:08;P;;;;;;
D;222;1283136;7;20250120 01:08;P;;;;;;
D;222;1283136;7;20250120 01:08;V;;;;;;
D;222;1283136;7;20250120 01:08;V;;;;;;
B;222;3790926;8;20250120 01:08;;;131;JOHN GRANT RD;LITTLE HARTLEY;2790;2.89;H;20241119;20250115;1500000;RU1;R;RESIDENCE;;SRS;;0;AU750514;
C;222;3790926;8;20250120 01:08;4/1195860;
D;222;3790926;8;20250120 01:08;P;;;;;;
D;222;3790926;8;20250120 01:08;V;;;;;;
D;222;3790926;8;20250120 01:08;V;;;;;;
Z;43;8;8;25;
