A;211;20011109 10:01;CDIXON;
B;211;2105555;1;20011109 10:01;;;340;ABERCROMBIE ST;DARLINGTON;2008;129.5;M;20010427;20010601;462000;A;R;RESIDENCE;;BP;;;7754327;
C;211;2105555;1;20011109 10:01;5//248656;
D;211;2105555;1;20011109 10:01;P;;;;;;
D;211;2105555;1;20011109 10:01;V;;;;;;
D;211;2105555;1;20011109 10:01;V;;;;;;
D;211;2105555;1;20011109 10:01;V;;;;;;
B;211;2105904;2;20011109 10:01;;;74;ALBERT ST;ERSKINEVILLE;2043;189.6;M;20010514;20010125;420000;A;R;RESIDENCE;;BQ;;;7733310;
C;211;2105904;2;20011109 10:01;1//772845;
D;211;2105904;2;20011109 10:01;P;;;;;;
D;211;2105904;2;20011109 10:01;V;;;;;;
D;211;2105904;2;20011109 10:01;V;;;;;;
B;211;2106341;3;20011109 10:01;;2;64;ALEXANDER ST;ALEXANDRIA;2015;;;20010524;20010621;180000;;3;HOME UNIT ;2;;;;7740788;
C;211;2106341;3;20011109 10:01;2//SP 63627;
D;211;2106341;3;20011109 10:01;P;;;;;;
D;211;2106341;3;20011109 10:01;V;;;;;;
B;211;2106579;4;20011109 10:01;;;2;ANGEL ST;NEWTOWN;2042;208.7;M;20010615;20010629;500000;M;3;OFFICE ;;MD;;;7768797;
C;211;2106579;4;20011109 10:01;30//708861;
D;211;2106579;4;20011109 10:01;P;;;;;;
D;211;2106579;4;20011109 10:01;V;;;;;;
B;211;2106597;5;20011109 10:01;;;31;ANN ST;SURRY HILLS;2010;172.9;M;20010507;20010618;610000;A;R;RESIDENCE;;BD;;;7739796;
C;211;2106597;5;20011109 10:01;11//259556;
D;211;2106597;5;20011109 10:01;P;;;;;;
D;211;2106597;5;20011109 10:01;P;;;;;;
D;211;2106597;5;20011109 10:01;V;;;;;;
B;211;2106607;6;20011109 10:01;;;84;ANN ST;SURRY HILLS;2010;56.9;M;20010615;20010706;510000;A;R;RESIDENCE;;BD;;;7804728;
C;211;2106607;6;20011109 10:01;1//713283;
D;211;2106607;6;20011109 10:01;P;;;;;;
D;211;2106607;6;20011109 10:01;P;;;;;;
D;211;2106607;6;20011109 10:01;V;;;;;;
B;211;2106614;7;20011109 10:01;;2;50;ANN ST;SURRY HILLS;2010;;;20010516;20010716;710000;;R;RESIDENCE;2;;;;7767878;
C;211;2106614;7;20011109 10:01;2//SP 61068;
D;211;2106614;7;20011109 10:01;P;;;;;;
D;211;2106614;7;20011109 10:01;V;;;;;;
B;211;2106730;8;20011109 10:01;;;132;ARTHUR ST;SURRY HILLS;2010;;;20010324;20010627;380000;A;R;RESIDENCE;;BD;;;7740630;
C;211;2106730;8;20011109 10:01;2//505886;
D;211;2106730;8;20011109 10:01;P;;;;;;
D;211;2106730;8;20011109 10:01;V;;;;;;
B;211;2107609;9;20011109 10:01;GARDAN VALE;12;42;BAYSWATER AVE;KINGS CROSS;2011;;;20010531;20010720;160000;;R;RESIDENCE;12;;;;7805705;
C;211;2107609;9;20011109 10:01;12//14366;
D;211;2107609;9;20011109 10:01;P;;;;;;
D;211;2107609;9;20011109 10:01;V;;;;;;
B;211;2107609;10;20011109 10:01;GARDAN VALE;1;42;BAYSWATER AVE;KINGS CROSS;2011;;;20010424;20010522;131000;;R;RESIDENCE;1;;;;7738951;
C;211;2107609;10;20011109 10:01;1//14366;
D;211;2107609;10;20011109 10:01;P;;;;;;
D;211;2107609;10;20011109 10:01;V;;;;;;
B;211;2107956;11;20011109 10:01;;9;66;BAYSWATER RD;DARLINGHURST;2010;;;20010330;20010511;145000;;R;RESIDENCE;9;;;;7766623;
C;211;2107956;11;20011109 10:01;9//1297;
D;211;2107956;11;20011109 10:01;P;;;;;;
D;211;2107956;11;20011109 10:01;V;;;;;;
D;211;2107956;11;20011109 10:01;V;;;;;;
B;211;2108150;12;20011109 10:01;;58;24;BELLEVUE ST;SURRY HILLS;2010;;;20010404;20010628;825000;;R;RESIDENCE;58;;;;7759896;
C;211;2108150;12;20011109 10:01;58//SP 63737;
D;211;2108150;12;20011109 10:01;P;;;;;;
D;211;2108150;12;20011109 10:01;V;;;;;;
B;211;2108253;13;20011109 10:01;;2;145;BELMONT LANE;ALEXANDRIA;2015;;;20000714;20000814;45000;;R;RESIDENCE;2;;;;7799867;
C;211;2108253;13;20011109 10:01;2//SP 49787;
D;211;2108253;13;20011109 10:01;P;;;;;;
D;211;2108253;13;20011109 10:01;V;;;;;;
D;211;2108253;13;20011109 10:01;V;;;;;;
B;211;2108342;14;20011109 10:01;;;275;BELMONT ST;ALEXANDRIA;2015;;;20010516;20010629;433000;A;R;RESIDENCE;;BR;;;7736742;
C;211;2108342;14;20011109 10:01;C//108226;
D;211;2108342;14;20011109 10:01;P;;;;;;
D;211;2108342;14;20011109 10:01;P;;;;;;
D;211;2108342;14;20011109 10:01;V;;;;;;
B;211;2108395;15;20011109 10:01;;;368;BELMONT ST;ALEXANDRIA;2015;;;20010606;20010711;449000;A;R;RESIDENCE;;BR;;;7774439;
C;211;2108395;15;20011109 10:01;36/7/1881;
D;211;2108395;15;20011109 10:01;P;;;;;;
D;211;2108395;15;20011109 10:01;V;;;;;;
B;211;2108437;16;20011109 10:01;;;282;BELMONT ST;ALEXANDRIA;2015;;;20010526;20010706;399000;A;R;RESIDENCE;;BR;;;7767535;
C;211;2108437;16;20011109 10:01;40/4/192032;
D;211;2108437;16;20011109 10:01;P;;;;;;
D;211;2108437;16;20011109 10:01;P;;;;;;
D;211;2108437;16;20011109 10:01;V;;;;;;
B;211;2108485;17;20011109 10:01;;;150;BELMONT ST;ALEXANDRIA;2015;145.4;M;20010323;20010504;360000;A;R;RESIDENCE;;BR;;;7734358;
C;211;2108485;17;20011109 10:01;1//744211;
D;211;2108485;17;20011109 10:01;P;;;;;;
D;211;2108485;17;20011109 10:01;P;;;;;;
D;211;2108485;17;20011109 10:01;V;;;;;;
D;211;2108485;17;20011109 10:01;V;;;;;;
B;211;2108675;18;20011109 10:01;;;32;BENNETT ST;SURRY HILLS;2010;69.6;M;20010519;20010726;517000;A;R;RESIDENCE;;BD;;;7810988;
C;211;2108675;18;20011109 10:01;12//16954;
D;211;2108675;18;20011109 10:01;P;;;;;;
D;211;2108675;18;20011109 10:01;V;;;;;;
B;211;2108684;19;20011109 10:01;;;14;BENNETT ST;SURRY HILLS;2010;44.3;M;20010519;20010702;440000;A;R;RESIDENCE;;BD;;;7797421;
C;211;2108684;19;20011109 10:01;3//16954;
D;211;2108684;19;20011109 10:01;P;;;;;;
D;211;2108684;19;20011109 10:01;P;;;;;;
D;211;2108684;19;20011109 10:01;V;;;;;;
B;211;2108754;20;20011109 10:01;;28;19;BILLYARD AVE;ELIZABETH BAY;2011;;;20010427;20010608;335000;;R;RESIDENCE;28;;;;7806645;
C;211;2108754;20;20011109 10:01;28//5589;
D;211;2108754;20;20011109 10:01;P;;;;;;
D;211;2108754;20;20011109 10:01;V;;;;;;
B;211;2108934;21;20011109 10:01;;;12;BINNING LANE;ERSKINEVILLE;2043;139.1;M;20010412;20010524;420000;A;R;RESIDENCE;;BQ;;;7755543;
C;211;2108934;21;20011109 10:01;8//243364;
D;211;2108934;21;20011109 10:01;P;;;;;;
D;211;2108934;21;20011109 10:01;V;;;;;;
D;211;2108934;21;20011109 10:01;V;;;;;;
B;211;2109066;22;20011109 10:01;;;15;BLOOMFIELD LANE;SURRY HILLS;2010;94.8;M;20010529;20010710;626000;A;R;RESIDENCE;;BD;;;7777806;
C;211;2109066;22;20011109 10:01;3//105919;
D;211;2109066;22;20011109 10:01;P;;;;;;
D;211;2109066;22;20011109 10:01;P;;;;;;
D;211;2109066;22;20011109 10:01;V;;;;;;
D;211;2109066;22;20011109 10:01;V;;;;;;
B;211;2109083;23;20011109 10:01;PARKLANE TOWERS;119;1;BOOMERANG ST;WOOLLOOMOOLOO;2011;;;20010614;20010720;550000;;R;RESIDENCE;119;;;;7806476;
C;211;2109083;23;20011109 10:01;119//18851;
