A;154;20020102 13:01;PTHIRLWELL;
B;154;1718095;1;20020102 13:01;;;2;ARGYLE CL;GRAFTON;2460;636.5;M;20011123;20011206;173000;A;R;RESIDENCE;;AC;;;8190309;
C;154;1718095;1;20020102 13:01;24//259977;
D;154;1718095;1;20020102 13:01;P;;;;;;
D;154;1718095;1;20020102 13:01;V;;;;;;
B;154;1718121;2;20020102 13:01;;;104;ARMIDALE ST;SOUTH GRAFTON;2460;626;M;20011019;20011130;98000;A;R;RESIDENCE;;AD;AC;;8166553;
C;154;1718121;2;20020102 13:01;1//358524;
D;154;1718121;2;20020102 13:01;P;;;;;;
D;154;1718121;2;20020102 13:01;V;;;;;;
D;154;1718121;2;20020102 13:01;V;;;;;;
B;154;1718162;3;20020102 13:01;;;558;ARMIDALE ST;SOUTH GRAFTON;2460;10.14;H;20010918;20011016;235000;R;R;RESIDENCE;;RD;RR;;8160721;
C;154;1718162;3;20020102 13:01;7//706960;
D;154;1718162;3;20020102 13:01;P;;;;;;
D;154;1718162;3;20020102 13:01;P;;;;;;
D;154;1718162;3;20020102 13:01;V;;;;;;
D;154;1718162;3;20020102 13:01;V;;;;;;
B;154;1718163;4;20020102 13:01;;;555;ARMIDALE ST;SOUTH GRAFTON;2460;1.504;H;20011115;20011129;180000;R;R;RESIDENCE;;RC;RR;;8175714;
C;154;1718163;4;20020102 13:01;1//712196;
D;154;1718163;4;20020102 13:01;P;;;;;;
D;154;1718163;4;20020102 13:01;P;;;;;;
D;154;1718163;4;20020102 13:01;V;;;;;;
B;154;1718302;5;20020102 13:01;;;155;ARTHUR ST;GRAFTON;2460;612.1;M;20011030;20011203;75000;A;R;RESIDENCE;;AB;AC;;8178749;
C;154;1718302;5;20020102 13:01;3//21548;
D;154;1718302;5;20020102 13:01;P;;;;;;
D;154;1718302;5;20020102 13:01;P;;;;;;
D;154;1718302;5;20020102 13:01;V;;;;;;
B;154;1718523;6;20020102 13:01;;;55;BACON ST;GRAFTON;2460;942;M;20010919;20011106;115000;A;R;RESIDENCE;;AC;AC;;8158503;
C;154;1718523;6;20020102 13:01;8//743177;
D;154;1718523;6;20020102 13:01;P;;;;;;
D;154;1718523;6;20020102 13:01;P;;;;;;
D;154;1718523;6;20020102 13:01;V;;;;;;
D;154;1718523;6;20020102 13:01;V;;;;;;
B;154;1718678;7;20020102 13:01;;;152;BENT ST;SOUTH GRAFTON;2460;508.4;M;20011108;20011130;110000;A;R;RESIDENCE;;AD;AC;;8175203;
C;154;1718678;7;20020102 13:01;6//23481;
D;154;1718678;7;20020102 13:01;P;;;;;;
D;154;1718678;7;20020102 13:01;P;;;;;;
D;154;1718678;7;20020102 13:01;V;;;;;;
D;154;1718678;7;20020102 13:01;V;;;;;;
B;154;1719006;8;20020102 13:01;;1;2;BLACKWOOD CL;GRAFTON;2460;;;20010903;20010926;92000;;R;RESIDENCE;1;;;;8165474;
C;154;1719006;8;20020102 13:01;1//SP 17329;
D;154;1719006;8;20020102 13:01;P;;;;;;
D;154;1719006;8;20020102 13:01;P;;;;;;
D;154;1719006;8;20020102 13:01;V;;;;;;
B;154;1719344;9;20020102 13:01;;;29;BUSH DR;SOUTH GRAFTON;2460;845;M;20011005;20011116;22000;A;V;VACANT LAND;;AE;AV;;8177769;
C;154;1719344;9;20020102 13:01;16//869778;
D;154;1719344;9;20020102 13:01;P;;;;;;
D;154;1719344;9;20020102 13:01;P;;;;;;
D;154;1719344;9;20020102 13:01;V;;;;;;
B;154;1719401;10;20020102 13:01;;;176;CAMBRIDGE ST;SOUTH GRAFTON;2460;598;M;20011112;20011207;105000;A;R;RESIDENCE;;AD;;;8199983;
C;154;1719401;10;20020102 13:01;1//805719;
D;154;1719401;10;20020102 13:01;P;;;;;;
D;154;1719401;10;20020102 13:01;P;;;;;;
D;154;1719401;10;20020102 13:01;V;;;;;;
B;154;1719618;11;20020102 13:01;;;21;CHAPMAN ST;GRAFTON;2460;613;M;20011026;20011123;117000;A;R;RESIDENCE;;AC;AC;;8175386;
C;154;1719618;11;20020102 13:01;9//251104;
D;154;1719618;11;20020102 13:01;P;;;;;;
D;154;1719618;11;20020102 13:01;P;;;;;;
D;154;1719618;11;20020102 13:01;V;;;;;;
B;154;1720382;12;20020102 13:01;;3;3;EVERSLEY PL;GRAFTON;2460;;;20011026;20011123;105000;;R;RESIDENCE;3;;;;8181881;
C;154;1720382;12;20020102 13:01;3//22987;
D;154;1720382;12;20020102 13:01;P;;;;;;
D;154;1720382;12;20020102 13:01;P;;;;;;
D;154;1720382;12;20020102 13:01;V;;;;;;
B;154;1720824;13;20020102 13:01;;;349;FRY ST;GRAFTON;2460;531.1;M;20011121;20011213;110000;A;R;RESIDENCE;;AA;;;8214167;
C;154;1720824;13;20020102 13:01;5/A/21399;
D;154;1720824;13;20020102 13:01;P;;;;;;
D;154;1720824;13;20020102 13:01;V;;;;;;
D;154;1720824;13;20020102 13:01;V;;;;;;
B;154;1721768;14;20020102 13:01;;;27;LILYPOOL RD;SOUTH GRAFTON;2460;2378;M;20011106;20011204;55000;I;3;STORAGE UNITS;;FZ;IF;;8179601;
