A;RTSALEDATA;259;20250512 01:26;VALNET;
B;259;333521;1;20250512 01:26;;;2;BALMORAL DR;GOROKAN;2263;967.5;M;20250404;20250505;840000;R2;R;RESIDENCE;;WGW;;0;AV30904;
C;259;333521;1;20250512 01:26;1/556575;
D;259;333521;1;20250512 01:26;P;;;;;;
D;259;333521;1;20250512 01:26;P;;;;;;
D;259;333521;1;20250512 01:26;V;;;;;;
D;259;333521;1;20250512 01:26;V;;;;;;
B;259;334647;2;20250512 01:26;;;1;BAYVIEW AVE;ROCKY POINT;2259;790.4;M;20250325;20250506;850000;R2;R;RESIDENCE;;WGP;;0;AV34567;
C;259;334647;2;20250512 01:26;38/17778;
D;259;334647;2;20250512 01:26;P;;;;;;
D;259;334647;2;20250512 01:26;P;;;;;;
D;259;334647;2;20250512 01:26;V;;;;;;
B;259;332861;3;20250512 01:26;;;10;ARMSTRONG AVE;KILLARNEY VALE;2261;645;M;20250321;20250505;790000;R2;R;RESIDENCE;;WGD;;0;AV31226;
C;259;332861;3;20250512 01:26;21/39161;
D;259;332861;3;20250512 01:26;P;;;;;;
D;259;332861;3;20250512 01:26;P;;;;;;
D;259;332861;3;20250512 01:26;V;;;;;;
B;259;333239;4;20250512 01:26;;;8;AURORA PL;BATEAU BAY;2261;370.8;M;20250228;20250502;750000;R1;R;RESIDENCE;;WFA;;0;AV26561;
C;259;333239;4;20250512 01:26;1/877931;
D;259;333239;4;20250512 01:26;P;;;;;;
D;259;333239;4;20250512 01:26;P;;;;;;
D;259;333239;4;20250512 01:26;V;;;;;;
B;259;333298;5;20250512 01:26;;;38;AVONDALE DR;KANWAL;2259;712;M;20250415;20250502;201895;R1;R;RESIDENCE;;WFL;;0;AV25743;
C;259;333298;5;20250512 01:26;809/858630;
D;259;333298;5;20250512 01:26;P;;;;;;
D;259;333298;5;20250512 01:26;V;;;;;;
D;259;333298;5;20250512 01:26;V;;;;;;
B;259;349676;6;20250512 01:26;;;175;GEOFFREY RD;CHITTAWAY POINT;2261;684.5;M;20250319;20250505;1080000;R2;R;RESIDENCE;;WGH;;0;AV32320;
C;259;349676;6;20250512 01:26;200/778150;
D;259;349676;6;20250512 01:26;P;;;;;;
D;259;349676;6;20250512 01:26;P;;;;;;
D;259;349676;6;20250512 01:26;V;;;;;;
D;259;349676;6;20250512 01:26;V;;;;;;
B;259;344245;7;20250512 01:26;KILLARNEY VALE RESIDENTIAL AGED CARE ;;1;DANIEL CL;KILLARNEY VALE;2261;7903;M;20250219;20250416;105969880;R2;3;COMMERCIAL;;GJA;;0;AU986628;
C;259;344245;7;20250512 01:26;22/794053;
D;259;344245;7;20250512 01:26;P;;;;;;
D;259;344245;7;20250512 01:26;V;;;;;;
B;259;344274;8;20250512 01:26;;;38;DARRI RD;WYONGAH;2259;557;M;20250211;20250506;820000;R2;R;RESIDENCE;;WGR;;0;AV34787;
