A;093;20110801 02:09;VALNET;
B;093;2947874;1;20110801 02:09;;7;129;DARLEY ST;MONA VALE;2103;;;20110519;20110629;890000;;R;RESIDENCE;7;;;0;AG353441;
C;093;2947874;1;20110801 02:09;7/SP69101;
D;093;2947874;1;20110801 02:09;P;;;;;;
D;093;2947874;1;20110801 02:09;P;;;;;;
D;093;2947874;1;20110801 02:09;V;;;;;;
D;093;2947874;1;20110801 02:09;V;;;;;;
B;093;3473344;2;20110801 02:09;;;19;WHIPBIRD CCT;MONA VALE;2103;1046.8;M;20110603;20110715;680000;A;V;VACANT LAND;;HC;;0;AG382108;
C;093;3473344;2;20110801 02:09;65/1137343;
D;093;3473344;2;20110801 02:09;P;;;;;;
D;093;3473344;2;20110801 02:09;P;;;;;;
D;093;3473344;2;20110801 02:09;V;;;;;;
D;093;3473344;2;20110801 02:09;V;;;;;;
B;093;981083;3;20110801 02:09;;;86 A;CENTRAL RD;AVALON;2107;320;M;20110603;20110715;899000;A;R;RESIDENCE;;HM;;0;AG379584;
C;093;981083;3;20110801 02:09;1/834566;
D;093;981083;3;20110801 02:09;P;;;;;;
D;093;981083;3;20110801 02:09;P;;;;;;
D;093;981083;3;20110801 02:09;V;;;;;;
D;093;981083;3;20110801 02:09;V;;;;;;
B;093;991847;4;20110801 02:09;;;1747 A;PITTWATER RD;MONA VALE;2103;430.7;M;20110720;20110720;1147446;B;3;SHOP/OFFICE;;CL;;0;AG386455;
C;093;991847;4;20110801 02:09;101/788439;
D;093;991847;4;20110801 02:09;P;;;;;;
D;093;991847;4;20110801 02:09;V;;;;;;
D;093;991847;4;20110801 02:09;V;;;;;;
D;093;991847;4;20110801 02:09;V;;;;;;
B;093;992018;5;20110801 02:09;;;99;PLATEAU RD;BILGOLA;2107;550.1;M;20110429;20110610;1055000;A;R;RESIDENCE;;HN;;0;AG383282;
C;093;992018;5;20110801 02:09;290/16902;
D;093;992018;5;20110801 02:09;P;;;;;;
D;093;992018;5;20110801 02:09;P;;;;;;
D;093;992018;5;20110801 02:09;V;;;;;;
D;093;992018;5;20110801 02:09;V;;;;;;
B;093;981467;6;20110801 02:09;;;1;COOINDA PL;BILGOLA;2107;929.5;M;20110613;20110719;1045000;A;R;RESIDENCE;;HN;;0;AG390730;
C;093;981467;6;20110801 02:09;46/222475;
D;093;981467;6;20110801 02:09;P;;;;;;
D;093;981467;6;20110801 02:09;P;;;;;;
D;093;981467;6;20110801 02:09;V;;;;;;
D;093;981467;6;20110801 02:09;V;;;;;;
B;093;984211;7;20110801 02:09;;;46 A;GLADSTONE ST;NEWPORT;2106;1151;M;20010226;20110427;925000;A;R;RESIDENCE;;HQ;AC;0;AG220723;
C;093;984211;7;20110801 02:09;A/399551;
B;093;992125;8;20110801 02:09;;;86;PLATEAU RD;BILGOLA;2107;872.6;M;20110621;20110713;1055000;A;R;RESIDENCE;;HN;;0;AG380322;
C;093;992125;8;20110801 02:09;16/12838;
D;093;992125;8;20110801 02:09;P;;;;;;
D;093;992125;8;20110801 02:09;P;;;;;;
D;093;992125;8;20110801 02:09;V;;;;;;
B;093;984294;9;20110801 02:09;;2;25;GLADSTONE ST;NEWPORT;2106;;;20110603;20110715;460000;;R;RESIDENCE;2;;;0;AG382706;
C;093;984294;9;20110801 02:09;2/SP1990;
D;093;984294;9;20110801 02:09;P;;;;;;
D;093;984294;9;20110801 02:09;V;;;;;;
B;093;979181;10;20110801 02:09;;;26;BEAUTY DR;AVALON;2107;701.9;M;20110520;20110719;2025000;A;R;RESIDENCE;;HV;;0;AG384911;
C;093;979181;10;20110801 02:09;30/26718;
D;093;979181;10;20110801 02:09;P;;;;;;
D;093;979181;10;20110801 02:09;P;;;;;;
D;093;979181;10;20110801 02:09;V;;;;;;
D;093;979181;10;20110801 02:09;V;;;;;;
B;093;984510;11;20110801 02:09;;4;48;GOLF AVE;MONA VALE;2103;;;20110520;20110701;515000;;R;RESIDENCE;4;;;0;AG380326;
C;093;984510;11;20110801 02:09;4/SP4163;
D;093;984510;11;20110801 02:09;P;;;;;;
D;093;984510;11;20110801 02:09;V;;;;;;
D;093;984510;11;20110801 02:09;V;;;;;;
B;093;984510;12;20110801 02:09;;5;48;GOLF AVE;MONA VALE;2103;;;20110527;20110701;695000;;R;RESIDENCE;5;;;0;AG388198;
C;093;984510;12;20110801 02:09;5/SP4163;
D;093;984510;12;20110801 02:09;P;;;;;;
D;093;984510;12;20110801 02:09;P;;;;;;
D;093;984510;12;20110801 02:09;V;;;;;;
D;093;984510;12;20110801 02:09;V;;;;;;
B;093;987190;13;20110801 02:09;;;2;KING ST;NEWPORT;2106;613.11;M;20110304;20110429;1360000;A;R;RESIDENCE;;HQ;;0;AG372752;
C;093;987190;13;20110801 02:09;4/15479;
D;093;987190;13;20110801 02:09;P;;;;;;
D;093;987190;13;20110801 02:09;V;;;;;;
D;093;987190;13;20110801 02:09;V;;;;;;
B;093;979390;14;20110801 02:09;;;10;BERTANA CRES;WARRIEWOOD;2102;695.6;M;20110513;20110706;950000;A;R;RESIDENCE;;HB;;0;AG387267;
C;093;979390;14;20110801 02:09;17/233448;
D;093;979390;14;20110801 02:09;P;;;;;;
D;093;979390;14;20110801 02:09;V;;;;;;
B;093;984593;15;20110801 02:09;;6;4;GOLF AVE;MONA VALE;2103;;;20110604;20110714;696000;;R;RESIDENCE;6;;;0;AG379553;
C;093;984593;15;20110801 02:09;6/SP51460;
D;093;984593;15;20110801 02:09;P;;;;;;
D;093;984593;15;20110801 02:09;P;;;;;;
D;093;984593;15;20110801 02:09;V;;;;;;
B;093;990085;16;20110801 02:09;;;4;NOOAL ST;NEWPORT;2106;1454;M;20110517;20110623;1975000;A;R;RESIDENCE;;HW;;0;AG341045;
C;093;990085;16;20110801 02:09;1/315279 Licence 333602;
D;093;990085;16;20110801 02:09;P;;;;;;
D;093;990085;16;20110801 02:09;P;;;;;;
D;093;990085;16;20110801 02:09;V;;;;;;
D;093;990085;16;20110801 02:09;V;;;;;;
B;093;976864;17;20110801 02:09;;;55;ARGYLE ST;BILGOLA;2107;486.9;M;20110603;20110715;915000;A;3;HOUSE;;HN;;0;AG387880;
C;093;976864;17;20110801 02:09;260/16327;
D;093;976864;17;20110801 02:09;P;;;;;;
D;093;976864;17;20110801 02:09;P;;;;;;
D;093;976864;17;20110801 02:09;V;;;;;;
B;093;990174;18;20110801 02:09;;;29;NORTH AVALON RD;AVALON;2107;1113;M;20110526;20110715;1220000;A;R;RESIDENCE;;HD;;0;AG371542;
C;093;990174;18;20110801 02:09;33/8394;
D;093;990174;18;20110801 02:09;P;;;;;;
D;093;990174;18;20110801 02:09;V;;;;;;
B;093;998325;19;20110801 02:09;;11;8;WILMETTE PL;MONA VALE;2103;;;20110414;20110708;650000;;3;COMMERCIAL;11;;;0;AG366560;
C;093;998325;19;20110801 02:09;11/SP33491;
D;093;998325;19;20110801 02:09;P;;;;;;
D;093;998325;19;20110801 02:09;V;;;;;;
D;093;998325;19;20110801 02:09;V;;;;;;
B;093;998619;20;20110801 02:09;;;2;WOLLSTONECRAFT AVE;AVALON;2107;657.4;M;20110606;20110718;1200000;A;R;RESIDENCE;;HM;;0;AG384539;
C;093;998619;20;20110801 02:09;2/871718;
D;093;998619;20;20110801 02:09;P;;;;;;
D;093;998619;20;20110801 02:09;P;;;;;;
D;093;998619;20;20110801 02:09;V;;;;;;
B;093;985640;21;20110801 02:09;;;50;HUDSON PDE;CLAREVILLE;2107;1296;M;20110526;20110721;3950000;A;R;RESIDENCE;;HW;;0;AG386575;
C;093;985640;21;20110801 02:09;51/7794;
D;093;985640;21;20110801 02:09;P;;;;;;
D;093;985640;21;20110801 02:09;V;;;;;;
D;093;985640;21;20110801 02:09;V;;;;;;
B;093;985885;22;20110801 02:09;;;83;HUDSON PDE;CLAREVILLE;2107;1018;M;20110604;20110704;980000;A;R;RESIDENCE;;HN;;0;AG382755;
C;093;985885;22;20110801 02:09;B/382329;
D;093;985885;22;20110801 02:09;P;;;;;;
D;093;985885;22;20110801 02:09;P;;;;;;
D;093;985885;22;20110801 02:09;V;;;;;;
D;093;985885;22;20110801 02:09;V;;;;;;
B;093;980608;23;20110801 02:09;;;107 A;CABBAGE TREE RD;BAYVIEW;2104;2.039;H;20110331;20110624;2005000;R;R;RESIDENCE;;RB;;0;AG382994;
C;093;980608;23;20110801 02:09;121/590574;
D;093;980608;23;20110801 02:09;P;;;;;;
D;093;980608;23;20110801 02:09;P;;;;;;
D;093;980608;23;20110801 02:09;V;;;;;;
B;093;3194232;24;20110801 02:09;;;32;BERTANA CRES;WARRIEWOOD;2102;1117;M;20110411;20110630;795000;A;V;VACANT LAND;;HB;;0;AG369744;
C;093;3194232;24;20110801 02:09;3/255066;
D;093;3194232;24;20110801 02:09;P;;;;;;
D;093;3194232;24;20110801 02:09;V;;;;;;
B;093;2777608;25;20110801 02:09;;;118 A;PRINCE ALFRED PDE;NEWPORT;2106;271.9;M;20110602;20110714;1110000;A;V;VACANT LAND;;HW;;0;AG378711;
C;093;2777608;25;20110801 02:09;A/391307;
D;093;2777608;25;20110801 02:09;P;;;;;;
D;093;2777608;25;20110801 02:09;V;;;;;;
B;093;3336220;26;20110801 02:09;;3;34;GOLF AVE;MONA VALE;2103;;;20110315;20110704;1200000;;R;RESIDENCE;3;;;0;AG377007;
C;093;3336220;26;20110801 02:09;3/SP79487;
D;093;3336220;26;20110801 02:09;P;;;;;;
D;093;3336220;26;20110801 02:09;V;;;;;;
Z;133;26;26;79;
