A;222;20030501 12:50;PBARBER;
B;222;2463886;1;20030501 12:50;;;110;BELLS RD;LITHGOW;2790;;;20030328;20030328;26000;A;R;RESIDENCE;;AF;;;9519277;
C;222;2463886;1;20030501 12:50;14/50/4014;
D;222;2463886;1;20030501 12:50;P;;;;;;
D;222;2463886;1;20030501 12:50;V;;;;;;
D;222;2463886;1;20030501 12:50;V;;;;;;
B;222;2463964;2;20030501 12:50;;;39;BENT ST;LITHGOW;2790;;;20030324;20030404;155000;A;R;RESIDENCE;;AD;;;9544427;
C;222;2463964;2;20030501 12:50;8/26/2858;
D;222;2463964;2;20030501 12:50;P;;;;;;
D;222;2463964;2;20030501 12:50;V;;;;;;
B;222;2464257;3;20030501 12:50;;;73;CALERO ST;LITHGOW;2790;;;20030311;20030415;170000;A;R;RESIDENCE;;AA;;;9547971;
C;222;2464257;3;20030501 12:50;225//5255;
D;222;2464257;3;20030501 12:50;P;;;;;;
D;222;2464257;3;20030501 12:50;P;;;;;;
D;222;2464257;3;20030501 12:50;V;;;;;;
B;222;2464398;4;20030501 12:50;;;36;CHIFLEY RD;LITHGOW;2790;;;20020405;20020517;975000;A;R;RESIDENCE;;AF;;;9535041;
C;222;2464398;4;20030501 12:50;3/10/2308;
D;222;2464398;4;20030501 12:50;P;;;;;;
D;222;2464398;4;20030501 12:50;V;;;;;;
B;222;2465974;5;20030501 12:50;;;194;INCH ST;LITHGOW;2790;328.8;M;20030117;20030221;85000;A;R;RESIDENCE;;FP;;;9542981;
C;222;2465974;5;20030501 12:50;7//2857;
D;222;2465974;5;20030501 12:50;P;;;;;;
D;222;2465974;5;20030501 12:50;P;;;;;;
D;222;2465974;5;20030501 12:50;V;;;;;;
D;222;2465974;5;20030501 12:50;V;;;;;;
B;222;2466883;6;20030501 12:50;;;13;MALVERN ST;LITHGOW;2790;695.6;M;20030314;20030416;205000;A;R;RESIDENCE;;AA;;;9547221;
C;222;2466883;6;20030501 12:50;2//171542;
D;222;2466883;6;20030501 12:50;P;;;;;;
D;222;2466883;6;20030501 12:50;V;;;;;;
B;222;2467134;7;20030501 12:50;;;73;MORT ST;LITHGOW;2790;752.5;M;20030311;20030328;137500;A;R;RESIDENCE;;AD;;;9521622;
C;222;2467134;7;20030501 12:50;14//806015;
D;222;2467134;7;20030501 12:50;P;;;;;;
D;222;2467134;7;20030501 12:50;P;;;;;;
D;222;2467134;7;20030501 12:50;V;;;;;;
B;222;2467278;8;20030501 12:50;;;9;MORTLOCK CL;LITHGOW;2790;978.1;M;20030224;20030321;275000;A;R;RESIDENCE;;AF;;;9522947;
C;222;2467278;8;20030501 12:50;9//862854;
D;222;2467278;8;20030501 12:50;P;;;;;;
D;222;2467278;8;20030501 12:50;P;;;;;;
D;222;2467278;8;20030501 12:50;V;;;;;;
D;222;2467278;8;20030501 12:50;V;;;;;;
B;222;2467339;9;20030501 12:50;;;71;MUSKET PDE;LITHGOW;2790;;;20030224;20030407;115000;A;R;RESIDENCE;;AA;;;9521424;
C;222;2467339;9;20030501 12:50;32//26281;
D;222;2467339;9;20030501 12:50;P;;;;;;
D;222;2467339;9;20030501 12:50;V;;;;;;
B;222;2467403;10;20030501 12:50;;;19;ORDNANCE AVE;LITHGOW;2790;;;20030221;20030324;238000;A;R;RESIDENCE;;AA;;;9539425;
C;222;2467403;10;20030501 12:50;587//5255;
D;222;2467403;10;20030501 12:50;P;;;;;;
D;222;2467403;10;20030501 12:50;V;;;;;;
B;222;2468684;11;20030501 12:50;;;12;WRIGHTS RD;LITHGOW;2790;;;20030227;20030410;165000;A;R;RESIDENCE;;AA;;;9549719;
C;222;2468684;11;20030501 12:50;58, 59//5255;
D;222;2468684;11;20030501 12:50;P;;;;;;
D;222;2468684;11;20030501 12:50;P;;;;;;
D;222;2468684;11;20030501 12:50;V;;;;;;
D;222;2468684;11;20030501 12:50;V;;;;;;
B;222;2468693;12;20030501 12:50;;;7;WRIGHTS RD;LITHGOW;2790;916.9;M;20030221;20030411;129000;A;R;RESIDENCE;;AA;;;9542282;
C;222;2468693;12;20030501 12:50;10//19642;
D;222;2468693;12;20030501 12:50;P;;;;;;
D;222;2468693;12;20030501 12:50;P;;;;;;
D;222;2468693;12;20030501 12:50;V;;;;;;
B;222;2469621;13;20030501 12:50;;;2;MUDGEE RD;CULLEN BULLEN;2790;3232;M;20030324;20030411;79000;Z;R;RESIDENCE;;CB;;;9547136;
C;222;2469621;13;20030501 12:50;5, 6/B/13644 100//1050450;
D;222;2469621;13;20030501 12:50;P;;;;;;
D;222;2469621;13;20030501 12:50;P;;;;;;
D;222;2469621;13;20030501 12:50;V;;;;;;
B;222;2471978;14;20030501 12:50;;;191;MCKANES FALLS RD;SOUTH BOWENFELS;2790;2.001;H;20030210;20030310;185000;R;V;VACANT LAND;;SA;;;9530957;
C;222;2471978;14;20030501 12:50;47//839938;
D;222;2471978;14;20030501 12:50;P;;;;;;
D;222;2471978;14;20030501 12:50;P;;;;;;
D;222;2471978;14;20030501 12:50;V;;;;;;
D;222;2471978;14;20030501 12:50;V;;;;;;
B;222;2472634;15;20030501 12:50;;;;MUDGEE RD;LIDSDALE;2790;1.929;H;20030217;20030410;130000;Z;V;VACANT LAND;;LD;;;9531660;
C;222;2472634;15;20030501 12:50;1//914028 1//914029;
D;222;2472634;15;20030501 12:50;P;;;;;;
D;222;2472634;15;20030501 12:50;V;;;;;;
D;222;2472634;15;20030501 12:50;V;;;;;;
B;222;2472656;16;20030501 12:50;;;;HUGHES LANE;MARRANGAROO;2790;9321;M;20030410;20030410;180000;R;R;RESIDENCE;;XA;;;9521356;
C;222;2472656;16;20030501 12:50;B, C//315902;
D;222;2472656;16;20030501 12:50;P;;;;;;
D;222;2472656;16;20030501 12:50;V;;;;;;
B;222;2472835;17;20030501 12:50;;;;BLACKETT DR;WALLERAWANG;2845;797.3;M;20030224;20030407;52000;Z;V;VACANT LAND;;WA;;;9536009;
C;222;2472835;17;20030501 12:50;39//263665;
D;222;2472835;17;20030501 12:50;P;;;;;;
D;222;2472835;17;20030501 12:50;V;;;;;;
B;222;2472878;18;20030501 12:50;;;;BURNETT ST;WALLERAWANG;2845;745.8;M;20030213;20030416;26000;Z;V;VACANT LAND;;WA;;;9540116;
C;222;2472878;18;20030501 12:50;100//877661;
D;222;2472878;18;20030501 12:50;P;;;;;;
D;222;2472878;18;20030501 12:50;V;;;;;;
B;222;2473015;19;20030501 12:50;;;6;CURRINGA PL;WALLERAWANG;2845;702.5;M;20030227;20030404;175000;Z;R;RESIDENCE;;WA;;;9544210;
C;222;2473015;19;20030501 12:50;21//705950;
D;222;2473015;19;20030501 12:50;P;;;;;;
D;222;2473015;19;20030501 12:50;P;;;;;;
D;222;2473015;19;20030501 12:50;V;;;;;;
D;222;2473015;19;20030501 12:50;V;;;;;;
B;222;2473396;20;20030501 12:50;;;57;PIPERS FLAT RD;WALLERAWANG;2845;730.99;M;20020926;20030327;139250;Z;R;RESIDENCE;;WA;;;9517066;
C;222;2473396;20;20030501 12:50;12//2527;
D;222;2473396;20;20030501 12:50;P;;;;;;
D;222;2473396;20;20030501 12:50;P;;;;;;
D;222;2473396;20;20030501 12:50;P;;;;;;
D;222;2473396;20;20030501 12:50;V;;;;;;
D;222;2473396;20;20030501 12:50;V;;;;;;
B;222;2473484;21;20030501 12:50;;;2;WALKER DR;WALLERAWANG;2845;665;M;20030225;20030401;200000;Z;R;RESIDENCE;;WA;;;9541427;
C;222;2473484;21;20030501 12:50;29//263665;
D;222;2473484;21;20030501 12:50;P;;;;;;
D;222;2473484;21;20030501 12:50;P;;;;;;
D;222;2473484;21;20030501 12:50;V;;;;;;
