A;070;20030501 12:39;PBARBER;
B;070;550330;1;20030501 12:39;;;31;CHANTILLY ST;NARRANDERA;2700;;;20030303;20030331;90000;Z;R;RESIDENCE;;ZC;;;9537873;
C;070;550330;1;20030501 12:39;21/G/2597;
D;070;550330;1;20030501 12:39;P;;;;;;
D;070;550330;1;20030501 12:39;V;;;;;;
B;070;550904;2;20030501 12:39;;;19;GROSVENOR ST;NARRANDERA;2700;1012;M;20030403;20030404;8000;Z;R;RESIDENCE;;ZC;;;9528520;
C;070;550904;2;20030501 12:39;20/N/2597;
D;070;550904;2;20030501 12:39;P;;;;;;
D;070;550904;2;20030501 12:39;P;;;;;;
D;070;550904;2;20030501 12:39;V;;;;;;
D;070;550904;2;20030501 12:39;V;;;;;;
D;070;550904;2;20030501 12:39;V;;;;;;
Z;13;2;2;7;
