A;035;20030501 12:38;PBARBER;
B;035;446637;1;20030501 12:38;;;5292;OALLEN FORD RD;BUNGONIA;2580;40.01;H;20030303;20030411;400000;R;R;RESIDENCE;;RH;;;9533241;
C;035;446637;1;20030501 12:38;6//264643;
D;035;446637;1;20030501 12:38;P;;;;;;
D;035;446637;1;20030501 12:38;P;;;;;;
D;035;446637;1;20030501 12:38;V;;;;;;
B;035;446983;2;20030501 12:38;;;91;CARTERS CL;TOWRANG;2580;51.05;H;20020904;20030414;145000;R;V;VACANT LAND;;RC;;;9544337;
C;035;446983;2;20030501 12:38;1//849937;
D;035;446983;2;20030501 12:38;P;;;;;;
D;035;446983;2;20030501 12:38;V;;;;;;
B;035;447094;3;20030501 12:38;;;2884;OALLEN FORD RD;WINDELLAMA;2580;63.26;H;20030411;20030411;137000;R;3;;;RJ;;;9532083;
C;035;447094;3;20030501 12:38;1//709467;
D;035;447094;3;20030501 12:38;P;;;;;;
D;035;447094;3;20030501 12:38;P;;;;;;
D;035;447094;3;20030501 12:38;V;;;;;;
D;035;447094;3;20030501 12:38;V;;;;;;
D;035;447094;3;20030501 12:38;V;;;;;;
D;035;447094;3;20030501 12:38;V;;;;;;
B;035;447131;4;20030501 12:38;;;540;SANDY POINT RD;MAYFIELD;2622;11.93;H;20020827;20021018;63000;R;V;VACANT LAND;;HJ;;;9524920;
C;035;447131;4;20030501 12:38;3//802029;
D;035;447131;4;20030501 12:38;P;;;;;;
D;035;447131;4;20030501 12:38;V;;;;;;
B;035;447168;5;20030501 12:38;;;248;CLAYPIT RD;OALLEN;2580;40.47;H;20030311;20030416;85000;R;V;VACANT LAND;;RJ;;;9552062;
C;035;447168;5;20030501 12:38;157//750012;
D;035;447168;5;20030501 12:38;P;;;;;;
D;035;447168;5;20030501 12:38;V;;;;;;
B;035;447820;6;20030501 12:38;;;;BUNNABY ST;TARALGA;2580;903.2;M;20030311;20030410;14000;Z;V;VACANT LAND;;ZA;;;9536686;
C;035;447820;6;20030501 12:38;72//714917;
D;035;447820;6;20030501 12:38;P;;;;;;
D;035;447820;6;20030501 12:38;V;;;;;;
B;035;448571;7;20030501 12:38;;;16;BRAYTON RD;MARULAN;2579;701.9;M;20030213;20030327;120000;Z;R;RESIDENCE;;ZB;;;9520986;
C;035;448571;7;20030501 12:38;23//28002;
D;035;448571;7;20030501 12:38;P;;;;;;
D;035;448571;7;20030501 12:38;V;;;;;;
D;035;448571;7;20030501 12:38;V;;;;;;
B;035;449203;8;20030501 12:38;;;906;TARALGA RD;GOULBURN;2580;34.38;H;20030226;20030326;215000;R;V;VACANT LAND;;RE;;;9530836;
C;035;449203;8;20030501 12:38;72//750037 1//798055;
D;035;449203;8;20030501 12:38;P;;;;;;
D;035;449203;8;20030501 12:38;P;;;;;;
D;035;449203;8;20030501 12:38;V;;;;;;
D;035;449203;8;20030501 12:38;V;;;;;;
D;035;449203;8;20030501 12:38;V;;;;;;
D;035;449203;8;20030501 12:38;V;;;;;;
B;035;450255;9;20030501 12:38;;;225;COWPERS LANE;TARLO;2580;161.9;H;20030306;20030409;200000;R;3;RURAL LAND;;FB;;;9526142;
C;035;450255;9;20030501 12:38;1//111639 108//750051;
D;035;450255;9;20030501 12:38;P;;;;;;
D;035;450255;9;20030501 12:38;V;;;;;;
B;035;450852;10;20030501 12:38;;;393;MULWAREE DR;TALLONG;2579;1.264;H;20030202;20030321;87500;R;V;VACANT LAND;;VD;;;9522920;
C;035;450852;10;20030501 12:38;102//880524;
D;035;450852;10;20030501 12:38;P;;;;;;
D;035;450852;10;20030501 12:38;V;;;;;;
D;035;450852;10;20030501 12:38;V;;;;;;
D;035;450852;10;20030501 12:38;V;;;;;;
D;035;450852;10;20030501 12:38;V;;;;;;
