A;253;20030619 09:38;PDANN;
B;253;2678225;1;20030619 09:38;;;122;FOX ST;WALGETT;2832;714.5;M;20030305;20030314;26000;Z;R;RESIDENCE;;AC;AC;0;9485544;
C;253;2678225;1;20030619 09:38;4//234978;
D;253;2678225;1;20030619 09:38;P;;;;;;
D;253;2678225;1;20030619 09:38;V;;;;;;
B;253;2678248;2;20030619 09:38;;;79;FOX ST;WALGETT;2832;1568;M;20021203;20030114;200000;Z;3;RESIDENTIALCO;;BA;BS;0;9467846;
C;253;2678248;2;20030619 09:38;A//373261;
D;253;2678248;2;20030619 09:38;P;;;;;;
D;253;2678248;2;20030619 09:38;P;;;;;;
D;253;2678248;2;20030619 09:38;V;;;;;;
D;253;2678248;2;20030619 09:38;V;;;;;;
D;253;2678248;2;20030619 09:38;V;;;;;;
D;253;2678248;2;20030619 09:38;V;;;;;;
D;253;2678248;2;20030619 09:38;V;;;;;;
B;253;2678684;3;20030619 09:38;;;91;WEE WAA LANE;WALGETT;2832;891.5;M;20030210;20030314;22500;Z;R;RESIDENCE;;AC;AC;0;9485587;
C;253;2678684;3;20030619 09:38;25//238035;
D;253;2678684;3;20030619 09:38;P;;;;;;
D;253;2678684;3;20030619 09:38;V;;;;;;
B;253;2678687;4;20030619 09:38;;;85;WEE WAA LANE;WALGETT;2832;891.5;M;20030223;20030317;15000;Z;R;RESIDENCE;;AC;AC;0;9485629;
C;253;2678687;4;20030619 09:38;27//238035;
D;253;2678687;4;20030619 09:38;P;;;;;;
D;253;2678687;4;20030619 09:38;V;;;;;;
B;253;2679571;5;20030619 09:38;;;;HARLEQUIN ST;LIGHTNING RIDGE;2834;1011;M;20020715;20020904;93000;Z;R;RESIDENCE;;BF;AC;0;9458499;
C;253;2679571;5;20030619 09:38;15/14/758612 Western Land Lease 10210;
D;253;2679571;5;20030619 09:38;P;;;;;;
D;253;2679571;5;20030619 09:38;P;;;;;;
D;253;2679571;5;20030619 09:38;V;;;;;;
D;253;2679571;5;20030619 09:38;V;;;;;;
B;253;2679742;6;20030619 09:38;;;;NETTLETON DR;LIGHTNING RIDGE;2834;999.3;M;20030220;20030311;108000;Z;R;RESIDENCE;;AD;AC;0;9453243;
C;253;2679742;6;20030619 09:38;14//39545;
D;253;2679742;6;20030619 09:38;P;;;;;;
D;253;2679742;6;20030619 09:38;P;;;;;;
D;253;2679742;6;20030619 09:38;V;;;;;;
D;253;2679742;6;20030619 09:38;V;;;;;;
B;253;2975696;7;20030619 09:38;;;103;WEE WAA ST;WALGETT;2832;2023;M;20021208;20021208;150000;Z;3;TRAINING CENT;;AC;IF;0;9276846;
C;253;2975696;7;20030619 09:38;2/17/759036;
D;253;2975696;7;20030619 09:38;P;;;;;;
D;253;2975696;7;20030619 09:38;V;;;;;;
Z;39;7;7;23;
