A;073;20020301 13:10;CDIXON;
B;073;560291;1;20020301 13:10;;;;LACHLAN ST;BOREE CREEK;2652;2024;M;20020130;20020130;30000;A;R;RESIDENCE;;AB;;;8367785;
C;073;560291;1;20020301 13:10;6, 7/C/7344;
D;073;560291;1;20020301 13:10;P;;;;;;
D;073;560291;1;20020301 13:10;V;;;;;;
D;073;560291;1;20020301 13:10;V;;;;;;
B;073;560398;2;20020301 13:10;;;;BOREE CREEK RD;URANA;2645;259.2;H;20010315;20010416;37600;R;3;FARM;;RA;;;8318732;
C;073;560398;2;20020301 13:10;41, 42//756399;
D;073;560398;2;20020301 13:10;P;;;;;;
D;073;560398;2;20020301 13:10;V;;;;;;
B;073;560410;3;20020301 13:10;'EUROGLEN';;;EUROGLEN RD;URANA;2645;259;H;20010315;20010416;160000;R;3;FARM;;RA;;;8318612;
C;073;560410;3;20020301 13:10;100, 101//756399;
D;073;560410;3;20020301 13:10;P;;;;;;
D;073;560410;3;20020301 13:10;V;;;;;;
B;073;560469;4;20020301 13:10;;;;PH CLEAR HILLS;OAKLANDS;2646;5.948;H;20011020;20011203;62500;R;3;FARM HOUSE &;;RA;;;8196959;
C;073;560469;4;20020301 13:10;2//533731 //756402;
D;073;560469;4;20020301 13:10;P;;;;;;
D;073;560469;4;20020301 13:10;V;;;;;;
B;073;560508;5;20020301 13:10;;;60;BULLER ST;OAKLANDS;2646;885.2;M;20011128;20020128;50000;A;R;RESIDENCE;;AK;;;8361804;
C;073;560508;5;20020301 13:10;14/B/3748;
D;073;560508;5;20020301 13:10;P;;;;;;
D;073;560508;5;20020301 13:10;V;;;;;;
B;073;560671;6;20020301 13:10;;;4;THORNBER ST;OAKLANDS;2646;2023;M;20011219;20020129;1000;A;V;VACANT LAND;;AK;;;8349458;
C;073;560671;6;20020301 13:10;2/12/758804;
D;073;560671;6;20020301 13:10;P;;;;;;
D;073;560671;6;20020301 13:10;P;;;;;;
D;073;560671;6;20020301 13:10;V;;;;;;
B;073;560829;7;20020301 13:10;;;;PH HASTINGS;URANA;2645;687.9;H;20010615;20010907;553710;R;3;FARM LAND;;RC;;;8229730;
C;073;560829;7;20020301 13:10;32//756421;
D;073;560829;7;20020301 13:10;P;;;;;;
D;073;560829;7;20020301 13:10;V;;;;;;
B;073;560832;8;20020301 13:10;;;;PH HASTINGS;URANA;2645;630.2;H;20010615;20010907;553710;R;3;FARM LAND;;RC;;;8229730;
C;073;560832;8;20020301 13:10;89, 90//756421 Road Permit 35/29 Settlement Lease 1823 . .;
D;073;560832;8;20020301 13:10;P;;;;;;
D;073;560832;8;20020301 13:10;V;;;;;;
B;073;560834;9;20020301 13:10;;;;PH HASTINGS;URANA;2645;624.8;H;20010615;20010907;324314;R;3;FARM LAND;;RC;;;8229729;
C;073;560834;9;20020301 13:10;93, 94//756421 Road Permit 10/10 .;
D;073;560834;9;20020301 13:10;P;;;;;;
D;073;560834;9;20020301 13:10;V;;;;;;
B;073;560979;10;20020301 13:10;;;;SR 1014 BOREE CREEK RD;URANA;2645;433.4;H;20010926;20010926;500;R;V;VACANT LAND;;RA;;;8098309;
C;073;560979;10;20020301 13:10;58//665182 PT 64, 65, //756433 CL RD;
D;073;560979;10;20020301 13:10;P;;;;;;
D;073;560979;10;20020301 13:10;P;;;;;;
D;073;560979;10;20020301 13:10;V;;;;;;
B;073;561176;11;20020301 13:10;;;;ANNA ST;URANA;2645;2023.4;M;20011218;20020124;140000;A;R;RESIDENCE;;AU;;;8350604;
C;073;561176;11;20020301 13:10;2/15/759023;
D;073;561176;11;20020301 13:10;P;;;;;;
D;073;561176;11;20020301 13:10;P;;;;;;
D;073;561176;11;20020301 13:10;V;;;;;;
D;073;561176;11;20020301 13:10;V;;;;;;
B;073;561228;12;20020301 13:10;;;10;OSBORNE ST;URANA;2645;;;20011205;20020117;65000;A;R;RESIDENCE;;AU;;;8308106;
C;073;561228;12;20020301 13:10;10/33/759023;
D;073;561228;12;20020301 13:10;P;;;;;;
D;073;561228;12;20020301 13:10;P;;;;;;
D;073;561228;12;20020301 13:10;V;;;;;;
B;073;561406;13;20020301 13:10;;;;WOODHOUSE ST;URANA;2645;4.325;H;20010702;20010702;2000;A;3;INDUSTRIAL;;AU;;;8205643;
C;073;561406;13;20020301 13:10;335//756447 Suburban Holding 1922/1 .;
D;073;561406;13;20020301 13:10;P;;;;;;
D;073;561406;13;20020301 13:10;V;;;;;;
B;073;561421;14;20020301 13:10;;;;JERILDERIE RD;URANA;2645;147.2;H;20010615;20010907;324314;R;3;FARM LAND;;RC;;;8229729;
C;073;561421;14;20020301 13:10;92//704956;
D;073;561421;14;20020301 13:10;P;;;;;;
D;073;561421;14;20020301 13:10;V;;;;;;
Z;64;14;14;34;
