A;085;20050628 09:28;PDANN;
B;085;720336;1;20050628 09:28;;;5;ANGUS AVE;LANE COVE;2066;613.1;M;20011108;20020111;770000;A;R;RESIDENCE;;FC;AC;0;8276770;
C;085;720336;1;20050628 09:28;B/308410;
D;085;720336;1;20050628 09:28;P;;;;;;
D;085;720336;1;20050628 09:28;P;;;;;;
D;085;720336;1;20050628 09:28;V;;;;;;
B;085;720424;2;20050628 09:28;;;112;ARABELLA ST;LONGUEVILLE;2066;547.9;M;20011117;20020114;1005000;A;R;RESIDENCE;;ED;AC;0;8301337;
C;085;720424;2;20050628 09:28;B/336420;
D;085;720424;2;20050628 09:28;P;;;;;;
D;085;720424;2;20050628 09:28;P;;;;;;
D;085;720424;2;20050628 09:28;V;;;;;;
D;085;720424;2;20050628 09:28;V;;;;;;
B;085;720968;3;20050628 09:28;;13;25;BEST ST;LANE COVE;2066;;;20011206;20020117;382000;;R;RESIDENCE;13;;XA;0;8317325;
C;085;720968;3;20050628 09:28;13/SP18756;
D;085;720968;3;20050628 09:28;P;;;;;;
D;085;720968;3;20050628 09:28;P;;;;;;
D;085;720968;3;20050628 09:28;V;;;;;;
B;085;722068;4;20050628 09:28;;1;126;BURNS BAY RD;LANE COVE;2066;;;20011206;20020117;350000;;R;RESIDENCE;1;;XA;0;8313456;
C;085;722068;4;20050628 09:28;1/SP4738;
D;085;722068;4;20050628 09:28;P;;;;;;
D;085;722068;4;20050628 09:28;V;;;;;;
D;085;722068;4;20050628 09:28;V;;;;;;
B;085;722068;5;20050628 09:28;;21;126;BURNS BAY RD;LANE COVE;2066;;;20011206;20020117;350000;;R;RESIDENCE;21;;XA;0;8313456;
C;085;722068;5;20050628 09:28;21/SP4738;
D;085;722068;5;20050628 09:28;P;;;;;;
D;085;722068;5;20050628 09:28;V;;;;;;
B;085;722260;6;20050628 09:28;;15;88;BURNS BAY RD;LANE COVE;2066;;;20011123;20011221;380000;;R;RESIDENCE;15;;XA;0;8228885;
C;085;722260;6;20050628 09:28;15/SP1327;
D;085;722260;6;20050628 09:28;P;;;;;;
D;085;722260;6;20050628 09:28;V;;;;;;
B;085;722260;7;20050628 09:28;;25;88;BURNS BAY RD;LANE COVE;2066;;;20011123;20011221;380000;;R;RESIDENCE;25;;XA;0;8228885;
C;085;722260;7;20050628 09:28;25/SP1327;
D;085;722260;7;20050628 09:28;P;;;;;;
D;085;722260;7;20050628 09:28;V;;;;;;
B;085;722959;8;20050628 09:28;;18;299;BURNS BAY RD;LANE COVE;2066;;;20011023;20011128;345000;;R;RESIDENCE;18;;XA;0;8314984;
C;085;722959;8;20050628 09:28;18/SP6228;
D;085;722959;8;20050628 09:28;P;;;;;;
D;085;722959;8;20050628 09:28;P;;;;;;
D;085;722959;8;20050628 09:28;V;;;;;;
B;085;724521;9;20050628 09:28;;6;4;ELIZABETH PDE;LANE COVE;2066;;;20011128;20020125;299999;;R;RESIDENCE;6;;XA;0;8313194;
C;085;724521;9;20050628 09:28;6/SP1252;
D;085;724521;9;20050628 09:28;P;;;;;;
D;085;724521;9;20050628 09:28;V;;;;;;
B;085;724521;10;20050628 09:28;;24;4;ELIZABETH PDE;LANE COVE;2066;;;20011128;20020125;299999;;R;RESIDENCE;24;;XA;0;8313194;
C;085;724521;10;20050628 09:28;24/SP1252;
D;085;724521;10;20050628 09:28;P;;;;;;
D;085;724521;10;20050628 09:28;V;;;;;;
B;085;724733;11;20050628 09:28;;3;34;EPPING RD;LANE COVE;2066;;;20011119;20020118;310000;;R;RESIDENCE;3;;XA;0;8314302;
C;085;724733;11;20050628 09:28;3/SP14800;
D;085;724733;11;20050628 09:28;P;;;;;;
D;085;724733;11;20050628 09:28;P;;;;;;
D;085;724733;11;20050628 09:28;V;;;;;;
D;085;724733;11;20050628 09:28;V;;;;;;
B;085;731398;12;20050628 09:28;;22;284;PACIFIC HWY;ARTARMON;2064;;;20011203;20020118;150000;;R;RESIDENCE;22;;XA;0;8308842;
C;085;731398;12;20050628 09:28;22/SP42858;
D;085;731398;12;20050628 09:28;P;;;;;;
D;085;731398;12;20050628 09:28;P;;;;;;
D;085;731398;12;20050628 09:28;V;;;;;;
D;085;731398;12;20050628 09:28;V;;;;;;
B;085;732733;13;20050628 09:28;;;4;ROBERT ST;GREENWICH;2065;556.4;M;20011124;20011220;1300000;A;R;RESIDENCE;;EJ;ACI;0;8316336;
C;085;732733;13;20050628 09:28;1/85660;
D;085;732733;13;20050628 09:28;P;;;;;;
D;085;732733;13;20050628 09:28;V;;;;;;
Z;64;13;13;36;
