A;058;20030619 08:58;PDANN;
B;058;525290;1;20030619 08:58;;;125;HANLEY ST;GUNDAGAI;2722;1619;M;20020914;20021025;48500;Z;R;RESIDENCE;;AR;AC;0;4367962;
C;058;525290;1;20030619 08:58;5//154454;
D;058;525290;1;20030619 08:58;P;;;;;;
D;058;525290;1;20030619 08:58;P;;;;;;
D;058;525290;1;20030619 08:58;V;;;;;;
B;058;527163;2;20030619 08:58;;;;PH TARRABANDRA DP'S;GUNDAGAI;2722;18.09;H;20021224;20030205;187500;Z;R;RESIDENCE;;HB;RR;0;9359387;
C;058;527163;2;20030619 08:58;PT 6//875165;
D;058;527163;2;20030619 08:58;P;;;;;;
D;058;527163;2;20030619 08:58;P;;;;;;
D;058;527163;2;20030619 08:58;V;;;;;;
D;058;527163;2;20030619 08:58;V;;;;;;
Z;13;2;2;7;
