A;037;20030501 12:38;PBARBER;
B;037;451387;1;20030501 12:38;;;33;AURVILLE RD;HARDEN;2587;613.2;M;20030220;20030313;43000;Z;R;RESIDENCE;;AC;;;9539520;
C;037;451387;1;20030501 12:38;9//801202;
D;037;451387;1;20030501 12:38;P;;;;;;
D;037;451387;1;20030501 12:38;V;;;;;;
B;037;451706;2;20030501 12:38;;;29;IRIS ST;HARDEN;2587;575.4;M;20021223;20030129;46000;Z;R;RESIDENCE;;AB;;;9546069;
C;037;451706;2;20030501 12:38;1//199989;
D;037;451706;2;20030501 12:38;P;;;;;;
D;037;451706;2;20030501 12:38;V;;;;;;
B;037;452594;3;20030501 12:38;;;;BARWANG RD;HARDEN;2587;38.51;H;20020829;20030401;105000;R;3;FARM;;RB;;;9503666;
C;037;452594;3;20030501 12:38;2//793216 Enclosure Permit 061012;
D;037;452594;3;20030501 12:38;P;;;;;;
D;037;452594;3;20030501 12:38;V;;;;;;
B;037;452706;4;20030501 12:38;;;;MCMAHON RD;GALONG;2585;2934;M;20030408;20030408;11000;R;V;VACANT LAND;;VC;;;9517096;
C;037;452706;4;20030501 12:38;1//741772;
D;037;452706;4;20030501 12:38;P;;;;;;
D;037;452706;4;20030501 12:38;V;;;;;;
D;037;452706;4;20030501 12:38;V;;;;;;
Z;19;4;4;9;
