A;120;20031216 12:06;PDANN;
B;120;1253514;1;20031216 12:06;;;17;ATKINSON ST;MUDGEE;2850;815.7;M;20031009;20031110;172000;A;R;RESIDENCE;;AE;;0;AA194499;
C;120;1253514;1;20031216 12:06;A//381385;
D;120;1253514;1;20031216 12:06;P;;;;;;
D;120;1253514;1;20031216 12:06;P;;;;;;
D;120;1253514;1;20031216 12:06;V;;;;;;
B;120;1253611;2;20031216 12:06;;;6;BELMORE ST;MUDGEE;2850;;;20030926;20031031;166000;A;R;RESIDENCE;;AD;;0;AA230412;
C;120;1253611;2;20031216 12:06;A//362889;
D;120;1253611;2;20031216 12:06;P;;;;;;
D;120;1253611;2;20031216 12:06;V;;;;;;
B;120;1253855;3;20031216 12:06;;;165;CHURCH ST;MUDGEE;2850;1606;M;20030911;20031030;246000;A;R;RESIDENCE;;AC;;0;AA192594;
C;120;1253855;3;20031216 12:06;A//389405 1//536589;
D;120;1253855;3;20031216 12:06;P;;;;;;
D;120;1253855;3;20031216 12:06;P;;;;;;
D;120;1253855;3;20031216 12:06;V;;;;;;
D;120;1253855;3;20031216 12:06;V;;;;;;
B;120;1254180;4;20031216 12:06;;;39;COX ST;MUDGEE;2850;486;M;20031029;20031126;165000;A;R;RESIDENCE;;AD;;0;AA232243;
C;120;1254180;4;20031216 12:06;1//707410;
D;120;1254180;4;20031216 12:06;P;;;;;;
D;120;1254180;4;20031216 12:06;V;;;;;;
D;120;1254180;4;20031216 12:06;V;;;;;;
B;120;1254188;5;20031216 12:06;;2;51;COX ST;MUDGEE;2850;;;20031017;20031128;165000;;R;RESIDENCE;2;;;0;AA219747;
C;120;1254188;5;20031216 12:06;2//SP 62539;
D;120;1254188;5;20031216 12:06;P;;;;;;
D;120;1254188;5;20031216 12:06;P;;;;;;
D;120;1254188;5;20031216 12:06;V;;;;;;
D;120;1254188;5;20031216 12:06;V;;;;;;
B;120;1254381;6;20031216 12:06;;;149;DENISON ST;MUDGEE;2850;870.7;M;20030930;20031111;256500;A;R;RESIDENCE;;AF;;0;AA194398;
C;120;1254381;6;20031216 12:06;28//809394;
D;120;1254381;6;20031216 12:06;P;;;;;;
D;120;1254381;6;20031216 12:06;P;;;;;;
D;120;1254381;6;20031216 12:06;V;;;;;;
B;120;1255080;7;20031216 12:06;;;153;HORATIO ST;MUDGEE;2850;469.5;M;20031003;20031114;215000;A;R;RESIDENCE;;AE;;0;AA222596;
C;120;1255080;7;20031216 12:06;1//605654;
D;120;1255080;7;20031216 12:06;P;;;;;;
D;120;1255080;7;20031216 12:06;P;;;;;;
D;120;1255080;7;20031216 12:06;V;;;;;;
B;120;1255552;8;20031216 12:06;;4;46;LEWIS ST;MUDGEE;2850;;;20031008;20031125;220000;;R;RESIDENCE;4;;;0;AA212240;
C;120;1255552;8;20031216 12:06;4//SP 41707;
D;120;1255552;8;20031216 12:06;P;;;;;;
D;120;1255552;8;20031216 12:06;P;;;;;;
D;120;1255552;8;20031216 12:06;V;;;;;;
B;120;1255677;9;20031216 12:06;;;14;LYNWOOD AVE;MUDGEE;2850;950.2;M;20030822;20031021;277000;A;R;RESIDENCE;;AC;;0;AA211675;
C;120;1255677;9;20031216 12:06;14//802483;
D;120;1255677;9;20031216 12:06;P;;;;;;
D;120;1255677;9;20031216 12:06;V;;;;;;
D;120;1255677;9;20031216 12:06;V;;;;;;
B;120;1255761;10;20031216 12:06;;;32;MARKET ST;MUDGEE;2850;442.6;M;20030912;20031024;350000;B;R;RESIDENCE;;BC;;0;AA184046;
C;120;1255761;10;20031216 12:06;6//1651;
D;120;1255761;10;20031216 12:06;P;;;;;;
D;120;1255761;10;20031216 12:06;P;;;;;;
D;120;1255761;10;20031216 12:06;V;;;;;;
B;120;1256115;11;20031216 12:06;;;124;MORTIMER ST;MUDGEE;2850;948.5;M;20031017;20031128;260000;A;R;RESIDENCE;;AD;;0;AA223514;
C;120;1256115;11;20031216 12:06;1//505229;
D;120;1256115;11;20031216 12:06;P;;;;;;
D;120;1256115;11;20031216 12:06;V;;;;;;
B;120;1256342;12;20031216 12:06;;;48;MULGOA WAY;MUDGEE;2850;662.2;M;20031028;20031125;222500;A;R;RESIDENCE;;AC;;0;AA234472;
C;120;1256342;12;20031216 12:06;24//262657;
D;120;1256342;12;20031216 12:06;P;;;;;;
D;120;1256342;12;20031216 12:06;P;;;;;;
D;120;1256342;12;20031216 12:06;V;;;;;;
B;120;1256516;13;20031216 12:06;;;44;OPORTO RD;MUDGEE;2850;950.4;M;20031009;20031120;265000;A;R;RESIDENCE;;AC;;0;AA196300;
C;120;1256516;13;20031216 12:06;10//1003539;
D;120;1256516;13;20031216 12:06;P;;;;;;
D;120;1256516;13;20031216 12:06;P;;;;;;
D;120;1256516;13;20031216 12:06;V;;;;;;
