A;043;20110801 01:59;VALNET;
B;043;2890147;1;20110801 01:59;;;;HANCOCK WILLIAMS RD;PINEY RANGE;2810;360.66;H;20110603;20110701;448539;R;3;FARM;;RM;;0;AG353603;
C;043;2890147;1;20110801 01:59;54, 55/750572;
D;043;2890147;1;20110801 01:59;P;;;;;;
D;043;2890147;1;20110801 01:59;V;;;;;;
D;043;2890147;1;20110801 01:59;V;;;;;;
B;043;2890147;2;20110801 01:59;;;;HANCOCK WILLIAMS RD;PINEY RANGE;2810;360.66;H;20110603;20110701;420245;R;3;FARM;;RM;;0;AG353579;
C;043;2890147;2;20110801 01:59;54, 55/750572;
D;043;2890147;2;20110801 01:59;P;;;;;;
D;043;2890147;2;20110801 01:59;V;;;;;;
D;043;2890147;2;20110801 01:59;V;;;;;;
B;043;477868;3;20110801 01:59;;;;MAIN RD;GREENETHORPE;2809;1.571;H;20110513;20110624;125000;A;R;RESIDENCE;;AG;;0;AG340737;
C;043;477868;3;20110801 01:59;1/315914;
D;043;477868;3;20110801 01:59;P;;;;;;
D;043;477868;3;20110801 01:59;V;;;;;;
D;043;477868;3;20110801 01:59;V;;;;;;
B;043;477897;4;20110801 01:59;;;;RAWSON ST;GREENETHORPE;2809;1256;M;20110526;20110708;15000;A;V;VACANT LAND;;AG;;0;AG367102;
C;043;477897;4;20110801 01:59;18/G/6279;
D;043;477897;4;20110801 01:59;P;;;;;;
D;043;477897;4;20110801 01:59;V;;;;;;
D;043;477897;4;20110801 01:59;V;;;;;;
B;043;478125;5;20110801 01:59;;;31;TALBOT ST;QUANDIALLA;2721;1012;M;20110711;20110718;65000;A;R;RESIDENCE;;AQ;;0;AG381667;
C;043;478125;5;20110801 01:59;4/C/11666;
D;043;478125;5;20110801 01:59;P;;;;;;
D;043;478125;5;20110801 01:59;V;;;;;;
D;043;478125;5;20110801 01:59;V;;;;;;
B;043;477452;6;20110801 01:59;;;;PSH BOLUNGERAI;GRENFELL;2810;279.2;H;20110603;20110701;624650;R;3;FARM;;RM;;0;AG353532;
C;043;477452;6;20110801 01:59;12/858676;
D;043;477452;6;20110801 01:59;P;;;;;;
D;043;477452;6;20110801 01:59;V;;;;;;
B;043;478312;7;20110801 01:59;KIA ALMA;;1940;SANDY CREEK RD;PULLABOOKA;2810;257.2;H;20110531;20110705;450000;R;3;FARM;;RM;;0;AG377884;
C;043;478312;7;20110801 01:59;52, 75/753110;
D;043;478312;7;20110801 01:59;P;;;;;;
D;043;478312;7;20110801 01:59;P;;;;;;
D;043;478312;7;20110801 01:59;V;;;;;;
D;043;478312;7;20110801 01:59;V;;;;;;
B;043;3000971;8;20110801 01:59;;;34;HENRY LAWSON WAY;GRENFELL;2810;5319;M;20110328;20110718;325000;A;R;RESIDENCE;;RA;;0;AG382714;
C;043;3000971;8;20110801 01:59;4/855481;
D;043;3000971;8;20110801 01:59;P;;;;;;
D;043;3000971;8;20110801 01:59;P;;;;;;
D;043;3000971;8;20110801 01:59;V;;;;;;
D;043;3000971;8;20110801 01:59;V;;;;;;
B;043;3592075;9;20110801 01:59;;;LOT 18;HENRY LAWSON WAY;GRENFELL;2810;7343;M;20110704;20110704;250;;V;VACANT LAND;;;;0;AG351371;
C;043;3592075;9;20110801 01:59;;
D;043;3592075;9;20110801 01:59;P;;;;;;
D;043;3592075;9;20110801 01:59;V;;;;;;
B;043;3181153;10;20110801 01:59;;;2;HUCKEL CL;GRENFELL;2810;1019;M;20110405;20110715;270000;A;R;RESIDENCE;;AF;;0;AG381412;
C;043;3181153;10;20110801 01:59;114/1081488;
D;043;3181153;10;20110801 01:59;P;;;;;;
D;043;3181153;10;20110801 01:59;V;;;;;;
D;043;3181153;10;20110801 01:59;V;;;;;;
D;043;3181153;10;20110801 01:59;V;;;;;;
D;043;3181153;10;20110801 01:59;V;;;;;;
B;043;3333830;11;20110801 01:59;GARWILLA;;3;NEW FORBES RD;WARRADERRY;2810;375.61;H;20110119;20110119;240000;R;3;FARM;;RE;;0;AG27237;
C;043;3333830;11;20110801 01:59;A/174826 1/578645 1/595663 3/595664 39/651547 36/665430 76/752945 1, 2;
C;043;3333830;11;20110801 01:59;/1015610;
D;043;3333830;11;20110801 01:59;P;;;;;;
D;043;3333830;11;20110801 01:59;V;;;;;;
D;043;3333830;11;20110801 01:59;V;;;;;;
Z;60;11;12;35;
