A;143;20011109 13:04;CDIXON;
B;143;1548427;1;20011109 13:04;;;59;ABBOTSFORD RD;HOMEBUSH;2140;;;20010525;20010817;1235000;A;R;RESIDENCE;;EC;;;7880106;
C;143;1548427;1;20011109 13:04;24, 25/9/400;
D;143;1548427;1;20011109 13:04;P;;;;;;
D;143;1548427;1;20011109 13:04;P;;;;;;
D;143;1548427;1;20011109 13:04;V;;;;;;
B;143;1548435;2;20011109 13:04;;;41;ABBOTSFORD RD;HOMEBUSH;2140;;;20001028;20010718;525000;A;R;RESIDENCE;;EC;;;7927814;
C;143;1548435;2;20011109 13:04;34/9/400;
D;143;1548435;2;20011109 13:04;P;;;;;;
B;143;1548435;3;20011109 13:04;;;41;ABBOTSFORD RD;HOMEBUSH;2140;;;20010609;20010719;750000;A;R;RESIDENCE;;EC;;;7927815;
C;143;1548435;3;20011109 13:04;34/9/400;
D;143;1548435;3;20011109 13:04;P;;;;;;
D;143;1548435;3;20011109 13:04;V;;;;;;
B;143;1548720;4;20011109 13:04;;11;3;ALBERT RD;STRATHFIELD;2135;;;20010824;20010918;408000;;3;;11;;;;7958924;
C;143;1548720;4;20011109 13:04;11//SP 51316;
D;143;1548720;4;20011109 13:04;P;;;;;;
D;143;1548720;4;20011109 13:04;P;;;;;;
D;143;1548720;4;20011109 13:04;V;;;;;;
B;143;1548720;5;20011109 13:04;;132;3;ALBERT RD;STRATHFIELD;2135;;;20010824;20010918;408000;;3;;132;;;;7958924;
C;143;1548720;5;20011109 13:04;132//SP 51316;
D;143;1548720;5;20011109 13:04;P;;;;;;
D;143;1548720;5;20011109 13:04;P;;;;;;
B;143;1548720;6;20011109 13:04;;133;3;ALBERT RD;STRATHFIELD;2135;;;20010824;20010918;408000;;3;;133;;;;7958924;
C;143;1548720;6;20011109 13:04;133//SP 51316;
D;143;1548720;6;20011109 13:04;P;;;;;;
D;143;1548720;6;20011109 13:04;P;;;;;;
B;143;1549281;7;20011109 13:04;;22;84;ALBERT RD;STRATHFIELD;2135;;;20010804;20010919;375000;;3;I;22;;;;7973956;
C;143;1549281;7;20011109 13:04;22//4744;
D;143;1549281;7;20011109 13:04;P;;;;;;
D;143;1549281;7;20011109 13:04;P;;;;;;
D;143;1549281;7;20011109 13:04;V;;;;;;
B;143;1549382;8;20011109 13:04;;17;166;ALBERT RD;STRATHFIELD;2135;;;20010724;20010904;330000;;R;RESIDENCE;17;;;;7918185;
C;143;1549382;8;20011109 13:04;17//35901;
D;143;1549382;8;20011109 13:04;P;;;;;;
D;143;1549382;8;20011109 13:04;V;;;;;;
B;143;1549578;9;20011109 13:04;;;3;ANSELM ST;SOUTH STRATHFIELD;2136;543.8;M;20010707;20010821;320000;A;R;RESIDENCE;;ER;;;7910425;
C;143;1549578;9;20011109 13:04;8//18100;
D;143;1549578;9;20011109 13:04;P;;;;;;
D;143;1549578;9;20011109 13:04;V;;;;;;
B;143;1549691;10;20011109 13:04;;;9;ARTHUR ST;STRATHFIELD;2135;;;20010703;20010815;490000;A;R;RESIDENCE;;EA;;;7926769;
C;143;1549691;10;20011109 13:04;6//9220;
D;143;1549691;10;20011109 13:04;P;;;;;;
D;143;1549691;10;20011109 13:04;V;;;;;;
B;143;1549921;11;20011109 13:04;;;15;BAREENA ST;STRATHFIELD;2135;;;20010714;20010827;907000;A;R;RESIDENCE;;EN;;;7913774;
C;143;1549921;11;20011109 13:04;128//14613;
D;143;1549921;11;20011109 13:04;P;;;;;;
D;143;1549921;11;20011109 13:04;V;;;;;;
D;143;1549921;11;20011109 13:04;V;;;;;;
B;143;1550126;12;20011109 13:04;;;10;BEDE ST;ENFIELD;2136;;;20010616;20010820;371000;A;R;RESIDENCE;;ER;;;7939386;
C;143;1550126;12;20011109 13:04;B//15863;
D;143;1550126;12;20011109 13:04;P;;;;;;
D;143;1550126;12;20011109 13:04;V;;;;;;
D;143;1550126;12;20011109 13:04;V;;;;;;
B;143;1550357;13;20011109 13:04;;13;14;BERESFORD RD;STRATHFIELD;2135;;;20010807;20010921;365000;;R;RESIDENCE;13;;;;7977012;
C;143;1550357;13;20011109 13:04;13//SP 60974;
D;143;1550357;13;20011109 13:04;P;;;;;;
D;143;1550357;13;20011109 13:04;P;;;;;;
D;143;1550357;13;20011109 13:04;V;;;;;;
D;143;1550357;13;20011109 13:04;V;;;;;;
B;143;1550375;14;20011109 13:04;;;20;BERESFORD RD;STRATHFIELD;2135;;;20010420;20010719;545000;A;R;RESIDENCE;;EA;AC;;7837798;
C;143;1550375;14;20011109 13:04;1//305589;
D;143;1550375;14;20011109 13:04;P;;;;;;
D;143;1550375;14;20011109 13:04;V;;;;;;
D;143;1550375;14;20011109 13:04;V;;;;;;
B;143;1550644;15;20011109 13:04;;;32;BROOKLYN ST;SOUTH STRATHFIELD;2136;;;20010630;20010810;354000;A;R;RESIDENCE;;ER;;;7947511;
C;143;1550644;15;20011109 13:04;A//407440;
D;143;1550644;15;20011109 13:04;P;;;;;;
D;143;1550644;15;20011109 13:04;V;;;;;;
D;143;1550644;15;20011109 13:04;V;;;;;;
B;143;1550717;16;20011109 13:04;;;44;BROUGHTON RD;HOMEBUSH;2140;1397;M;20010621;20010831;574000;A;R;RESIDENCE;;EA;;;7910392;
C;143;1550717;16;20011109 13:04;B//374861;
D;143;1550717;16;20011109 13:04;P;;;;;;
D;143;1550717;16;20011109 13:04;P;;;;;;
D;143;1550717;16;20011109 13:04;V;;;;;;
B;143;1550760;17;20011109 13:04;;;69;BURLINGTON RD;HOMEBUSH;2140;;;20010406;20010706;625000;A;R;RESIDENCE;;EC;;;7808409;
C;143;1550760;17;20011109 13:04;34/11/400;
D;143;1550760;17;20011109 13:04;P;;;;;;
D;143;1550760;17;20011109 13:04;P;;;;;;
B;143;1550927;18;20011109 13:04;;14;10;BURLINGTON RD;HOMEBUSH;2140;;;20010904;20010910;360000;;R;RESIDENCE;14;;;;7969657;
C;143;1550927;18;20011109 13:04;14//33704;
D;143;1550927;18;20011109 13:04;P;;;;;;
D;143;1550927;18;20011109 13:04;V;;;;;;
D;143;1550927;18;20011109 13:04;V;;;;;;
B;143;1551054;19;20011109 13:04;;3;56;BURLINGTON RD;HOMEBUSH;2140;;;20010808;20010912;225000;;R;RESIDENCE;3;;;;7980314;
C;143;1551054;19;20011109 13:04;3//17607;
D;143;1551054;19;20011109 13:04;P;;;;;;
D;143;1551054;19;20011109 13:04;P;;;;;;
D;143;1551054;19;20011109 13:04;V;;;;;;
B;143;1551088;20;20011109 13:04;;22;62;BURLINGTON RD;HOMEBUSH;2140;;;20010817;20010830;215000;;R;RESIDENCE;22;;;;7906608;
C;143;1551088;20;20011109 13:04;22//4996;
D;143;1551088;20;20011109 13:04;P;;;;;;
D;143;1551088;20;20011109 13:04;V;;;;;;
B;143;1551088;21;20011109 13:04;;34;62;BURLINGTON RD;HOMEBUSH;2140;;;20010817;20010830;215000;;R;RESIDENCE;34;;;;7906608;
C;143;1551088;21;20011109 13:04;34//4996;
D;143;1551088;21;20011109 13:04;P;;;;;;
D;143;1551088;21;20011109 13:04;V;;;;;;
B;143;1551390;22;20011109 13:04;;;101;CHALMERS RD;STRATHFIELD;2135;;;20010331;20010910;610000;A;R;RESIDENCE;;EG;;;7954436;
C;143;1551390;22;20011109 13:04;35//12876;
D;143;1551390;22;20011109 13:04;P;;;;;;
D;143;1551390;22;20011109 13:04;P;;;;;;
D;143;1551390;22;20011109 13:04;V;;;;;;
D;143;1551390;22;20011109 13:04;V;;;;;;
B;143;1551457;23;20011109 13:04;;;9;CHISWICK ST;ENFIELD;2136;;;20010714;20010905;422000;A;R;RESIDENCE;;ER;;;7947280;
C;143;1551457;23;20011109 13:04;53//11110;
D;143;1551457;23;20011109 13:04;P;;;;;;
D;143;1551457;23;20011109 13:04;P;;;;;;
D;143;1551457;23;20011109 13:04;V;;;;;;
D;143;1551457;23;20011109 13:04;V;;;;;;
B;143;1551521;24;20011109 13:04;;1;29;CHURCHILL AVE;STRATHFIELD;2135;;;20010808;20010919;330000;;R;RESIDENCE;1;;;;7968192;
C;143;1551521;24;20011109 13:04;1//33335;
D;143;1551521;24;20011109 13:04;P;;;;;;
D;143;1551521;24;20011109 13:04;P;;;;;;
D;143;1551521;24;20011109 13:04;V;;;;;;
B;143;1551777;25;20011109 13:04;;;5;CORONATION PDE;ENFIELD;2136;;;20010705;20010816;430000;A;R;RESIDENCE;;ER;;;7911491;
C;143;1551777;25;20011109 13:04;2//5506;
D;143;1551777;25;20011109 13:04;P;;;;;;
D;143;1551777;25;20011109 13:04;P;;;;;;
D;143;1551777;25;20011109 13:04;V;;;;;;
B;143;1552015;26;20011109 13:04;;;59;COURALLIE AVE;HOMEBUSH;2140;;;20010702;20010921;320000;A;R;RESIDENCE;;ES;;;7971405;
C;143;1552015;26;20011109 13:04;74//11427;
D;143;1552015;26;20011109 13:04;P;;;;;;
D;143;1552015;26;20011109 13:04;P;;;;;;
D;143;1552015;26;20011109 13:04;V;;;;;;
B;143;1552101;27;20011109 13:04;;;24;CROSS ST;STRATHFIELD;2135;;;20010720;20010831;615000;A;R;RESIDENCE;;EB;;;7928486;
C;143;1552101;27;20011109 13:04;5//7904;
D;143;1552101;27;20011109 13:04;P;;;;;;
D;143;1552101;27;20011109 13:04;P;;;;;;
D;143;1552101;27;20011109 13:04;V;;;;;;
D;143;1552101;27;20011109 13:04;V;;;;;;
B;143;1552119;28;20011109 13:04;;;13;CROSS ST;STRATHFIELD;2135;;;20010721;20010917;520000;A;R;RESIDENCE;;EB;;;7964466;
C;143;1552119;28;20011109 13:04;16//1159;
D;143;1552119;28;20011109 13:04;P;;;;;;
D;143;1552119;28;20011109 13:04;P;;;;;;
D;143;1552119;28;20011109 13:04;V;;;;;;
B;143;1552136;29;20011109 13:04;;;23;DAVIDSON ST;CHULLORA;2190;4.729;H;20000523;20000601;8150000;A;3;COMMERICAL;;ED;AD;;7049812;
C;143;1552136;29;20011109 13:04;1//1022436;
D;143;1552136;29;20011109 13:04;P;;;;;;
B;143;1552225;30;20011109 13:04;;;68;DEAN ST;SOUTH STRATHFIELD;2136;;;20010707;20010907;420000;A;R;RESIDENCE;;ER;;;7936266;
C;143;1552225;30;20011109 13:04;13/1/407;
D;143;1552225;30;20011109 13:04;P;;;;;;
D;143;1552225;30;20011109 13:04;P;;;;;;
D;143;1552225;30;20011109 13:04;V;;;;;;
D;143;1552225;30;20011109 13:04;V;;;;;;
B;143;1552392;31;20011109 13:04;;6;4;EASTBOURNE RD;FLEMINGTON;2140;;;20010721;20010907;144500;;R;RESIDENCE;6;;;;7948598;
C;143;1552392;31;20011109 13:04;6//5963;
D;143;1552392;31;20011109 13:04;P;;;;;;
D;143;1552392;31;20011109 13:04;V;;;;;;
B;143;1552392;32;20011109 13:04;;7;4;EASTBOURNE RD;FLEMINGTON;2140;;;20010627;20010823;198000;;R;RESIDENCE;7;;;;7898329;
C;143;1552392;32;20011109 13:04;7//5963;
D;143;1552392;32;20011109 13:04;P;;;;;;
D;143;1552392;32;20011109 13:04;V;;;;;;
B;143;1552807;33;20011109 13:04;;;17;FORD ST;CHULLORA;2190;;;20010507;20010704;456000;I;3;FACTORY;;DS;;;7747580;
C;143;1552807;33;20011109 13:04;20-A//14955;
D;143;1552807;33;20011109 13:04;P;;;;;;
D;143;1552807;33;20011109 13:04;V;;;;;;
B;143;1552926;34;20011109 13:04;;;4;GELLING AVE;STRATHFIELD;2135;;;20010607;20010822;985000;A;R;RESIDENCE;;EG;;;7975147;
C;143;1552926;34;20011109 13:04;5//7796;
D;143;1552926;34;20011109 13:04;P;;;;;;
D;143;1552926;34;20011109 13:04;P;;;;;;
D;143;1552926;34;20011109 13:04;V;;;;;;
B;143;1552975;35;20011109 13:04;;;4;GOULD ST;STRATHFIELD SOUTH;2136;;;20010602;20010817;1100000;I;3;FACTORY;;DA;;;7920878;
C;143;1552975;35;20011109 13:04;64, 65//1776;
D;143;1552975;35;20011109 13:04;P;;;;;;
D;143;1552975;35;20011109 13:04;V;;;;;;
B;143;1553056;36;20011109 13:04;;15;8;HAMPSTEAD RD;HOMEBUSH WEST;2140;;;20010728;20010911;198000;;R;RESIDENCE;15;;;;7977747;
C;143;1553056;36;20011109 13:04;15//4814;
D;143;1553056;36;20011109 13:04;P;;;;;;
D;143;1553056;36;20011109 13:04;V;;;;;;
B;143;1553142;37;20011109 13:04;;10;26;HAMPSTEAD RD;HOMEBUSH WEST;2140;;;20010726;20010906;224500;;R;RESIDENCE;10;;;;7939821;
C;143;1553142;37;20011109 13:04;10//5717;
D;143;1553142;37;20011109 13:04;P;;;;;;
D;143;1553142;37;20011109 13:04;P;;;;;;
D;143;1553142;37;20011109 13:04;V;;;;;;
B;143;1553351;38;20011109 13:04;;;42;HEBE ST;GREENACRE;2190;600.7;M;20010720;20010912;271000;A;V;VACANT LAND;;EA;;;7943806;
C;143;1553351;38;20011109 13:04;10/10/845;
D;143;1553351;38;20011109 13:04;P;;;;;;
D;143;1553351;38;20011109 13:04;P;;;;;;
D;143;1553351;38;20011109 13:04;V;;;;;;
B;143;1553463;39;20011109 13:04;;13;22;HENLEY RD;HOMEBUSH WEST;2140;;;20010824;20010910;325000;;3;SHOP;13;;;;7928231;
C;143;1553463;39;20011109 13:04;13//SP 60768;
D;143;1553463;39;20011109 13:04;P;;;;;;
D;143;1553463;39;20011109 13:04;V;;;;;;
B;143;1553578;40;20011109 13:04;;1;37;HENLEY RD;HOMEBUSH WEST;2140;;;20010803;20010906;196000;;R;RESIDENCE;1;;;;7927998;
C;143;1553578;40;20011109 13:04;1//37973;
D;143;1553578;40;20011109 13:04;P;;;;;;
D;143;1553578;40;20011109 13:04;V;;;;;;
B;143;1553589;41;20011109 13:04;;5;35;HENLEY RD;HOMEBUSH WEST;2140;;;20010727;20010912;213500;;R;RESIDENCE;5;;;;7978182;
C;143;1553589;41;20011109 13:04;5//SP 51542;
D;143;1553589;41;20011109 13:04;P;;;;;;
D;143;1553589;41;20011109 13:04;V;;;;;;
D;143;1553589;41;20011109 13:04;V;;;;;;
B;143;1554089;42;20011109 13:04;;;111;HOMEBUSH RD;STRATHFIELD;2135;891.6;M;20010803;20010917;800000;A;R;RESIDENCE;;EG;;;7976040;
C;143;1554089;42;20011109 13:04;A//349473;
D;143;1554089;42;20011109 13:04;P;;;;;;
D;143;1554089;42;20011109 13:04;V;;;;;;
B;143;1554138;43;20011109 13:04;;8;7;HOMEBUSH RD;HOMEBUSH WEST;2140;;;20010727;20010907;372500;;R;RESIDENCE;8;;;;7929323;
C;143;1554138;43;20011109 13:04;8//SP 55117;
D;143;1554138;43;20011109 13:04;P;;;;;;
D;143;1554138;43;20011109 13:04;V;;;;;;
B;143;1554229;44;20011109 13:04;;;32;HORNSEY RD;HOMEBUSH WEST;2140;;;20010606;20010905;800000;A;R;RESIDENCE;;EF;;;7967298;
C;143;1554229;44;20011109 13:04;5/20/827;
D;143;1554229;44;20011109 13:04;P;;;;;;
D;143;1554229;44;20011109 13:04;V;;;;;;
B;143;1554230;45;20011109 13:04;;;34;HORNSEY RD;HOMEBUSH WEST;2140;;;20010606;20010905;800000;A;R;RESIDENCE;;EF;;;7967299;
C;143;1554230;45;20011109 13:04;6/20/827;
D;143;1554230;45;20011109 13:04;P;;;;;;
D;143;1554230;45;20011109 13:04;V;;;;;;
B;143;1554231;46;20011109 13:04;;;36;HORNSEY RD;HOMEBUSH WEST;2140;;;20010606;20010905;800000;A;R;RESIDENCE;;EF;;;7967300;
C;143;1554231;46;20011109 13:04;7/20/827;
D;143;1554231;46;20011109 13:04;P;;;;;;
D;143;1554231;46;20011109 13:04;V;;;;;;
B;143;1554285;47;20011109 13:04;;;18;HOWARD ST;STRATHFIELD WEST;2140;;;20010804;20010924;735000;A;R;RESIDENCE;;EA;;;7984348;
C;143;1554285;47;20011109 13:04;27//12405;
D;143;1554285;47;20011109 13:04;P;;;;;;
D;143;1554285;47;20011109 13:04;P;;;;;;
D;143;1554285;47;20011109 13:04;V;;;;;;
D;143;1554285;47;20011109 13:04;V;;;;;;
B;143;1554375;48;20011109 13:04;;;33;HYDEBRAE ST;STRATHFIELD WEST;2140;;;20010714;20010910;1205000;A;R;RESIDENCE;;EA;;;7934291;
C;143;1554375;48;20011109 13:04;23//11424;
D;143;1554375;48;20011109 13:04;P;;;;;;
D;143;1554375;48;20011109 13:04;P;;;;;;
D;143;1554375;48;20011109 13:04;V;;;;;;
B;143;1554912;49;20011109 13:04;;7;393;LIVERPOOL RD;STRATHFIELD;2135;;;20010705;20010816;320000;;R;RESIDENCE;7;;;;7941558;
C;143;1554912;49;20011109 13:04;7//SP 61893;
D;143;1554912;49;20011109 13:04;P;;;;;;
D;143;1554912;49;20011109 13:04;P;;;;;;
D;143;1554912;49;20011109 13:04;V;;;;;;
B;143;1554924;50;20011109 13:04;;6;389;LIVERPOOL RD;SOUTH STRATHFIELD;2136;;;20010423;20010607;205000;;R;RESIDENCE;6;;;;7919448;
C;143;1554924;50;20011109 13:04;6//39350;
D;143;1554924;50;20011109 13:04;P;;;;;;
D;143;1554924;50;20011109 13:04;V;;;;;;
D;143;1554924;50;20011109 13:04;V;;;;;;
B;143;1554956;51;20011109 13:04;;4;367;LIVERPOOL RD;STRATHFIELD;2135;;;20010808;20010919;278000;;R;RESIDENCE;4;;;;7964091;
C;143;1554956;51;20011109 13:04;4//SP 54625;
D;143;1554956;51;20011109 13:04;P;;;;;;
D;143;1554956;51;20011109 13:04;P;;;;;;
D;143;1554956;51;20011109 13:04;V;;;;;;
B;143;1554956;52;20011109 13:04;;7;367;LIVERPOOL RD;STRATHFIELD;2135;;;20010627;20010808;278000;;R;RESIDENCE;7;;;;7907068;
C;143;1554956;52;20011109 13:04;7//SP 54625;
D;143;1554956;52;20011109 13:04;P;;;;;;
D;143;1554956;52;20011109 13:04;P;;;;;;
D;143;1554956;52;20011109 13:04;V;;;;;;
B;143;1554956;53;20011109 13:04;;9;367;LIVERPOOL RD;STRATHFIELD;2135;;;20010627;20010808;278000;;R;RESIDENCE;9;;;;7907069;
C;143;1554956;53;20011109 13:04;9//SP 54625;
D;143;1554956;53;20011109 13:04;P;;;;;;
D;143;1554956;53;20011109 13:04;P;;;;;;
D;143;1554956;53;20011109 13:04;V;;;;;;
B;143;1555004;54;20011109 13:04;;10;468;LIVERPOOL RD;STRATHFIELD;2135;;;20010626;20010827;128000;;R;RESIDENCE;10;;;;7981983;
C;143;1555004;54;20011109 13:04;10//10387;
D;143;1555004;54;20011109 13:04;P;;;;;;
D;143;1555004;54;20011109 13:04;V;;;;;;
B;143;1555048;55;20011109 13:04;;;554;LIVERPOOL RD;ENFIELD;2136;;;20010723;20010919;370000;A;R;RESIDENCE;;EM;;;7972549;
C;143;1555048;55;20011109 13:04;2//411321;
D;143;1555048;55;20011109 13:04;P;;;;;;
D;143;1555048;55;20011109 13:04;P;;;;;;
D;143;1555048;55;20011109 13:04;V;;;;;;
D;143;1555048;55;20011109 13:04;V;;;;;;
