A;021;20020102 12:57;PTHIRLWELL;
B;021;410359;1;20020102 12:57;;;47;BRIAL ST;BOOROWA;2586;2023;M;20011105;20011121;91000;Z;R;RESIDENCE;;ZD;;;8158560;
C;021;410359;1;20020102 12:57;2/23/758139;
D;021;410359;1;20020102 12:57;P;;;;;;
D;021;410359;1;20020102 12:57;P;;;;;;
D;021;410359;1;20020102 12:57;V;;;;;;
B;021;410379;2;20020102 12:57;;;82;BRIAL ST;BOOROWA;2586;954.8;M;20011011;20011115;60000;Z;R;RESIDENCE;;ZD;;;8204330;
C;021;410379;2;20020102 12:57;13/43/758139;
D;021;410379;2;20020102 12:57;P;;;;;;
D;021;410379;2;20020102 12:57;P;;;;;;
D;021;410379;2;20020102 12:57;V;;;;;;
B;021;410774;3;20020102 12:57;;;42;MARSDEN ST;BOOROWA;2586;2036;M;20001222;20010201;155000;Z;R;RESIDENCE;;ZB;;;8165886;
C;021;410774;3;20020102 12:57;2//748319;
D;021;410774;3;20020102 12:57;P;;;;;;
D;021;410774;3;20020102 12:57;P;;;;;;
D;021;410774;3;20020102 12:57;V;;;;;;
D;021;410774;3;20020102 12:57;V;;;;;;
B;021;410829;4;20020102 12:57;;;61;PUDMAN ST;BOOROWA;2586;379.4;M;20010908;20011022;23000;Z;R;RESIDENCE;;ZD;;;8091343;
C;021;410829;4;20020102 12:57;2//235937;
D;021;410829;4;20020102 12:57;P;;;;;;
D;021;410829;4;20020102 12:57;V;;;;;;
B;021;410892;5;20020102 12:57;;;22;QUEEN ST;BOOROWA;2586;1138;M;20011019;20011130;115000;Z;R;RESIDENCE;;ZC;;;8214144;
C;021;410892;5;20020102 12:57;9/31/758139;
D;021;410892;5;20020102 12:57;P;;;;;;
D;021;410892;5;20020102 12:57;P;;;;;;
D;021;410892;5;20020102 12:57;V;;;;;;
B;021;410947;6;20020102 12:57;;;62;SOUTH ST;BOOROWA;2586;815.7;M;20011009;20011122;113000;Z;R;RESIDENCE;;ZA;;;8175332;
C;021;410947;6;20020102 12:57;2//38491;
D;021;410947;6;20020102 12:57;P;;;;;;
D;021;410947;6;20020102 12:57;V;;;;;;
B;021;411069;7;20020102 12:57;;;;PH CROSBY;RYE PARK;2586;921.7;H;20010815;20010928;2998590;R;3;FARM;;GF;;;8001240;
C;021;411069;7;20020102 12:57;PT 51, 53//754102 126, 129, 131, 145, 146, 209, 210, 214, 216, 234, 24;
C;021;411069;7;20020102 12:57;0, 246, 264, 265, 295, 298, 301, 309, 99//754109;
D;021;411069;7;20020102 12:57;P;;;;;;
D;021;411069;7;20020102 12:57;P;;;;;;
B;021;411087;8;20020102 12:57;;;;PH GEEGULLALONG;BOOROWA;2586;11.63;H;20011009;20011130;30000;R;V;VACANT LAND;;HE;;;8176671;
C;021;411087;8;20020102 12:57;28//754589;
D;021;411087;8;20020102 12:57;P;;;;;;
D;021;411087;8;20020102 12:57;P;;;;;;
D;021;411087;8;20020102 12:57;V;;;;;;
B;021;411211;9;20020102 12:57;;;;PH KEMBER;DARBYS FALLS;2793;85.56;H;19981008;19981113;65000;R;3;FARM LAND;;HA;RV;;7520336;
C;021;411211;9;20020102 12:57;2//221973 //754123;
D;021;411211;9;20020102 12:57;P;;;;;;
B;021;411337;10;20020102 12:57;;;;PH NEWHAM;REIDS FLAT;2586;974.1;H;20011003;20011031;485000;R;3;RURAL;;GB;;;8099185;
C;021;411337;10;20020102 12:57;136, 137, 152, 153, 80//754133 Enclosure Permit 328446 Conditional Lea;
C;021;411337;10;20020102 12:57;se 33266 Conditional Lease 16575 .;
D;021;411337;10;20020102 12:57;P;;;;;;
D;021;411337;10;20020102 12:57;P;;;;;;
B;021;411360;11;20020102 12:57;;;;PH NUMBY;REIDS FLAT;2586;797.7;H;20011025;20011114;216000;R;3;FARM;;GB;;;8149215;
C;021;411360;11;20020102 12:57;4//595300 2//595301 4//611635 1//611867 14, 15, 16, 166, 17, 173, 185,;
C;021;411360;11;20020102 12:57; //754134;
D;021;411360;11;20020102 12:57;P;;;;;;
D;021;411360;11;20020102 12:57;V;;;;;;
D;021;411360;11;20020102 12:57;V;;;;;;
B;021;2840416;12;20020102 12:57;;;;PH OLNEY;RYE PARK;2586;212.61;H;20010608;20010629;235000;R;V;VACANT LAND;;GF;RG;;7826536;
C;021;2840416;12;20020102 12:57;11, 6, 7, 8, 9//113987 1//120064 1//529483 PT 146, 147, 153, PT 186, P;
C;021;2840416;12;20020102 12:57;T 195, 65, 89, 90, 91//754135 1//1021835;
D;021;2840416;12;20020102 12:57;P;;;;;;
D;021;2840416;12;20020102 12:57;P;;;;;;
B;021;2877440;13;20020102 12:57;;;;PH GRAHAM;BOOROWA;2586;262.6;H;20010604;20010625;142340;;V;VACANT LAND;;;;;7796524;
C;021;2877440;13;20020102 12:57;1//659799 123, 17, PT 18, PT 19, PT 66//754133 Conditional Lease 18747;
C;021;2877440;13;20020102 12:57; Conditional Lease 11910;
D;021;2877440;13;20020102 12:57;P;;;;;;
D;021;2877440;13;20020102 12:57;P;;;;;;
B;021;2877660;14;20020102 12:57;;;;PH WALLAH;RUGBY;2583;523.89;H;20010121;20010910;702656;;V;VACANT LAND;;;;;7959517;
C;021;2877660;14;20020102 12:57;50, 57, 70//754144 1//999508 2//1029245 Enclosure Permit 21003 .;
D;021;2877660;14;20020102 12:57;P;;;;;;
Z;68;14;19;33;
