A;037;20020603 09:50;PTHIRLWELL;
B;037;451241;1;20020603 09:50;;;157;ALBURY ST;HARDEN;2587;689.2;M;20020403;20020403;83000;Z;R;RESIDENCE;;AA;;;8589764;
C;037;451241;1;20020603 09:50;B//348694;
D;037;451241;1;20020603 09:50;P;;;;;;
D;037;451241;1;20020603 09:50;V;;;;;;
D;037;451241;1;20020603 09:50;V;;;;;;
B;037;451313;2;20020603 09:50;;;118;ALBURY ST;HARDEN;2587;1195;M;20020313;20020422;140000;Z;R;RESIDENCE;;AA;;;8631018;
C;037;451313;2;20020603 09:50;1//301620;
D;037;451313;2;20020603 09:50;P;;;;;;
D;037;451313;2;20020603 09:50;P;;;;;;
D;037;451313;2;20020603 09:50;V;;;;;;
B;037;451402;3;20020603 09:50;;;;BINALONG ST;HARDEN;2587;2023;M;20020323;20020506;500;R;V;VACANT LAND;;VT;;;8621363;
C;037;451402;3;20020603 09:50;2/40/758737;
D;037;451402;3;20020603 09:50;P;;;;;;
D;037;451402;3;20020603 09:50;P;;;;;;
D;037;451402;3;20020603 09:50;V;;;;;;
B;037;451448;4;20020603 09:50;;;2;BINALONG ST;HARDEN;2587;1562;M;20020313;20020422;180000;Z;R;RESIDENCE;;AA;;;8586594;
C;037;451448;4;20020603 09:50;2//228614;
D;037;451448;4;20020603 09:50;P;;;;;;
D;037;451448;4;20020603 09:50;P;;;;;;
D;037;451448;4;20020603 09:50;V;;;;;;
B;037;451641;5;20020603 09:50;;;;DERBY ST;HARDEN;2587;1214;M;20020325;20020426;91000;Z;R;RESIDENCE;;AA;;;8627067;
C;037;451641;5;20020603 09:50;A//340747;
D;037;451641;5;20020603 09:50;P;;;;;;
D;037;451641;5;20020603 09:50;P;;;;;;
D;037;451641;5;20020603 09:50;V;;;;;;
D;037;451641;5;20020603 09:50;V;;;;;;
B;037;451855;6;20020603 09:50;;;92;NEILL ST;HARDEN;2587;733.5;M;20020419;20020508;20000;Z;3;SHOP;;BA;;;8638358;
C;037;451855;6;20020603 09:50;7//659943;
D;037;451855;6;20020603 09:50;P;;;;;;
D;037;451855;6;20020603 09:50;V;;;;;;
B;037;451959;7;20020603 09:50;;;15;QUEEN ST;HARDEN;2587;714.5;M;20020305;20020412;60000;Z;R;RESIDENCE;;AA;;;8565546;
C;037;451959;7;20020603 09:50;18//31876;
D;037;451959;7;20020603 09:50;P;;;;;;
D;037;451959;7;20020603 09:50;P;;;;;;
D;037;451959;7;20020603 09:50;V;;;;;;
D;037;451959;7;20020603 09:50;V;;;;;;
B;037;452038;8;20020603 09:50;;;54;SCOTT ST;HARDEN;2587;809.4;M;20020211;20020405;43000;Z;R;RESIDENCE;;AA;;;8552703;
C;037;452038;8;20020603 09:50;8//6800;
D;037;452038;8;20020603 09:50;P;;;;;;
D;037;452038;8;20020603 09:50;P;;;;;;
D;037;452038;8;20020603 09:50;V;;;;;;
D;037;452038;8;20020603 09:50;V;;;;;;
B;037;452106;9;20020603 09:50;;;;STATION ST;HARDEN;2587;8068;M;20020312;20020424;60000;Z;V;VACANT LAND;;AA;;;8594601;
C;037;452106;9;20020603 09:50;2, 3, 4/64/758737;
D;037;452106;9;20020603 09:50;P;;;;;;
D;037;452106;9;20020603 09:50;V;;;;;;
B;037;452160;10;20020603 09:50;;;29;SWIFT ST;HARDEN;2587;1012;M;20020412;20020424;145000;Z;R;RESIDENCE;;AA;;;8586173;
C;037;452160;10;20020603 09:50;A//389935;
D;037;452160;10;20020603 09:50;P;;;;;;
D;037;452160;10;20020603 09:50;P;;;;;;
D;037;452160;10;20020603 09:50;V;;;;;;
B;037;452207;11;20020603 09:50;;;4;WARD ST;HARDEN;2587;5691;M;20020117;20020219;18000;Z;V;VACANT LAND;;AE;;;8583847;
C;037;452207;11;20020603 09:50;12, 13, 14/B/6919;
D;037;452207;11;20020603 09:50;P;;;;;;
D;037;452207;11;20020603 09:50;V;;;;;;
B;037;453051;12;20020603 09:50;ARALUEN;;;ARALUEN RD;MURRUMBURRAH;2587;231.8;H;20010920;20020301;314993;R;3;FARMLAND;;MD;;;8498513;
C;037;453051;12;20020603 09:50;347, 546, 547, 548, 549, 551, 552//753624 Enclosure Permit 60788 LEASE;
C;037;453051;12;20020603 09:50; OVER PROPERTY;
D;037;453051;12;20020603 09:50;P;;;;;;
D;037;453051;12;20020603 09:50;P;;;;;;
D;037;453051;12;20020603 09:50;V;;;;;;
B;037;2895770;13;20020603 09:50;LITTLE HILLS;;;;BERREMANGRA;2582;80.858;H;20010522;20010914;255000;R;3;FARM;;RH;;;8572169;
C;037;2895770;13;20020603 09:50;259//661633 6//733252 286//753602 2//1031202;
D;037;2895770;13;20020603 09:50;P;;;;;;
D;037;2895770;13;20020603 09:50;P;;;;;;
D;037;2895770;13;20020603 09:50;V;;;;;;
B;037;2895770;14;20020603 09:50;LITTLE HILLS;;;;BERREMANGRA;2582;80.858;H;20010910;20010914;100;R;3;FARM-LOT 259/661633 ;;RH;;;8572168;
C;037;2895770;14;20020603 09:50;259//661633 6//733252 286//753602 2//1031202;
D;037;2895770;14;20020603 09:50;P;;;;;;
D;037;2895770;14;20020603 09:50;P;;;;;;
D;037;2895770;14;20020603 09:50;V;;;;;;
Z;73;14;15;42;
