A;059;20030501 12:39;PBARBER;
B;059;527410;1;20030501 12:39;;;;PH BULAGEE PH PORS;CARABOST;2650;115.12;H;20030213;20030401;162000;R;V;VACANT LAND;;RF;;;9516665;
C;059;527410;1;20030501 12:39;3//873814;
D;059;527410;1;20030501 12:39;P;;;;;;
D;059;527410;1;20030501 12:39;P;;;;;;
D;059;527410;1;20030501 12:39;V;;;;;;
B;059;527936;2;20030501 12:39;;;;ALBURY;HOLBROOK;2644;;;20030124;20030221;86000;B;R;RESIDENCE;;BA;;;9534117;
C;059;527936;2;20030501 12:39;10//2326;
D;059;527936;2;20030501 12:39;P;;;;;;
D;059;527936;2;20030501 12:39;V;;;;;;
D;059;527936;2;20030501 12:39;V;;;;;;
B;059;528085;3;20030501 12:39;;;21;FLEET ST;HOLBROOK;2644;2023;M;20030221;20030327;120000;A;R;RESIDENCE;;AA;;;9523631;
C;059;528085;3;20030501 12:39;12/41/758522;
D;059;528085;3;20030501 12:39;P;;;;;;
D;059;528085;3;20030501 12:39;P;;;;;;
D;059;528085;3;20030501 12:39;V;;;;;;
D;059;528085;3;20030501 12:39;V;;;;;;
B;059;528140;4;20030501 12:39;;;;MCINNES;HOLBROOK;2644;5059;M;20030205;20030228;53000;A;R;RESIDENCE;;AD;;;9525004;
C;059;528140;4;20030501 12:39;13, 14, 15, 16, 17/D/5364;
D;059;528140;4;20030501 12:39;P;;;;;;
D;059;528140;4;20030501 12:39;P;;;;;;
D;059;528140;4;20030501 12:39;V;;;;;;
B;059;528184;5;20030501 12:39;;;;NOLAN;HOLBROOK;2644;2028;M;20030314;20030414;88000;A;R;RESIDENCE;;AC;;;9538789;
C;059;528184;5;20030501 12:39;51, 52//570161;
D;059;528184;5;20030501 12:39;P;;;;;;
D;059;528184;5;20030501 12:39;P;;;;;;
D;059;528184;5;20030501 12:39;V;;;;;;
D;059;528184;5;20030501 12:39;V;;;;;;
B;059;528264;6;20030501 12:39;;;;RAILWAY PDE;HOLBROOK;2644;2982;M;20030219;20030331;133000;S;R;RESIDENCE;;SA;;;9534213;
C;059;528264;6;20030501 12:39;550//839493;
D;059;528264;6;20030501 12:39;P;;;;;;
D;059;528264;6;20030501 12:39;P;;;;;;
D;059;528264;6;20030501 12:39;V;;;;;;
B;059;528287;7;20030501 12:39;;;18;SPURR ST;HOLBROOK;2644;815.5;M;20030311;20030402;105000;A;R;RESIDENCE;;AA;;;9534945;
C;059;528287;7;20030501 12:39;105//259562;
D;059;528287;7;20030501 12:39;P;;;;;;
D;059;528287;7;20030501 12:39;P;;;;;;
D;059;528287;7;20030501 12:39;V;;;;;;
D;059;528287;7;20030501 12:39;V;;;;;;
B;059;528363;8;20030501 12:39;;;84;SWIFT ST;HOLBROOK;2644;2023;M;20030407;20030415;60000;A;R;RESIDENCE;;AB;;;9552076;
C;059;528363;8;20030501 12:39;1, 2/44A/758522;
D;059;528363;8;20030501 12:39;P;;;;;;
B;059;528896;9;20030501 12:39;;;;DICKSON ST;WOOMARGAMA;2644;2023;M;20020823;20020918;110000;Z;R;RESIDENCE;;ZB;;;9519697;
C;059;528896;9;20030501 12:39;10/1/759118;
D;059;528896;9;20030501 12:39;P;;;;;;
D;059;528896;9;20030501 12:39;V;;;;;;
D;059;528896;9;20030501 12:39;V;;;;;;
Z;48;9;9;28;
