A;120;20030303 12:20;PDANN;
B;120;1253642;1;20030303 12:20;LOT 17;;;BLIGH CL;MUDGEE;2850;897.8;M;20030128;20030207;249000;A;R;RESIDENCE;;AC;;;9369789;
C;120;1253642;1;20030303 12:20;17//848158;
D;120;1253642;1;20030303 12:20;P;;;;;;
D;120;1253642;1;20030303 12:20;P;;;;;;
D;120;1253642;1;20030303 12:20;V;;;;;;
B;120;1254144;2;20030303 12:20;;;30;COURT ST;MUDGEE;2850;;;20021206;20030124;198000;A;R;RESIDENCE;;AD;;;9379198;
C;120;1254144;2;20030303 12:20;9//154606;
D;120;1254144;2;20030303 12:20;P;;;;;;
D;120;1254144;2;20030303 12:20;P;;;;;;
D;120;1254144;2;20030303 12:20;P;;;;;;
D;120;1254144;2;20030303 12:20;P;;;;;;
D;120;1254144;2;20030303 12:20;V;;;;;;
B;120;1254516;3;20030303 12:20;;;78;DOURO ST;MUDGEE;2850;948.5;M;20021108;20021202;79000;A;R;RESIDENCE;;AD;;;4374317;
C;120;1254516;3;20030303 12:20;1//1049194;
D;120;1254516;3;20030303 12:20;P;;;;;;
D;120;1254516;3;20030303 12:20;P;;;;;;
D;120;1254516;3;20030303 12:20;V;;;;;;
B;120;1254612;4;20030303 12:20;;;;GEORGE ST HOUSE NO: 7/18;MUDGEE;2850;596;M;20021106;20021218;195000;A;R;RESIDENCE;;AD;;;9264316;
C;120;1254612;4;20030303 12:20;7//285621;
D;120;1254612;4;20030303 12:20;P;;;;;;
D;120;1254612;4;20030303 12:20;V;;;;;;
D;120;1254612;4;20030303 12:20;V;;;;;;
B;120;1254730;5;20030303 12:20;;;116;GLADSTONE ST;MUDGEE;2850;1177;M;20021120;20030117;252500;A;R;RESIDENCE;;AD;;;9390833;
C;120;1254730;5;20030303 12:20;1//633056;
D;120;1254730;5;20030303 12:20;P;;;;;;
D;120;1254730;5;20030303 12:20;V;;;;;;
B;120;1254842;6;20030303 12:20;;;121;GLADSTONE ST;MUDGEE;2850;267.3;M;20020927;20021113;79000;A;R;RESIDENCE;;AD;AC;;9209328;
C;120;1254842;6;20030303 12:20;1//265943;
D;120;1254842;6;20030303 12:20;P;;;;;;
D;120;1254842;6;20030303 12:20;P;;;;;;
D;120;1254842;6;20030303 12:20;V;;;;;;
B;120;1254891;7;20030303 12:20;;;21;GLADSTONE ST;MUDGEE;2850;600.7;M;20021104;20021216;122000;A;R;RESIDENCE;;AD;;;9385662;
C;120;1254891;7;20030303 12:20;A//157963;
D;120;1254891;7;20030303 12:20;P;;;;;;
D;120;1254891;7;20030303 12:20;V;;;;;;
D;120;1254891;7;20030303 12:20;V;;;;;;
B;120;1255161;8;20030303 12:20;;;18;INGLIS ST;MUDGEE;2850;505.9;M;20021024;20030124;105000;A;R;RESIDENCE;;AE;;;9392060;
C;120;1255161;8;20030303 12:20;1//197410;
D;120;1255161;8;20030303 12:20;P;;;;;;
D;120;1255161;8;20030303 12:20;P;;;;;;
D;120;1255161;8;20030303 12:20;V;;;;;;
B;120;1255354;9;20030303 12:20;;;63;LAWSON ST;MUDGEE;2850;885.2;M;20020426;20020524;120000;A;R;RESIDENCE;;AD;AC;;9188659;
C;120;1255354;9;20030303 12:20;1//158003;
D;120;1255354;9;20030303 12:20;P;;;;;;
D;120;1255354;9;20030303 12:20;V;;;;;;
B;120;1256243;10;20030303 12:20;;;113;MORTIMER ST;MUDGEE;2850;;;20021109;20021220;137500;A;R;RESIDENCE;;AD;;;4375134;
C;120;1256243;10;20030303 12:20;C//161086;
D;120;1256243;10;20030303 12:20;P;;;;;;
D;120;1256243;10;20030303 12:20;P;;;;;;
D;120;1256243;10;20030303 12:20;V;;;;;;
B;120;1256409;11;20030303 12:20;;;20;NICHOLSON ST;MUDGEE;2850;1012;M;20020911;20021028;135000;I;R;RESIDENCE;;FB;AC;;9191185;
C;120;1256409;11;20030303 12:20;12/50/758721;
D;120;1256409;11;20030303 12:20;P;;;;;;
D;120;1256409;11;20030303 12:20;P;;;;;;
D;120;1256409;11;20030303 12:20;V;;;;;;
B;120;1256443;12;20030303 12:20;;;7;NICHOLSON ST;MUDGEE;2850;733.5;M;20021016;20021127;151000;A;R;RESIDENCE;;AE;AC;;9187477;
C;120;1256443;12;20030303 12:20;A//399697;
D;120;1256443;12;20030303 12:20;P;;;;;;
D;120;1256443;12;20030303 12:20;P;;;;;;
D;120;1256443;12;20030303 12:20;V;;;;;;
B;120;1256653;13;20030303 12:20;;;13;RAYNER ST;MUDGEE;2850;876.4;M;20010831;20010913;120000;A;R;RESIDENCE;;AF;AC;;9181765;
C;120;1256653;13;20030303 12:20;15//791533;
D;120;1256653;13;20030303 12:20;P;;;;;;
D;120;1256653;13;20030303 12:20;P;;;;;;
D;120;1256653;13;20030303 12:20;V;;;;;;
B;120;1256899;14;20030303 12:20;;;65;SPRING RD;MUDGEE;2850;4485.5;M;20021021;20021212;157500;A;R;RESIDENCE;;AK;;;9236996;
C;120;1256899;14;20030303 12:20;2//504736 PT 215//756894 Licence 342955;
D;120;1256899;14;20030303 12:20;P;;;;;;
D;120;1256899;14;20030303 12:20;P;;;;;;
D;120;1256899;14;20030303 12:20;V;;;;;;
D;120;1256899;14;20030303 12:20;V;;;;;;
B;120;1257310;15;20030303 12:20;OLD COOYAL HOTEL;;1765;WOLLAR RD;COOYAL;2850;9.518;H;20021128;20021220;260000;R;3;HOTEL/RES;;TL;;;9287358;
C;120;1257310;15;20030303 12:20;12//178477 2//564524 412//755414;
D;120;1257310;15;20030303 12:20;P;;;;;;
D;120;1257310;15;20030303 12:20;P;;;;;;
D;120;1257310;15;20030303 12:20;V;;;;;;
D;120;1257310;15;20030303 12:20;V;;;;;;
B;120;1257349;16;20030303 12:20;;;1181;WOLLAR RD;MUDGEE;2850;16.06;H;20021017;20021017;70000;R;R;RESIDENCE;;TL;RR;;9170674;
C;120;1257349;16;20030303 12:20;1//854515;
D;120;1257349;16;20030303 12:20;P;;;;;;
D;120;1257349;16;20030303 12:20;P;;;;;;
B;120;1257661;17;20030303 12:20;;;;ROCKY WATERHOLE RD;MUDGEE;2850;125.6;H;20000101;20021105;120000;R;3;VINEYARD;;NK;;;9224690;
C;120;1257661;17;20030303 12:20;PT 87, PT 89, 97, 98, 108, 112//755418;
D;120;1257661;17;20030303 12:20;P;;;;;;
D;120;1257661;17;20030303 12:20;P;;;;;;
D;120;1257661;17;20030303 12:20;P;;;;;;
D;120;1257661;17;20030303 12:20;V;;;;;;
B;120;1258024;18;20030303 12:20;;;996;MOGO RD;WOLLAR;2850;83.06;H;20021112;20021220;53000;R;V;VACANT LAND;;FN;;;9242861;
C;120;1258024;18;20030303 12:20;33//755422;
D;120;1258024;18;20030303 12:20;P;;;;;;
D;120;1258024;18;20030303 12:20;P;;;;;;
D;120;1258024;18;20030303 12:20;V;;;;;;
B;120;1259147;19;20030303 12:20;;;;COPE RD;GULGONG;2852;1012;M;20021011;20021125;45000;R;R;RESIDENCE;;SD;AC;;9184080;
C;120;1259147;19;20030303 12:20;424//755433;
D;120;1259147;19;20030303 12:20;P;;;;;;
D;120;1259147;19;20030303 12:20;V;;;;;;
B;120;1259176;20;20030303 12:20;;;28;BAYLY ST;GULGONG;2852;1012;M;20021102;20030116;97000;A;R;RESIDENCE;;AN;;;9385681;
C;120;1259176;20;20030303 12:20;3/54/758482;
D;120;1259176;20;20030303 12:20;P;;;;;;
D;120;1259176;20;20030303 12:20;V;;;;;;
B;120;1259283;21;20030303 12:20;;;99;BELMORE ST;GULGONG;2852;1012;M;20021101;20021203;109000;A;R;RESIDENCE;;AN;AC;;9206957;
C;120;1259283;21;20030303 12:20;8/21/758482;
D;120;1259283;21;20030303 12:20;P;;;;;;
D;120;1259283;21;20030303 12:20;P;;;;;;
D;120;1259283;21;20030303 12:20;V;;;;;;
B;120;1259322;22;20030303 12:20;;;21;BUNDERRA ST;GULGONG;2852;967.7;M;20021223;20030217;31000;A;V;VACANT LAND;;AN;;;9396724;
C;120;1259322;22;20030303 12:20;15//262671;
D;120;1259322;22;20030303 12:20;P;;;;;;
D;120;1259322;22;20030303 12:20;V;;;;;;
B;120;1259580;23;20030303 12:20;;;154;MAYNE ST;GULGONG;2852;708.23;M;20021223;20021223;120000;A;R;RESIDENCE;;AN;;;9294938;
C;120;1259580;23;20030303 12:20;9, 10/18/758482;
D;120;1259580;23;20030303 12:20;P;;;;;;
D;120;1259580;23;20030303 12:20;P;;;;;;
D;120;1259580;23;20030303 12:20;V;;;;;;
B;120;1259609;24;20030303 12:20;;;64;MAYNE ST;GULGONG;2852;1012;M;20021212;20021212;110000;A;R;RESIDENCE;;AN;;;9252795;
C;120;1259609;24;20030303 12:20;14/30/758482;
D;120;1259609;24;20030303 12:20;P;;;;;;
D;120;1259609;24;20030303 12:20;V;;;;;;
B;120;1259738;25;20030303 12:20;;;2;MEDLEY ST;GULGONG;2852;860.6;M;20021114;20021220;159000;A;R;RESIDENCE;;AN;;;9299978;
C;120;1259738;25;20030303 12:20;15//259620;
D;120;1259738;25;20030303 12:20;P;;;;;;
D;120;1259738;25;20030303 12:20;P;;;;;;
D;120;1259738;25;20030303 12:20;V;;;;;;
D;120;1259738;25;20030303 12:20;V;;;;;;
