A;205;20011203 12:32;CDIXON;
B;205;1912960;1;20011203 12:32;;;73;ALBION ST;ANNANDALE;2038;;;20010831;20011031;644000;A;R;RESIDENCE;;EA;;;8114562;
C;205;1912960;1;20011203 12:32;B//100565;
D;205;1912960;1;20011203 12:32;P;;;;;;
D;205;1912960;1;20011203 12:32;V;;;;;;
D;205;1912960;1;20011203 12:32;V;;;;;;
B;205;1912961;2;20011203 12:32;;;71;ALBION ST;ANNANDALE;2038;;;20010924;20011112;495000;A;R;RESIDENCE;;EA;;;8117166;
C;205;1912961;2;20011203 12:32;8//18237;
D;205;1912961;2;20011203 12:32;P;;;;;;
D;205;1912961;2;20011203 12:32;P;;;;;;
D;205;1912961;2;20011203 12:32;V;;;;;;
D;205;1912961;2;20011203 12:32;V;;;;;;
B;205;1913107;3;20011203 12:32;;;10;ALFRED ST;ANNANDALE;2038;128.4;M;20010920;20011101;366000;A;R;RESIDENCE;;EA;;;8130469;
C;205;1913107;3;20011203 12:32;2//842470;
D;205;1913107;3;20011203 12:32;P;;;;;;
D;205;1913107;3;20011203 12:32;P;;;;;;
D;205;1913107;3;20011203 12:32;V;;;;;;
B;205;1913118;4;20011203 12:32;;;2 E;ALFRED ST;LILYFIELD;2040;140.6;M;20010504;20010828;400000;A;R;RESIDENCE;;EA;;;7915595;
C;205;1913118;4;20011203 12:32;6//868976 SUBJECT TO & INTEREST IN RIGHT OF CARRIAGEWAY;
D;205;1913118;4;20011203 12:32;P;;;;;;
D;205;1913118;4;20011203 12:32;V;;;;;;
D;205;1913118;4;20011203 12:32;V;;;;;;
B;205;1913164;5;20011203 12:32;;10;31;ALFRED ST;ROZELLE;2039;;;20010926;20011107;370000;;R;RESIDENCE;10;;;;8100371;
C;205;1913164;5;20011203 12:32;10//20345;
D;205;1913164;5;20011203 12:32;P;;;;;;
D;205;1913164;5;20011203 12:32;V;;;;;;
B;205;1913164;6;20011203 12:32;;11;31;ALFRED ST;ROZELLE;2039;;;20010810;20010920;400000;;R;RESIDENCE;11;;;;7975877;
C;205;1913164;6;20011203 12:32;11//20345;
D;205;1913164;6;20011203 12:32;P;;;;;;
D;205;1913164;6;20011203 12:32;P;;;;;;
D;205;1913164;6;20011203 12:32;V;;;;;;
D;205;1913164;6;20011203 12:32;V;;;;;;
B;205;1913211;7;20011203 12:32;(INC 8-34 ELIZABETH ST);7;30;ALFRED ST;ROZELLE;2039;;;20010822;20011003;460000;;R;RESIDENCE;7;;;;8130458;
C;205;1913211;7;20011203 12:32;7//SP 50525;
D;205;1913211;7;20011203 12:32;P;;;;;;
D;205;1913211;7;20011203 12:32;V;;;;;;
B;205;1913246;8;20011203 12:32;;;20;ALFRED ST;ROZELLE;2039;207.9;M;20011006;20011116;590000;A;R;RESIDENCE;;EA;;;8132596;
C;205;1913246;8;20011203 12:32;1//797063;
D;205;1913246;8;20011203 12:32;P;;;;;;
D;205;1913246;8;20011203 12:32;P;;;;;;
D;205;1913246;8;20011203 12:32;V;;;;;;
